Tarih,TP_PBD_F29
2000-01-01,961062.7
2000-02-01,906871.89
2000-03-01,1566341.0
2000-04-01,1299850.2
2000-05-01,698239.49
2000-06-01,1276803.9
2000-07-01,1916389.0
2000-08-01,2266903.0
2000-09-01,1993480.9
2000-10-01,1629383.6
2000-11-01,613951.79
2000-12-01,6310915.82
2001-01-01,5696282.4
2001-02-01,1288492.2
2001-03-01,-461073.49
2001-04-01,705954.19
2001-05-01,9967760.9
2001-06-01,9103588.89
2001-07-01,9661762.3
2001-08-01,9322295.1
2001-09-01,8303132.0
2001-10-01,10510898.1
2001-11-01,11370311.4
2001-12-01,15897511.51
2002-01-01,18806015.7
2002-02-01,16966334.0
2002-03-01,18487932.9
2002-04-01,17329343.7
2002-05-01,9189876.6
2002-06-01,5104312.6
2002-07-01,5322849.8
2002-08-01,8449034.1
2002-09-01,9594413.19
2002-10-01,10691442.2
2002-11-01,11532177.0
2002-12-01,14800537.03
2003-01-01,16052534.9
2003-02-01,16155910.4
2003-03-01,17003798.7
2003-04-01,19632591.1
2003-05-01,20338498.5
2003-06-01,22632078.7
2003-07-01,21025881.1
2003-08-01,20842520.9
2003-09-01,21915757.8
2003-10-01,22948129.3
2003-11-01,23128724.8
2003-12-01,24662053.49
2004-01-01,26756649.7
2004-02-01,27828758.45
2004-03-01,29308701.9
2004-04-01,28816684.3
2004-05-01,27937133.9
2004-06-01,28025291.7
2004-07-01,27935660.1
2004-08-01,29160186.0
2004-09-01,30563934.6
2004-10-01,33712760.2
2004-11-01,36240433.2
2004-12-01,37022132.82
2005-01-01,39826690.8
2005-02-01,40898498.8
2005-03-01,40540189.6
2005-04-01,39409970.5
2005-05-01,38994398.7
2005-06-01,40236987.5
2005-07-01,40610647.8
2005-08-01,41898578.6
2005-09-01,39867430.8
2005-10-01,42237534.5
2005-11-01,45237352.2
2005-12-01,55706524.01
2006-01-01,57351482.9
2006-02-01,59630992.29
2006-03-01,59135644.59
2006-04-01,59088787.4
2006-05-01,51417388.3
2006-06-01,52543449.29
2006-07-01,55467485.7
2006-08-01,59335148.9
2006-09-01,59414997.4
2006-10-01,63803727.0
2006-11-01,64487424.2
2006-12-01,65942901.07
2007-01-01,69962780.4
2007-02-01,72791031.36
2007-03-01,73802337.95
2007-04-01,71579891.6
2007-05-01,71075447.75
2007-06-01,73436776.05
2007-07-01,76776661.3
2007-08-01,77387700.97
2007-09-01,82540248.89
2007-10-01,85131563.0
2007-11-01,84484228.0
2007-12-01,85450945.0
2008-01-01,84046611.0
2008-02-01,84645508.0
2008-03-01,82877100.0
2008-04-01,83383889.0
2008-05-01,82198166.0
2008-06-01,83621136.0
2008-07-01,87470204.0
2008-08-01,90171205.0
2008-09-01,91397042.0
2008-10-01,89313935.0
2008-11-01,89914872.0
2008-12-01,92406971.0
2009-01-01,92625913.0
2009-02-01,94913800.0
2009-03-01,101020845.0
2009-04-01,102454646.0
2009-05-01,102820273.0
2009-06-01,106427531.0
2009-07-01,110312768.0
2009-08-01,114965290.0
2009-09-01,116974768.0
2009-10-01,119406872.0
2009-11-01,120730153.0
2009-12-01,123537994.0
2010-01-01,127890979.0
2010-02-01,129298004.0
2010-03-01,134203274.0
2010-04-01,132351773.0
2010-05-01,129700797.0
2010-06-01,131823291.0
2010-07-01,134599085.0
2010-08-01,134346183.0
2010-09-01,137733808.0
2010-10-01,140227441.0
2010-11-01,140052238.0
2010-12-01,139515967.0
2011-01-01,141492896.0
2011-02-01,142187787.0
2011-03-01,145831579.0
2011-04-01,144060695.0
2011-05-01,143993642.0
2011-06-01,146683812.0
2011-07-01,147157614.0
2011-08-01,144852888.0
2011-09-01,150318092.0
2011-10-01,157574084.0
2011-11-01,159528806.0
2011-12-01,162775321.0
2012-01-01,170273747.0
2012-02-01,172956955.0
2012-03-01,179711353.0
2012-04-01,174540116.0
2012-05-01,174650053.0
2012-06-01,183184387.0
2012-07-01,187116083.0
2012-08-01,187952673.0
2012-09-01,191464494.0
2012-10-01,196689594.0
2012-11-01,199442549.0
2012-12-01,206284492.0
2013-01-01,210841161.0
2013-02-01,215280031.0
2013-03-01,217301605.0
2013-04-01,211938036.0
2013-05-01,215130937.0
2013-06-01,214528382.0
2013-07-01,221803396.0
