Tarih,TP_PBD_D04
2000-01-01,7555107.0
2000-02-01,7502957.0
2000-03-01,8574138.0
2000-04-01,8298163.0
2000-05-01,8310347.0
2000-06-01,8950476.0
2000-07-01,9953848.0
2000-08-01,10278827.0
2000-09-01,10612608.0
2000-10-01,10583904.0
2000-11-01,10404445.0
2000-12-01,11514031.0
2001-01-01,9550238.0
2001-02-01,11043257.0
2001-03-01,13322806.0
2001-04-01,12614119.0
2001-05-01,14899977.0
2001-06-01,18249446.0
2001-07-01,16637688.0
2001-08-01,17942944.0
2001-09-01,19660060.0
2001-10-01,18510607.0
2001-11-01,18126007.0
2001-12-01,17745631.0
2002-01-01,15630908.0
2002-02-01,15825335.0
2002-03-01,15149418.0
2002-04-01,13176709.0
2002-05-01,16267296.0
2002-06-01,17076782.0
2002-07-01,19551658.0
2002-08-01,17404036.0
2002-09-01,18399806.0
2002-10-01,19472420.0
2002-11-01,18708085.0
2002-12-01,20666823.0
2003-01-01,18129386.0
2003-02-01,17207045.0
2003-03-01,15741876.0
2003-04-01,15556239.0
2003-05-01,14630800.0
2003-06-01,14661090.0
2003-07-01,15924343.0
2003-08-01,16806526.0
2003-09-01,15623532.0
2003-10-01,18522315.0
2003-11-01,18581757.0
2003-12-01,19042263.0
2004-01-01,17078908.0
2004-02-01,15324930.0
2004-03-01,16209602.0
2004-04-01,16926963.0
2004-05-01,19283364.0
2004-06-01,20313839.0
2004-07-01,22157160.0
2004-08-01,25857128.0
2004-09-01,25475659.0
2004-10-01,25669675.0
2004-11-01,27565080.0
2004-12-01,27178462.0
2005-01-01,25841436.0
2005-02-01,25537521.0
2005-03-01,23067295.0
2005-04-01,24650533.0
2005-05-01,26858012.0
2005-06-01,27436121.0
2005-07-01,26945837.0
2005-08-01,31245513.0
2005-09-01,33043875.0
2005-10-01,25515304.0
2005-11-01,26719232.0
2005-12-01,31569668.0
2006-01-01,32627862.0
2006-02-01,30574807.0
2006-03-01,29050476.0
2006-04-01,26944618.0
2006-05-01,36841357.0
2006-06-01,41694709.0
2006-07-01,40615123.0
2006-08-01,42074268.0
2006-09-01,44934436.0
2006-10-01,48861017.0
2006-11-01,51486134.0
2006-12-01,52948821.0
2007-01-01,51306752.0
2007-02-01,51812581.0
2007-03-01,51443673.0
2007-04-01,53484422.0
2007-05-01,60032808.0
2007-06-01,59247666.0
2007-07-01,58133284.0
2007-08-01,55940368.0
2007-09-01,52486738.0
2007-10-01,48117997.0
2007-11-01,48279092.0
2007-12-01,51312899.0
2008-01-01,49868687.0
2008-02-01,53205844.0
2008-03-01,60210417.0
2008-04-01,55486211.0
2008-05-01,60759003.0
2008-06-01,63549636.0
2008-07-01,62336481.0
2008-08-01,60369591.0
2008-09-01,61964711.0
2008-10-01,75210715.0
2008-11-01,73089537.0
2008-12-01,79335127.0
2009-01-01,84013299.0
2009-02-01,83236653.0
2009-03-01,83101492.0
2009-04-01,81499459.0
2009-05-01,77324361.0
2009-06-01,79395377.0
2009-07-01,76627491.0
2009-08-01,75829568.0
2009-09-01,71902591.0
2009-10-01,69766914.0
2009-11-01,71716310.0
2009-12-01,69235051.0
2010-01-01,67150731.0
2010-02-01,68265338.0
2010-03-01,65410824.0
2010-04-01,57334497.0
2010-05-01,60059458.0
2010-06-01,60069431.0
2010-07-01,64881999.0
2010-08-01,63269203.0
2010-09-01,58377218.0
2010-10-01,57012032.0
2010-11-01,55127739.0
2010-12-01,54482235.0
2011-01-01,57508261.0
2011-02-01,63020811.0
2011-03-01,62597282.0
2011-04-01,59464525.0
2011-05-01,61295901.0
2011-06-01,60418923.0
2011-07-01,69010436.0
2011-08-01,75904528.0
2011-09-01,75234863.0
2011-10-01,71942960.0
2011-11-01,66809807.0
2011-12-01,74008203.0
2012-01-01,75306024.0
2012-02-01,69447181.0
2012-03-01,67241579.0
2012-04-01,66459613.0
2012-05-01,66856967.0
2012-06-01,63659156.0
2012-07-01,61936720.0
2012-08-01,61284423.0
2012-09-01,60443032.0
2012-10-01,58369884.0
2012-11-01,60630040.0
2012-12-01,66315818.0
2013-01-01,62303631.0
2013-02-01,61861900.0
2013-03-01,61671381.0
2013-04-01,62667991.0
2013-05-01,65846357.0
2013-06-01,69619317.0
2013-07-01,70627212.0
2013-08-01,77228756.0
2013-09-01,75352378.0
2013-10-01,69749227.0
