Tarih,TP_PBD_F01
2000-01-01,4198270.3
2000-02-01,4364957.9
2000-03-01,4608443.1
2000-04-01,4741511.4
2000-05-01,4924068.8
2000-06-01,5357503.3
2000-07-01,5745615.1
2000-08-01,5632698.4
2000-09-01,6126438.0
2000-10-01,5904182.1
2000-11-01,5906346.8
2000-12-01,7406914.23
2001-01-01,6104788.9
2001-02-01,7643598.5
2001-03-01,7817088.1
2001-04-01,7964305.3
2001-05-01,8178051.1
2001-06-01,9278400.7
2001-07-01,9246393.9
2001-08-01,9752106.2
2001-09-01,10105846.4
2001-10-01,9241005.1
2001-11-01,9293242.0
2001-12-01,10839562.36
2002-01-01,9300485.0
2002-02-01,10906195.5
2002-03-01,10552110.2
2002-04-01,10482149.6
2002-05-01,10736723.0
2002-06-01,12135375.1
2002-07-01,11986666.6
2002-08-01,12265243.7
2002-09-01,12988478.8
2002-10-01,13159678.3
2002-11-01,13880733.7
2002-12-01,14814331.0
2003-01-01,13248797.0
2003-02-01,13902115.7
2003-03-01,13888625.1
2003-04-01,13748849.6
2003-05-01,14557914.0
2003-06-01,16069295.2
2003-07-01,16642903.1
2003-08-01,17305232.6
2003-09-01,18173024.7
2003-10-01,18842280.1
2003-11-01,20809144.6
2003-12-01,21193561.1
2004-01-01,22317223.3
2004-02-01,21086679.8
2004-03-01,21214716.5
2004-04-01,22574830.0
2004-05-01,22715100.7
2004-06-01,24101776.8
2004-07-01,24893870.1
2004-08-01,25366637.7
2004-09-01,25841500.0
2004-10-01,26746241.6
2004-11-01,25051586.4
2004-12-01,26781941.0
2005-01-01,25128363.3
2005-02-01,26594399.2
2005-03-01,27467163.1
2005-04-01,30005542.1
2005-05-01,29056782.0
2005-06-01,31593289.7
2005-07-01,33068592.7
2005-08-01,32753704.5
2005-09-01,34644147.8
2005-10-01,36677863.9
2005-11-01,34959128.7
2005-12-01,43469408.4
2006-01-01,38940950.6
2006-02-01,39764432.0
2006-03-01,41833069.8
2006-04-01,42897598.1
2006-05-01,45686526.6
2006-06-01,47251642.6
2006-07-01,44911991.1
2006-08-01,45614095.8
2006-09-01,46475782.5
2006-10-01,45222062.4
2006-11-01,43652502.1
2006-12-01,48961506.1
2007-01-01,42200422.3
2007-02-01,42478369.6
2007-03-01,42643093.0
2007-04-01,44729052.7
2007-05-01,45755287.4
2007-06-01,48215792.4
2007-07-01,48375370.9
2007-08-01,50103482.9
2007-09-01,49789690.3
2007-10-01,49691002.0
2007-11-01,51293894.0
2007-12-01,54733704.0
2008-01-01,50999926.0
2008-02-01,52746579.0
2008-03-01,56039968.0
2008-04-01,56313763.0
2008-05-01,55069212.0
2008-06-01,58168860.0
2008-07-01,57698310.0
2008-08-01,57143505.0
2008-09-01,65314785.0
2008-10-01,62246364.0
2008-11-01,61410167.0
2008-12-01,62334575.0
2009-01-01,59087716.0
2009-02-01,63987646.0
2009-03-01,63851753.0
2009-04-01,64568378.0
2009-05-01,64942598.0
2009-06-01,66322715.0
2009-07-01,66763011.0
2009-08-01,66604769.0
2009-09-01,72294166.0
2009-10-01,71159718.0
2009-11-01,78392987.0
2009-12-01,78925148.0
2010-01-01,73880220.0
2010-02-01,78263762.0
2010-03-01,79389139.0
2010-04-01,79702286.0
2010-05-01,82600673.0
2010-06-01,88113619.0
2010-07-01,86309038.0
2010-08-01,88413726.0
2010-09-01,91250621.0
2010-10-01,92715285.0
2010-11-01,92969468.0
2010-12-01,103905327.0
2011-01-01,98744222.0
2011-02-01,100664627.0
2011-03-01,102947590.0
2011-04-01,105569520.0
2011-05-01,108247165.0
2011-06-01,114113759.0
2011-07-01,113920766.0
2011-08-01,120170715.0
2011-09-01,114743323.0
2011-10-01,112591082.0
2011-11-01,111081082.0
2011-12-01,114875087.0
2012-01-01,106067707.0
2012-02-01,105841245.0
2012-03-01,106714686.0
2012-04-01,108828106.0
2012-05-01,110617921.0
2012-06-01,117738854.0
2012-07-01,114361164.0
2012-08-01,118959648.0
2012-09-01,124906352.0
2012-10-01,124680043.0
2012-11-01,120671674.0
2012-12-01,126897672.0
2013-01-01,121479382.0
2013-02-01,124403603.0
2013-03-01,129724644.0
2013-04-01,129627626.0
2013-05-01,138509126.0
2013-06-01,150525080.0
2013-07-01,149750298.0
2013-08-01,154872405.0
2013-09-01,158275953.0
2013-10-01,156785275.0
2013-11-01,156154821.0
2013-12-01,165938770.0
2014-01-01,159814832.0
2014-02-01,158073692.0
2014-03-01,159648604.0
2014-04-01,160079011.0
2014-05-01,160970623.0
2014-06-01,169881046.0
2014-07-01,178601645.0
2014-08-01,177346284.0
2014-09-01,185773729.0
2014-10-01,176764014.0
2014-11-01,174636550.0
2014-12-01,185530593.0
2015-01-01,182464369.0
2015-02-01,190177840.0
2015-03-01,191528256.0
2015-04-01,197183041.0
2015-05-01,199570460.0
2015-06-01,200845029.0
2015-07-01,207491419.0
2015-08-01,210992643.0
2015-09-01,220277113.0
2015-10-01,211238547.0
2015-11-01,211795041.0
2015-12-01,217109724.0
2016-01-01,217053320.0
2016-02-01,218092756.0
2016-03-01,215910543.0
2016-04-01,219845564.0
2016-05-01,231629576.0
2016-06-01,246459445.0
2016-07-01,255224307.0
2016-08-01,251648228.0
2016-09-01,256061387.0
2016-10-01,254136200.0
2016-11-01,255418680.0
2016-12-01,270096239.0
2017-01-01,257229742.0
2017-02-01,258859623.0
2017-03-01,274274594.0
2017-04-01,283853239.0
2017-05-01,276072553.0
2017-06-01,282343690.0
2017-07-01,282740350.0
2017-08-01,292946787.0
2017-09-01,291521546.0
2017-10-01,297332411.0
2017-11-01,291934283.0
2017-12-01,297426701.0
2018-01-01,280307826.0
2018-02-01,286000998.0
2018-03-01,300935148.0
2018-04-01,302910105.0
2018-05-01,308997849.0
2018-06-01,326627087.0
2018-07-01,332150310.0
2018-08-01,355900837.0
2018-09-01,322193470.0
2018-10-01,301138343.0
2018-11-01,289970503.0
2018-12-01,290149581.0
2019-01-01,285559063.0
2019-02-01,293970286.0
2019-03-01,303926549.0
2019-04-01,305191159.0
2019-05-01,329597500.0
2019-06-01,318985784.0
2019-07-01,320168333.0
2019-08-01,350833617.0
2019-09-01,349054808.0
2019-10-01,359073773.0
2019-11-01,367068513.0
2019-12-01,392217949.0
2020-01-01,401331076.0
2020-02-01,411131823.0
2020-03-01,448285976.0
2020-04-01,546611038.0
2020-05-01,564036427.0
2020-06-01,591143545.0
2020-07-01,613046500.0
2020-08-01,558292376.0
2020-09-01,543318976.0
2020-10-01,537737031.0
2020-11-01,490922997.0
2020-12-01,477992078.0
2021-01-01,468116218.0
2021-02-01,473327150.0
2021-03-01,507270328.0
2021-04-01,518301090.0
2021-05-01,544887513.0
2021-06-01,575528490.0
2021-07-01,586797834.0
2021-08-01,571048664.0
2021-09-01,599790928.0
2021-10-01,642320028.0
2021-11-01,688440106.0
2021-12-01,667942397.0
2022-01-01,668121923.0
