Tarih,TP_KB_KRE09
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,981868.0
2006-01-01,1007574.0
2006-02-01,1075989.0
2006-03-01,1194313.0
2006-04-01,1288448.0
2006-05-01,1389899.0
2006-06-01,1482915.0
2006-07-01,1511258.0
2006-08-01,1518975.0
2006-09-01,1522120.0
2006-10-01,1525221.0
2006-11-01,1550884.0
2006-12-01,1588697.0
2007-01-01,1591440.0
2007-02-01,1619106.0
2007-03-01,1677205.0
2007-04-01,1728389.0
2007-05-01,1767105.0
2007-06-01,1784763.0
2007-07-01,1798059.0
2007-08-01,1816431.0
2007-09-01,1815423.0
2007-10-01,1805995.0
2007-11-01,1813620.0
2007-12-01,1801343.0
2008-01-01,1809172.0
2008-02-01,1831401.0
2008-03-01,1710687.0
2008-04-01,1733204.0
2008-05-01,1756460.0
2008-06-01,1822316.0
2008-07-01,1868863.0
2008-08-01,1988078.0
2008-09-01,2026491.0
2008-10-01,1885815.0
2008-11-01,1846171.0
2008-12-01,1804111.0
2009-01-01,1779061.0
2009-02-01,1784439.0
2009-03-01,1817473.0
2009-04-01,1896211.0
2009-05-01,1971310.0
2009-06-01,2093248.0
2009-07-01,2185047.0
2009-08-01,2280182.0
2009-09-01,2306170.0
2009-10-01,2348589.0
2009-11-01,2428323.0
2009-12-01,2504521.0
2010-01-01,2600650.0
2010-02-01,2670614.0
2010-03-01,2784497.0
2010-04-01,2898614.0
2010-05-01,2989065.0
2010-06-01,3113004.0
2010-07-01,3183319.0
2010-08-01,3242432.0
2010-09-01,3301451.0
2010-10-01,3418028.0
2010-11-01,3548614.0
2010-12-01,3713429.0
2011-01-01,3773494.0
2011-02-01,3895336.0
2011-03-01,4058212.0
2011-04-01,4167227.0
2011-05-01,4315392.0
2011-06-01,4572891.0
2011-07-01,4857719.0
2011-08-01,4980155.0
2011-09-01,5051339.0
2011-10-01,5209486.0
2011-11-01,5338267.0
2011-12-01,5478849.0
2012-01-01,5583998.0
2012-02-01,5622688.0
2012-03-01,5689555.0
2012-04-01,5796960.0
2012-05-01,5962109.0
2012-06-01,6093487.0
2012-07-01,6234287.0
2012-08-01,6348030.0
2012-09-01,6521418.0
2012-10-01,6721515.0
2012-11-01,6910133.0
2012-12-01,7171320.0
2013-01-01,7434746.0
2013-02-01,7746172.0
2013-03-01,8111690.0
2013-04-01,8362965.0
2013-05-01,8605390.0
2013-06-01,8726417.0
2013-07-01,9010746.0
2013-08-01,9236534.0
2013-09-01,9495653.0
