Tarih,TP_KB_KRE09
2013-10-01,9585629.0
2013-11-01,9787089.0
2013-12-01,9972254.0
2014-01-01,10068554.0
2014-02-01,10004026.0
2014-03-01,10000502.0
2014-04-01,10044158.0
2014-05-01,10322754.0
2014-06-01,10583500.0
2014-07-01,10802566.0
2014-08-01,11015337.0
2014-09-01,11309317.0
2014-10-01,11443550.0
2014-11-01,11771579.0
2014-12-01,12033662.0
2015-01-01,12225806.0
2015-02-01,12322555.0
2015-03-01,12616185.0
2015-04-01,13003696.0
2015-05-01,13355717.0
2015-06-01,13498794.0
2015-07-01,13338654.0
2015-08-01,13212400.0
2015-09-01,13119415.0
2015-10-01,13046308.0
2015-11-01,13092439.0
2015-12-01,14003592.0
2016-01-01,14012242.0
2016-02-01,14114810.0
2016-03-01,14423066.0
2016-04-01,14482538.0
2016-05-01,14463218.0
2016-06-01,14458439.0
2016-07-01,13211108.0
2016-08-01,13136546.0
2016-09-01,13131273.0
2016-10-01,13225318.0
2016-11-01,13384349.0
2016-12-01,13512509.0
2017-01-01,13520614.0
2017-02-01,13616056.0
2017-03-01,14099257.0
2017-04-01,14297873.0
2017-05-01,14340933.0
2017-06-01,14421053.0
2017-07-01,14492039.0
2017-08-01,14589306.0
2017-09-01,14716899.0
2017-10-01,14820010.0
2017-11-01,14903497.0
2017-12-01,14934980.0
2018-01-01,15064411.0
2018-02-01,15267336.0
2018-03-01,15367822.0
2018-04-01,15373241.0
2018-05-01,15384796.0
2018-06-01,15452643.0
2018-07-01,15331143.0
2018-08-01,15198099.0
2018-09-01,14950533.0
2018-10-01,14660996.0
2018-11-01,14432720.0
2018-12-01,14425804.0
2019-01-01,14346478.0
2019-02-01,14271947.0
2019-03-01,14230679.0
2019-04-01,14191716.0
2019-05-01,14181510.0
2019-06-01,14096735.0
2019-07-01,13985425.0
2019-08-01,13970317.0
2019-09-01,14311666.0
2019-10-01,14747391.0
2019-11-01,15533950.0
2019-12-01,16650715.0
2020-01-01,17386613.0
2020-02-01,18511063.0
2020-03-01,19540788.0
2020-04-01,19757151.0
2020-05-01,20355887.0
2020-06-01,23896064.0
2020-07-01,28015490.0
2020-08-01,30481636.0
2020-09-01,31284357.0
2020-10-01,31593108.0
2020-11-01,31795476.0
2020-12-01,31551630.0
2021-01-01,31220183.0
2021-02-01,31050801.0
2021-03-01,31138154.0
2021-04-01,31076565.0
2021-05-01,30915254.0
2021-06-01,31340465.0
2021-07-01,31401739.0
2021-08-01,31556039.0
2021-09-01,31749822.0
2021-10-01,31971235.0
2021-11-01,32713489.0
2021-12-01,33709985.0
2022-01-01,33737812.0
2022-02-01,34056751.0
2022-03-01,34980105.0
2022-04-01,36567957.0
2022-05-01,38552103.0
2022-06-01,40625140.0
2022-07-01,41034144.0
2022-08-01,41696342.0
2022-09-01,42723106.0
2022-10-01,43784093.0
2022-11-01,45344673.0
2022-12-01,47587415.0
2023-01-01,49152800.0
2023-02-01,50744397.0
2023-03-01,55377039.0
2023-04-01,60072312.0
2023-05-01,64115233.0
2023-06-01,66549352.0
2023-07-01,69429502.0
2023-08-01,72436344.0
2023-09-01,74107218.0
2023-10-01,74659003.0
2023-11-01,75328327.0
2023-12-01,76128837.0
2024-01-01,75973689.0
2024-02-01,76914593.0
2024-03-01,78173982.0
2024-04-01,76460623.0
2024-05-01,75426111.0
2024-06-01,74779716.0
2024-07-01,74702973.0
2024-08-01,75156637.0
2024-09-01,75313669.0
2024-10-01,75743939.0
2024-11-01,76297538.0
2024-12-01,76640074.0
2025-01-01,76115674.0
2025-02-01,77294582.0
2025-03-01,80659262.0
2025-04-01,83824840.0
2025-05-01,84665232.0
2025-06-01,84460932.0
2025-07-01,83890116.0
2025-08-01,84558993.0
