Tarih,TP_KB_KRE14
2014-07-01,5402.0
2014-08-01,5135.0
2014-09-01,7448.0
2014-10-01,7078.0
2014-11-01,6905.0
2014-12-01,6682.0
2015-01-01,8050.0
2015-02-01,7551.0
2015-03-01,8309.0
2015-04-01,7815.0
2015-05-01,7785.0
2015-06-01,466288.0
2015-07-01,495815.0
2015-08-01,498998.0
2015-09-01,540930.0
2015-10-01,481624.0
2015-11-01,520213.0
2015-12-01,356851.0
2016-01-01,305648.0
2016-02-01,217752.0
2016-03-01,932613.0
2016-04-01,706536.0
2016-05-01,582653.0
2016-06-01,665181.0
2016-07-01,607506.0
2016-08-01,653978.0
2016-09-01,737504.0
2016-10-01,606768.0
2016-11-01,987073.0
2016-12-01,1573174.0
2017-01-01,1210546.0
2017-02-01,1108239.0
2017-03-01,1066523.0
2017-04-01,1587908.0
2017-05-01,1506564.0
2017-06-01,1097255.0
2017-07-01,2266026.0
2017-08-01,2359756.0
2017-09-01,1578260.0
2017-10-01,2005057.0
2017-11-01,2117881.0
2017-12-01,2335167.0
2018-01-01,1631364.0
2018-02-01,1562330.0
2018-03-01,2250904.0
2018-04-01,2764297.0
2018-05-01,1829929.0
2018-06-01,2852217.0
2018-07-01,2914728.0
2018-08-01,4291119.0
2018-09-01,4227872.0
2018-10-01,2926068.0
2018-11-01,3395779.0
2018-12-01,4767249.0
2019-01-01,3346659.0
2019-02-01,3969204.0
2019-03-01,5861900.0
2019-04-01,6460814.0
2019-05-01,6059956.0
2019-06-01,6363177.0
2019-07-01,8275692.0
2019-08-01,7410939.0
2019-09-01,9155179.0
2019-10-01,9803222.0
2019-11-01,8216893.0
2019-12-01,11456718.0
2020-01-01,11492069.0
2020-02-01,7069054.0
2020-03-01,9059685.0
2020-04-01,8207551.0
2020-05-01,7824804.0
2020-06-01,6506729.0
2020-07-01,6785715.0
2020-08-01,3664571.0
2020-09-01,5453490.0
2020-10-01,6175311.0
2020-11-01,6848817.0
2020-12-01,8541224.0
2021-01-01,6106056.0
2021-02-01,6825580.0
2021-03-01,6526298.0
2021-04-01,7666701.0
2021-05-01,7737915.0
2021-06-01,8760141.0
2021-07-01,7215103.0
2021-08-01,6875317.0
2021-09-01,8377382.0
2021-10-01,8539713.0
2021-11-01,11081562.0
2021-12-01,11707550.0
2022-01-01,12343250.0
2022-02-01,13595090.0
2022-03-01,13253161.0
2022-04-01,11466620.0
2022-05-01,10499894.0
2022-06-01,12740302.0
2022-07-01,11464180.0
2022-08-01,13069657.0
2022-09-01,15512971.0
2022-10-01,18476877.0
2022-11-01,16257135.0
2022-12-01,16184683.0
2023-01-01,13666438.0
2023-02-01,17077317.0
2023-03-01,23564106.0
2023-04-01,22198560.0
2023-05-01,16585987.0
2023-06-01,23051952.0
2023-07-01,28948742.0
2023-08-01,21338493.0
2023-09-01,20990213.0
2023-10-01,26594566.0
2023-11-01,31637766.0
2023-12-01,28034381.0
2024-01-01,31256559.0
2024-02-01,34704182.0
2024-03-01,27627166.0
2024-04-01,33708030.0
2024-05-01,33097891.0
2024-06-01,32722926.0
2024-07-01,33428108.0
2024-08-01,37213014.0
2024-09-01,38222154.0
2024-10-01,42188576.0
2024-11-01,33210069.0
2024-12-01,50023954.0
2025-01-01,28055234.0
2025-02-01,32322050.0
2025-03-01,28895917.0
2025-04-01,45149968.0
2025-05-01,45588470.0
2025-06-01,42292176.0
2025-07-01,38330970.0
2025-08-01,38882066.0
