Tarih,TP_KB_KRE10
2014-03-01,9115231.0
2014-04-01,9156375.0
2014-05-01,9419268.0
2014-06-01,9623669.0
2014-07-01,9785000.0
2014-08-01,9949415.0
2014-09-01,10180834.0
2014-10-01,10312124.0
2014-11-01,10629638.0
2014-12-01,10884000.0
2015-01-01,11014110.0
2015-02-01,11173681.0
2015-03-01,11427676.0
2015-04-01,11791943.0
2015-05-01,12129231.0
2015-06-01,12246612.0
2015-07-01,12111059.0
2015-08-01,11988403.0
2015-09-01,11906137.0
2015-10-01,11854355.0
2015-11-01,11894645.0
2015-12-01,12021767.0
2016-01-01,12043881.0
2016-02-01,12138566.0
2016-03-01,12362648.0
2016-04-01,12439119.0
2016-05-01,12429732.0
2016-06-01,12446183.0
2016-07-01,11248314.0
2016-08-01,11195634.0
2016-09-01,11223879.0
2016-10-01,11346597.0
2016-11-01,11513449.0
2016-12-01,11664196.0
2017-01-01,11709302.0
2017-02-01,11836729.0
2017-03-01,12203307.0
2017-04-01,12419981.0
2017-05-01,12507357.0
2017-06-01,12611758.0
2017-07-01,12695531.0
2017-08-01,12775095.0
2017-09-01,12893972.0
2017-10-01,13003389.0
2017-11-01,13086998.0
2017-12-01,13149795.0
2018-01-01,13272015.0
2018-02-01,13380360.0
2018-03-01,13478588.0
2018-04-01,13476677.0
2018-05-01,13509281.0
2018-06-01,13624686.0
2018-07-01,13506703.0
2018-08-01,13357430.0
2018-09-01,13153814.0
2018-10-01,12899429.0
2018-11-01,12683181.0
2018-12-01,12599324.0
2019-01-01,12502424.0
2019-02-01,12366005.0
2019-03-01,12249357.0
2019-04-01,12084263.0
2019-05-01,11921058.0
2019-06-01,11730410.0
2019-07-01,11543259.0
2019-08-01,11475381.0
2019-09-01,11688712.0
2019-10-01,11879560.0
2019-11-01,12369142.0
2019-12-01,13235711.0
2020-01-01,13932991.0
2020-02-01,14955024.0
2020-03-01,15817435.0
2020-04-01,15940153.0
2020-05-01,16266307.0
2020-06-01,19083407.0
2020-07-01,22544115.0
2020-08-01,24464893.0
2020-09-01,25057625.0
2020-10-01,25201140.0
2020-11-01,25334241.0
2020-12-01,25194554.0
2021-01-01,24963165.0
2021-02-01,24809333.0
2021-03-01,24651096.0
2021-04-01,24492908.0
2021-05-01,24269596.0
2021-06-01,24265582.0
2021-07-01,24208961.0
2021-08-01,24299317.0
2021-09-01,24450768.0
2021-10-01,24565293.0
2021-11-01,25077114.0
2021-12-01,25905635.0
2022-01-01,26051755.0
2022-02-01,26198818.0
2022-03-01,26624483.0
2022-04-01,27408162.0
2022-05-01,28160631.0
2022-06-01,29333803.0
2022-07-01,29522761.0
2022-08-01,29600697.0
2022-09-01,29779034.0
2022-10-01,29891908.0
2022-11-01,30167770.0
2022-12-01,30665296.0
2023-01-01,31062767.0
2023-02-01,31611531.0
2023-03-01,34337077.0
2023-04-01,36787193.0
2023-05-01,38747754.0
2023-06-01,39368104.0
2023-07-01,40482320.0
2023-08-01,42745949.0
2023-09-01,43305926.0
2023-10-01,43134248.0
2023-11-01,42773562.0
2023-12-01,42438150.0
2024-01-01,42139110.0
2024-02-01,42237227.0
2024-03-01,43188818.0
2024-04-01,43018271.0
2024-05-01,42949982.0
2024-06-01,43139643.0
2024-07-01,43962982.0
2024-08-01,45002105.0
2024-09-01,45912018.0
2024-10-01,46913402.0
2024-11-01,47945373.0
2024-12-01,48940813.0
2025-01-01,49466084.0
2025-02-01,51174271.0
2025-03-01,54443592.0
2025-04-01,57526525.0
2025-05-01,59062108.0
2025-06-01,59541452.0
2025-07-01,60163968.0
2025-08-01,61148654.0
