Tarih,TP_KB_KRE11
2014-10-01,540507.0
2014-11-01,552352.0
2014-12-01,579818.0
2015-01-01,585357.0
2015-02-01,600895.0
2015-03-01,620993.0
2015-04-01,648239.0
2015-05-01,665195.0
2015-06-01,661549.0
2015-07-01,651282.0
2015-08-01,642081.0
2015-09-01,629844.0
2015-10-01,619711.0
2015-11-01,626945.0
2015-12-01,652439.0
2016-01-01,647350.0
2016-02-01,650188.0
2016-03-01,661380.0
2016-04-01,662807.0
2016-05-01,663650.0
2016-06-01,680640.0
2016-07-01,661706.0
2016-08-01,651831.0
2016-09-01,642545.0
2016-10-01,634549.0
2016-11-01,643537.0
2016-12-01,653235.0
2017-01-01,644994.0
2017-02-01,639165.0
2017-03-01,644511.0
2017-04-01,655027.0
2017-05-01,666819.0
2017-06-01,688030.0
2017-07-01,701875.0
2017-08-01,709557.0
2017-09-01,712556.0
2017-10-01,716556.0
2017-11-01,723683.0
2017-12-01,738114.0
2018-01-01,743892.0
2018-02-01,752211.0
2018-03-01,784522.0
2018-04-01,810751.0
2018-05-01,834613.0
2018-06-01,828100.0
2018-07-01,824416.0
2018-08-01,810158.0
2018-09-01,784340.0
2018-10-01,749498.0
2018-11-01,743879.0
2018-12-01,820971.0
2019-01-01,859514.0
2019-02-01,896027.0
2019-03-01,948086.0
2019-04-01,1000540.0
2019-05-01,1089501.0
2019-06-01,1162510.0
2019-07-01,1214876.0
2019-08-01,1238592.0
2019-09-01,1312651.0
2019-10-01,1471306.0
2019-11-01,1679237.0
2019-12-01,1834213.0
2020-01-01,1880112.0
2020-02-01,1924601.0
2020-03-01,1991152.0
2020-04-01,1979742.0
2020-05-01,2070872.0
2020-06-01,2498907.0
2020-07-01,2870526.0
2020-08-01,3122858.0
2020-09-01,3273194.0
2020-10-01,3413129.0
2020-11-01,3461516.0
2020-12-01,3417110.0
2021-01-01,3382182.0
2021-02-01,3405279.0
2021-03-01,3527453.0
2021-04-01,3580676.0
2021-05-01,3608215.0
2021-06-01,3847226.0
2021-07-01,3849124.0
2021-08-01,3843160.0
2021-09-01,3822845.0
2021-10-01,3831305.0
2021-11-01,3825455.0
2021-12-01,3708474.0
2022-01-01,3595003.0
2022-02-01,3593963.0
2022-03-01,3907676.0
2022-04-01,4455972.0
2022-05-01,5227657.0
2022-06-01,5743747.0
2022-07-01,5903985.0
2022-08-01,6176212.0
2022-09-01,6690731.0
2022-10-01,7352466.0
2022-11-01,8149196.0
2022-12-01,9377639.0
2023-01-01,9967879.0
2023-02-01,10626521.0
2023-03-01,11866219.0
2023-04-01,13447074.0
2023-05-01,15084737.0
2023-06-01,16381127.0
2023-07-01,17878913.0
2023-08-01,18343730.0
2023-09-01,19044147.0
2023-10-01,19609561.0
2023-11-01,20194986.0
2023-12-01,20862507.0
2024-01-01,21064421.0
2024-02-01,21487297.0
2024-03-01,21649528.0
2024-04-01,20645091.0
2024-05-01,19841275.0
2024-06-01,19067501.0
2024-07-01,18225232.0
2024-08-01,17420292.0
2024-09-01,16726604.0
2024-10-01,16087707.0
2024-11-01,15472756.0
2024-12-01,14959149.0
2025-01-01,14054970.0
2025-02-01,13274442.0
2025-03-01,12782381.0
2025-04-01,12502820.0
2025-05-01,11977241.0
2025-06-01,11355275.0
2025-07-01,10753232.0
2025-08-01,10247110.0
