Tarih,TP_KB_KRE04
2013-10-01,46067144.0
2013-11-01,46967976.0
2013-12-01,47554344.0
2014-01-01,46870751.0
2014-02-01,46256524.0
2014-03-01,45487483.0
2014-04-01,45959046.0
2014-05-01,46019881.0
2014-06-01,46948411.0
2014-07-01,47389151.0
2014-08-01,46984896.0
2014-09-01,47287460.0
2014-10-01,47520199.0
2014-11-01,48093541.0
2014-12-01,48339893.0
2015-01-01,48597196.0
2015-02-01,49212713.0
2015-03-01,49981556.0
2015-04-01,51436437.0
2015-05-01,51596096.0
2015-06-01,51613418.0
2015-07-01,51941109.0
2015-08-01,52519705.0
2015-09-01,52958104.0
2015-10-01,53589662.0
2015-11-01,54051495.0
2015-12-01,54291625.0
2016-01-01,55409751.0
2016-02-01,56211467.0
2016-03-01,56092174.0
2016-04-01,56291341.0
2016-05-01,57484280.0
2016-06-01,57952006.0
2016-07-01,57005109.0
2016-08-01,57015533.0
2016-09-01,56674660.0
2016-10-01,56167173.0
2016-11-01,57633069.0
2016-12-01,58740879.0
2017-01-01,60606843.0
2017-02-01,60034201.0
2017-03-01,61479248.0
2017-04-01,61857263.0
2017-05-01,63083229.0
2017-06-01,65347131.0
2017-07-01,67210834.0
2017-08-01,69386126.0
2017-09-01,72014351.0
2017-10-01,74544005.0
2017-11-01,77229209.0
2017-12-01,78214274.0
2018-01-01,79188687.0
2018-02-01,80527694.0
2018-03-01,83828901.0
2018-04-01,85421586.0
2018-05-01,90263550.0
2018-06-01,90786770.0
2018-07-01,93587554.0
2018-08-01,101265125.0
2018-09-01,98882597.0
2018-10-01,94603326.0
2018-11-01,90313800.0
2018-12-01,91733756.0
2019-01-01,91447637.0
2019-02-01,92052747.0
2019-03-01,95652154.0
2019-04-01,100020860.0
2019-05-01,103455550.0
2019-06-01,102274719.0
2019-07-01,99552760.0
2019-08-01,102059614.0
2019-09-01,99344605.0
2019-10-01,102042427.0
2019-11-01,105883584.0
2019-12-01,107675374.0
2020-01-01,111629438.0
2020-02-01,120884265.0
2020-03-01,130685104.0
2020-04-01,142010609.0
2020-05-01,147108899.0
2020-06-01,152250962.0
2020-07-01,160357700.0
2020-08-01,169056447.0
2020-09-01,172392549.0
2020-10-01,178180033.0
2020-11-01,176788356.0
2020-12-01,172798641.0
2021-01-01,171723507.0
2021-02-01,174646111.0
2021-03-01,182452075.0
2021-04-01,188841479.0
2021-05-01,190563506.0
2021-06-01,193040719.0
2021-07-01,191544996.0
2021-08-01,191861391.0
2021-09-01,199556095.0
2021-10-01,208186704.0
2021-11-01,253521338.0
2021-12-01,265243917.0
2022-01-01,272183127.0
2022-02-01,296520553.0
2022-03-01,324366776.0
2022-04-01,333752105.0
2022-05-01,363757553.0
2022-06-01,375179316.0
2022-07-01,391928133.0
2022-08-01,405342944.0
2022-09-01,422932695.0
2022-10-01,436768381.0
2022-11-01,451916132.0
2022-12-01,469049231.0
2023-01-01,499534103.0
2023-02-01,528898279.0
2023-03-01,556248751.0
2023-04-01,576643862.0
2023-05-01,582666175.0
2023-06-01,629579276.0
2023-07-01,644700559.0
2023-08-01,637070600.0
2023-09-01,659016057.0
2023-10-01,679601512.0
2023-11-01,705713938.0
2023-12-01,736986351.0
2024-01-01,754027803.0
2024-02-01,776534963.0
2024-03-01,815845575.0
2024-04-01,815149258.0
2024-05-01,827551915.0
2024-06-01,840238802.0
2024-07-01,858265453.0
2024-08-01,885655438.0
2024-09-01,915785629.0
2024-10-01,930472863.0
2024-11-01,955057557.0
2024-12-01,989451699.0
2025-01-01,1020086556.0
2025-02-01,1071032484.0
2025-03-01,1159655160.0
2025-04-01,1226772311.0
2025-05-01,1255263515.0
2025-06-01,1260415459.0
2025-07-01,1275900233.0
2025-08-01,1310524808.0
