Tarih,TP_KB_KRE12
2014-10-01,590919.0
2014-11-01,589589.0
2014-12-01,569844.0
2015-01-01,626339.0
2015-02-01,547979.0
2015-03-01,567516.0
2015-04-01,563514.0
2015-05-01,561291.0
2015-06-01,590633.0
2015-07-01,576313.0
2015-08-01,581916.0
2015-09-01,583434.0
2015-10-01,572242.0
2015-11-01,570849.0
2015-12-01,1329386.0
2016-01-01,1321011.0
2016-02-01,1326056.0
2016-03-01,1399038.0
2016-04-01,1380612.0
2016-05-01,1369836.0
2016-06-01,1331616.0
2016-07-01,1301088.0
2016-08-01,1289081.0
2016-09-01,1264849.0
2016-10-01,1244172.0
2016-11-01,1227363.0
2016-12-01,1195078.0
2017-01-01,1166318.0
2017-02-01,1140162.0
2017-03-01,1251439.0
2017-04-01,1222865.0
2017-05-01,1166757.0
2017-06-01,1121265.0
2017-07-01,1094633.0
2017-08-01,1104654.0
2017-09-01,1110371.0
2017-10-01,1100065.0
2017-11-01,1092816.0
2017-12-01,1047071.0
2018-01-01,1048504.0
2018-02-01,1134765.0
2018-03-01,1104712.0
2018-04-01,1085813.0
2018-05-01,1040902.0
2018-06-01,999857.0
2018-07-01,1000024.0
2018-08-01,1030511.0
2018-09-01,1012379.0
2018-10-01,1012069.0
2018-11-01,1005660.0
2018-12-01,1005509.0
2019-01-01,984540.0
2019-02-01,1009915.0
2019-03-01,1033236.0
2019-04-01,1106913.0
2019-05-01,1170951.0
2019-06-01,1203815.0
2019-07-01,1227290.0
2019-08-01,1256344.0
2019-09-01,1310303.0
2019-10-01,1396525.0
2019-11-01,1485571.0
2019-12-01,1580791.0
2020-01-01,1573510.0
2020-02-01,1631438.0
2020-03-01,1732201.0
2020-04-01,1837256.0
2020-05-01,2018708.0
2020-06-01,2313750.0
2020-07-01,2600849.0
2020-08-01,2893885.0
2020-09-01,2953538.0
2020-10-01,2978839.0
2020-11-01,2999719.0
2020-12-01,2939966.0
2021-01-01,2874836.0
2021-02-01,2836189.0
2021-03-01,2959605.0
2021-04-01,3002981.0
2021-05-01,3037443.0
2021-06-01,3227657.0
2021-07-01,3343654.0
2021-08-01,3413562.0
2021-09-01,3476209.0
2021-10-01,3574637.0
2021-11-01,3810920.0
2021-12-01,4095876.0
2022-01-01,4091054.0
2022-02-01,4263970.0
2022-03-01,4447946.0
2022-04-01,4703823.0
2022-05-01,5163815.0
2022-06-01,5547590.0
2022-07-01,5607398.0
2022-08-01,5919433.0
2022-09-01,6253341.0
2022-10-01,6539719.0
2022-11-01,7027707.0
2022-12-01,7544480.0
2023-01-01,8122154.0
2023-02-01,8506345.0
2023-03-01,9173743.0
2023-04-01,9838045.0
2023-05-01,10282742.0
2023-06-01,10800121.0
2023-07-01,11068269.0
2023-08-01,11346665.0
2023-09-01,11757145.0
2023-10-01,11915194.0
2023-11-01,12359779.0
2023-12-01,12828180.0
2024-01-01,12770158.0
2024-02-01,13190069.0
2024-03-01,13335636.0
2024-04-01,12797261.0
2024-05-01,12634854.0
2024-06-01,12572572.0
2024-07-01,12514759.0
2024-08-01,12734240.0
2024-09-01,12675047.0
2024-10-01,12742830.0
2024-11-01,12879409.0
2024-12-01,12740112.0
2025-01-01,12594620.0
2025-02-01,12845869.0
2025-03-01,13433289.0
2025-04-01,13795495.0
2025-05-01,13625883.0
2025-06-01,13564205.0
2025-07-01,12972916.0
2025-08-01,13163229.0
