Tarih,TP_SEKBILD01D_93
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,-3.7
2010-01-01,-3.0
2011-01-01,-1.5
2012-01-01,-1.3
2013-01-01,-4.6
2014-01-01,-3.7
2015-01-01,-4.6
2016-01-01,-3.5
2017-01-01,-5.1
2018-01-01,-7.3
2019-01-01,9.0
2020-01-01,-2.9
2021-01-01,-4.9
2022-01-01,-2.3
2023-01-01,-5.1
