Tarih,TP_DT_IT_FIY_D20_2010
2016-03-01,74.9303854751
2016-04-01,80.6874606287
2016-05-01,86.0039958732
2016-06-01,87.6524339388
2016-07-01,60.6293672886
2016-08-01,86.6123965759
2016-09-01,85.2977464237
2016-10-01,94.2412197811
2016-11-01,91.9129437116
2016-12-01,90.7293419503
2017-01-01,101.9799305468
2017-02-01,102.6299043779
2017-03-01,96.734750202
2017-04-01,98.3975347971
2017-05-01,100.4128118461
2017-06-01,95.1965141012
2017-07-01,88.5970533922
2017-08-01,86.7807977214
2017-09-01,101.5363076516
2017-10-01,103.1678776468
2017-11-01,112.8211575615
2017-12-01,115.5217884692
2018-01-01,115.9698142068
2018-02-01,123.1077396611
2018-03-01,117.3626410193
2018-04-01,122.6630793153
2018-05-01,125.6190215962
2018-06-01,137.4587142991
2018-07-01,134.6944982427
2018-08-01,134.1890641015
2018-09-01,136.8091663173
2018-10-01,139.0338870209
2018-11-01,116.5771885451
2018-12-01,128.7610456077
2019-01-01,96.0335626759
2019-02-01,101.4432554098
2019-03-01,109.2881865244
2019-04-01,112.6127382168
2019-05-01,118.3052155237
2019-06-01,109.5589512271
2019-07-01,102.8432131901
2019-08-01,110.902342395
2019-09-01,98.7214012564
2019-10-01,105.2179929884
2019-11-01,102.3881052505
2019-12-01,109.2476806132
2020-01-01,111.4097319239
2020-02-01,112.5857918767
2020-03-01,101.9659326832
2020-04-01,59.7831527763
2020-05-01,102.9650525542
2020-06-01,64.5817467068
2020-07-01,78.4734879283
2020-08-01,85.2301667627
2020-09-01,86.5089333485
2020-10-01,84.4003705856
2020-11-01,98.121381452
2020-12-01,84.0956010829
2021-01-01,91.0580174568
2021-02-01,109.5603880019
2021-03-01,124.5367733566
2021-04-01,101.7827635436
2021-05-01,109.6215405234
2021-06-01,129.8716607066
2021-07-01,134.0638554105
2021-08-01,144.4728671989
2021-09-01,118.4247927441
2021-10-01,124.947848078
2021-11-01,120.2020577836
2021-12-01,123.5532336812
2022-01-01,156.8287609166
2022-02-01,1488.1806862424
2022-03-01,186.6258906274
2022-04-01,1417.5997940148
2022-05-01,236.9713571019
2022-06-01,263.6667011643
2022-07-01,229.1851764191
2022-08-01,192.2001274658
2022-09-01,214.4545255357
2022-10-01,775.5559672009
2022-11-01,206.0241858306
2022-12-01,192.0931180122
2023-01-01,152.895722657
2023-02-01,231.7187241111
2023-03-01,201.852617087
2023-04-01,185.5439302541
2023-05-01,170.6733773473
2023-06-01,210.8843633758
2023-07-01,153.18074754
2023-08-01,155.0169727512
2023-09-01,171.9199102065
2023-10-01,174.2201999901
2023-11-01,173.300933285
2023-12-01,172.7042577729
2024-01-01,160.9933980685
2024-02-01,168.1735027396
2024-03-01,172.658605772
2024-04-01,185.8625308784
2024-05-01,177.9434127799
2024-06-01,183.4719059658
2024-07-01,180.9272556319
2024-08-01,172.5549094852
2024-09-01,174.8384896198
2024-10-01,168.1513798683
2024-11-01,185.7689266512
2024-12-01,168.3287312415
2025-01-01,163.7009152521
2025-02-01,170.4367661462
2025-03-01,177.3585892043
2025-04-01,159.4576777858
2025-05-01,154.5516152128
2025-06-01,152.0426347049
2025-07-01,153.7050674582
2025-08-01,156.1001866325
