Tarih,TP_DT_IT_FIY_D03_2010
2016-03-01,99.2871330607
2016-04-01,101.6703217015
2016-05-01,100.1245568981
2016-06-01,96.0656087902
2016-07-01,97.5236333943
2016-08-01,98.0232103201
2016-09-01,97.8856792143
2016-10-01,103.9776554232
2016-11-01,101.7623701831
2016-12-01,95.6760585704
2017-01-01,98.6129813602
2017-02-01,100.3232120452
2017-03-01,96.604054341
2017-04-01,97.7596157088
2017-05-01,98.2183854296
2017-06-01,93.7836447857
2017-07-01,94.9163738713
2017-08-01,98.1956560392
2017-09-01,97.0472481603
2017-10-01,103.8664299167
2017-11-01,106.3278429541
2017-12-01,109.4048095443
2018-01-01,103.2754320951
2018-02-01,101.1662933435
2018-03-01,99.3053232953
2018-04-01,100.8358766354
2018-05-01,98.8424288877
2018-06-01,99.5004242458
2018-07-01,99.7752271746
2018-08-01,99.074379114
2018-09-01,100.9750091189
2018-10-01,104.822959639
2018-11-01,108.2749658562
2018-12-01,104.7899323503
2019-01-01,103.9215968312
2019-02-01,103.4958694433
2019-03-01,101.7742756436
2019-04-01,102.4605525179
2019-05-01,97.1149987643
2019-06-01,100.2391018122
2019-07-01,101.1078641457
2019-08-01,97.3650484083
2019-09-01,96.469781887
2019-10-01,99.1084822144
2019-11-01,99.1455831916
2019-12-01,98.832110776
2020-01-01,96.7772594681
2020-02-01,92.9632376318
2020-03-01,95.4514175186
2020-04-01,97.1376671906
2020-05-01,96.8790796932
2020-06-01,97.3556753956
2020-07-01,98.2791290051
2020-08-01,98.7569722257
2020-09-01,102.7763209324
2020-10-01,102.6244005043
2020-11-01,103.2249281895
2020-12-01,106.9146318655
2021-01-01,101.6015954949
2021-02-01,100.0422635368
2021-03-01,103.1033174308
2021-04-01,102.1631908791
2021-05-01,101.5256602727
2021-06-01,100.6817199362
2021-07-01,102.5467628206
2021-08-01,105.5917620988
2021-09-01,102.3617265317
2021-10-01,106.8878698017
2021-11-01,103.3702832225
2021-12-01,102.8692869081
2022-01-01,96.424722266
2022-02-01,99.1343216183
2022-03-01,102.0001957211
2022-04-01,104.6822921334
2022-05-01,104.6325617236
2022-06-01,103.0295026176
2022-07-01,102.6966729654
2022-08-01,99.8767281866
2022-09-01,104.3941782057
2022-10-01,108.820265043
2022-11-01,107.2838593578
2022-12-01,109.9651084843
2023-01-01,107.031507286
2023-02-01,105.5237533749
2023-03-01,108.2727312107
2023-04-01,109.0231209507
2023-05-01,106.524610255
2023-06-01,106.0597465794
2023-07-01,106.8519031286
2023-08-01,105.7071449812
2023-09-01,106.5308031974
2023-10-01,112.1260153572
2023-11-01,114.4491476023
2023-12-01,117.6386337061
2024-01-01,116.3054097386
2024-02-01,103.7156077322
2024-03-01,110.2935463188
2024-04-01,105.706323171
2024-05-01,112.7186011819
2024-06-01,106.5894893354
2024-07-01,107.3460692041
2024-08-01,104.5665056531
2024-09-01,111.3785538448
2024-10-01,108.3537017182
2024-11-01,114.1020184717
2024-12-01,113.9541036291
2025-01-01,107.440779292
2025-02-01,105.0264117098
2025-03-01,107.2199299825
2025-04-01,111.2731664132
2025-05-01,111.7465947449
2025-06-01,111.3724341142
2025-07-01,110.2678290674
2025-08-01,109.9254437681
