Tarih,TP_YDYDYSEKTOR_YY28
2000-01-01,1578.0
2001-01-01,2756.0
2002-01-01,1777.0
2003-01-01,3608.0
2004-01-01,3526.0
2005-01-01,12091.0
2006-01-01,18642.0
2007-01-01,43281.0
2008-01-01,19863.0
2009-01-01,38551.0
2010-01-01,48604.0
2011-01-01,32219.0
2012-01-01,43613.0
2013-01-01,33509.0
2014-01-01,38430.0
2015-01-01,32492.0
2016-01-01,31264.0
2017-01-01,36998.0
2018-01-01,36866.0
2019-01-01,53612.0
2020-01-01,63928.0
2021-01-01,21661.0
2022-01-01,28089.0
2023-01-01,36281.0
2024-01-01,53800.0
