Tarih,TP_YDYDYSEKTOR_YY39
2000-01-01,110.0
2001-01-01,13.0
2002-01-01,57.0
2003-01-01,33.0
2004-01-01,120.0
2005-01-01,358.0
2006-01-01,367.0
2007-01-01,1505.0
2008-01-01,1869.0
2009-01-01,2343.0
2010-01-01,25.0
2011-01-01,42.0
2012-01-01,67.0
2013-01-01,63.0
2014-01-01,118.0
2015-01-01,85.0
2016-01-01,69.0
2017-01-01,101.0
2018-01-01,48.0
2019-01-01,44.0
2020-01-01,57.0
2021-01-01,2.0
2022-01-01,51.0
2023-01-01,226.0
2024-01-01,233.0
