Tarih,TP_YDYDYSEKTOR_YY32
2000-01-01,95.0
2001-01-01,218.0
2002-01-01,131.0
2003-01-01,441.0
2004-01-01,534.0
2005-01-01,620.0
2006-01-01,617.0
2007-01-01,1464.0
2008-01-01,590.0
2009-01-01,1060.0
2010-01-01,1018.0
2011-01-01,727.0
2012-01-01,1169.0
2013-01-01,1002.0
2014-01-01,1002.0
2015-01-01,653.0
2016-01-01,782.0
2017-01-01,902.0
2018-01-01,1230.0
2019-01-01,3717.0
2020-01-01,3279.0
2021-01-01,713.0
2022-01-01,1455.0
2023-01-01,974.0
2024-01-01,715.0
