Tarih,TP_YDYDYSEKTOR_YY34
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,72.0
2007-01-01,283.0
2008-01-01,77.0
2009-01-01,165.0
2010-01-01,214.0
2011-01-01,236.0
2012-01-01,377.0
2013-01-01,245.0
2014-01-01,256.0
2015-01-01,177.0
2016-01-01,163.0
2017-01-01,537.0
2018-01-01,262.0
2019-01-01,264.0
2020-01-01,313.0
2021-01-01,169.0
2022-01-01,1200.0
2023-01-01,4349.0
2024-01-01,4406.0
