Tarih,TP_YDYDYSEKTOR_YY38
2000-01-01,71.0
2001-01-01,138.0
2002-01-01,341.0
2003-01-01,44.0
2004-01-01,231.0
2005-01-01,459.0
2006-01-01,1408.0
2007-01-01,3261.0
2008-01-01,3033.0
2009-01-01,1096.0
2010-01-01,1997.0
2011-01-01,841.0
2012-01-01,1567.0
2013-01-01,1059.0
2014-01-01,1600.0
2015-01-01,916.0
2016-01-01,600.0
2017-01-01,506.0
2018-01-01,175.0
2019-01-01,352.0
2020-01-01,548.0
2021-01-01,1054.0
2022-01-01,4096.0
2023-01-01,2181.0
2024-01-01,2375.0
