Tarih,TP_YDYDYSEKTOR_YY27
2000-01-01,1842.0
2001-01-01,610.0
2002-01-01,1306.0
2003-01-01,1145.0
2004-01-01,7273.0
2005-01-01,15508.0
2006-01-01,30770.0
2007-01-01,33608.0
2008-01-01,21207.0
2009-01-01,26097.0
2010-01-01,33685.0
2011-01-01,23790.0
2012-01-01,28048.0
2013-01-01,20528.0
2014-01-01,22991.0
2015-01-01,14614.0
2016-01-01,11226.0
2017-01-01,14763.0
2018-01-01,7633.0
2019-01-01,6617.0
2020-01-01,6364.0
2021-01-01,5082.0
2022-01-01,13317.0
2023-01-01,8568.0
2024-01-01,9408.0
