Tarih,TP_YDYDYSEKTOR_YY15
2000-01-01,349.0
2001-01-01,527.0
2002-01-01,270.0
2003-01-01,707.0
2004-01-01,675.0
2005-01-01,1001.0
2006-01-01,1053.0
2007-01-01,6261.0
2008-01-01,2572.0
2009-01-01,4185.0
2010-01-01,5015.0
2011-01-01,3096.0
2012-01-01,2263.0
2013-01-01,2119.0
2014-01-01,4427.0
2015-01-01,2170.0
2016-01-01,2614.0
2017-01-01,4440.0
2018-01-01,1044.0
2019-01-01,1513.0
2020-01-01,1876.0
2021-01-01,2107.0
2022-01-01,3222.0
2023-01-01,3107.0
2024-01-01,3077.0
