Tarih,TP_YDYDYSEKTOR_YY1
2000-01-01,45.0
2001-01-01,46.0
2002-01-01,27.0
2003-01-01,43.0
2004-01-01,236.0
2005-01-01,81.0
2006-01-01,181.0
2007-01-01,310.0
2008-01-01,92.0
2009-01-01,299.0
2010-01-01,524.0
2011-01-01,523.0
2012-01-01,769.0
2013-01-01,807.0
2014-01-01,1067.0
2015-01-01,777.0
2016-01-01,730.0
2017-01-01,1352.0
2018-01-01,377.0
2019-01-01,797.0
2020-01-01,1391.0
2021-01-01,1056.0
2022-01-01,2329.0
2023-01-01,878.0
2024-01-01,917.0
