Tarih,TP_SEKBIL1122_GENEL
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,1798838282.8
2010-01-01,2060510164.8
2011-01-01,2433989552.8
2012-01-01,2773957581.5
2013-01-01,3352097319.8
2014-01-01,3866532806.9
2015-01-01,4604781877.1
2016-01-01,5401288789.0
2017-01-01,6438498530.1
2018-01-01,7681186700.3
2019-01-01,8736663179.3
2020-01-01,10618060408.8
2021-01-01,15534475720.5
2022-01-01,27405997319.4
2023-01-01,39046485634.9
