Tarih,TP_SEKBIL1122_41
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,125870829.9
2010-01-01,147580474.2
2011-01-01,184559215.3
2012-01-01,220640335.9
2013-01-01,273492268.0
2014-01-01,330332606.7
2015-01-01,410960342.6
2016-01-01,497028857.0
2017-01-01,598602976.6
2018-01-01,696445966.6
2019-01-01,752763288.7
2020-01-01,853464643.8
2021-01-01,1124081234.8
2022-01-01,1882086311.2
2023-01-01,2937949783.1
