Tarih,TP_SEKBILYPN_F
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,10099657.3
2010-01-01,13445047.0
2011-01-01,18455473.1
2012-01-01,19830834.7
2013-01-01,27691613.6
2014-01-01,36540038.6
2015-01-01,56878984.3
2016-01-01,76680095.6
2017-01-01,72739271.6
2018-01-01,102337231.6
2019-01-01,110145915.3
2020-01-01,123692233.0
2021-01-01,187197202.3
2022-01-01,228044849.3
2023-01-01,292428194.7
