Tarih,TP_OSKVAG15
2014-12-01,40088605698.0
2015-01-01,41024578420.0
2015-02-01,38243507818.0
2015-03-01,35618420617.0
2015-04-01,33291376979.0
2015-05-01,29799314549.0
2015-06-01,29319664675.0
2015-07-01,28681547547.0
2015-08-01,27138299426.0
2015-09-01,23216726700.0
2015-10-01,21736159038.0
2015-11-01,19119487873.0
2015-12-01,18502575281.0
2016-01-01,18860037954.0
2016-02-01,18151175017.0
2016-03-01,17458198883.0
2016-04-01,17966558558.0
2016-05-01,18120300055.0
2016-06-01,17651174733.0
2016-07-01,17160594315.0
2016-08-01,16924601839.0
2016-09-01,15801336556.0
2016-10-01,15715484230.0
2016-11-01,15387983288.0
2016-12-01,13527894060.0
2017-01-01,14110861455.0
2017-02-01,14418286009.0
2017-03-01,14235550916.0
2017-04-01,14669536135.0
2017-05-01,14615683331.0
2017-06-01,15436141915.0
2017-07-01,15970997764.0
2017-08-01,16057776882.0
2017-09-01,15575423423.0
2017-10-01,17011879230.0
2017-11-01,17762067613.0
2017-12-01,17668337805.0
2018-01-01,18748681876.0
2018-02-01,18957865800.0
2018-03-01,17815831092.0
2018-04-01,19057404971.0
2018-05-01,18444236665.0
2018-06-01,17739700394.0
2018-07-01,17661606983.0
2018-08-01,15839248391.0
2018-09-01,15361197673.0
2018-10-01,14702770615.0
2018-11-01,14343040618.0
2018-12-01,13979319419.0
2019-01-01,12488460783.0
2019-02-01,11756667606.0
2019-03-01,10634206899.0
2019-04-01,10509385719.0
2019-05-01,10840090757.0
2019-06-01,11171018130.0
2019-07-01,11629463436.0
2019-08-01,10363024320.0
2019-09-01,10175394207.0
2019-10-01,9630160026.0
2019-11-01,8582867984.0
2019-12-01,7467368121.0
2020-01-01,6525389822.0
2020-02-01,6090889907.0
2020-03-01,6257046469.0
2020-04-01,6506969076.0
2020-05-01,5965560150.0
2020-06-01,6820814035.0
2020-07-01,6924686973.0
2020-08-01,6634127072.0
2020-09-01,6918840045.0
2020-10-01,5975546412.0
2020-11-01,6424329996.0
2020-12-01,7686708435.0
2021-01-01,7601847438.0
2021-02-01,7602687388.0
2021-03-01,6868424464.0
2021-04-01,7241313456.0
2021-05-01,7015536346.0
2021-06-01,6942109974.0
2021-07-01,6907359897.0
2021-08-01,6253637046.0
2021-09-01,5719210050.0
2021-10-01,5583736143.0
2021-11-01,5602104458.0
2021-12-01,5383527063.0
2022-01-01,5303798607.0
2022-02-01,5558573955.0
2022-03-01,5808587661.0
2022-04-01,5699171646.0
2022-05-01,6288803817.0
2022-06-01,5768606603.0
2022-07-01,5648995555.0
2022-08-01,5674684071.0
2022-09-01,5661450103.0
2022-10-01,6334626765.0
2022-11-01,6415701443.0
2022-12-01,6894469402.0
2023-01-01,6858520892.0
2023-02-01,7044294198.0
2023-03-01,7266907792.0
2023-04-01,7187082343.0
2023-05-01,7308506306.0
2023-06-01,7039646745.0
2023-07-01,7235936480.0
2023-08-01,7002912460.0
2023-09-01,6854981546.0
2023-10-01,7237629505.0
2023-11-01,7474762058.0
2023-12-01,7471149206.0
2024-01-01,7324540212.0
2024-02-01,7235776845.0
2024-03-01,7609988714.0
2024-04-01,8430425532.0
2024-05-01,9317112097.0
2024-06-01,10359129633.0
2024-07-01,10281972353.0
2024-08-01,9613561874.0
2024-09-01,10663166104.0
2024-10-01,11889588674.0
2024-11-01,12610004027.0
2024-12-01,12604164358.0
2025-01-01,15216843022.0
2025-02-01,13582347546.0
2025-03-01,13061056213.0
2025-04-01,10327017744.0
2025-05-01,11056794995.0
2025-06-01,9349326414.0
2025-07-01,10126012193.0
2025-08-01,9769058857.0
