Tarih,TP_OSKVAG17
2015-01-01,1715363957.0
2015-02-01,1462155344.0
2015-03-01,1473871797.0
2015-04-01,1430138891.0
2015-05-01,1377500081.0
2015-06-01,1387157861.0
2015-07-01,1415805269.0
2015-08-01,1440983295.0
2015-09-01,1529472847.0
2015-10-01,1548243263.0
2015-11-01,1276748300.0
2015-12-01,1106772083.0
2016-01-01,1259720491.0
2016-02-01,1206289050.0
2016-03-01,1166315459.0
2016-04-01,1284300547.0
2016-05-01,1438528978.0
2016-06-01,1714259189.0
2016-07-01,1352988794.0
2016-08-01,1407643057.0
2016-09-01,1437464980.0
2016-10-01,1508205851.0
2016-11-01,1427558617.0
2016-12-01,1150064382.0
2017-01-01,993996709.0
2017-02-01,922940049.0
2017-03-01,953523299.0
2017-04-01,1148320229.0
2017-05-01,1254502828.0
2017-06-01,1517169833.0
2017-07-01,1864376945.0
2017-08-01,1456910252.0
2017-09-01,1256433479.0
2017-10-01,1480379713.0
2017-11-01,1661481398.0
2017-12-01,1825114098.0
2018-01-01,2151330802.0
2018-02-01,2133366633.0
2018-03-01,1711599013.0
2018-04-01,2240715071.0
2018-05-01,2116833081.0
2018-06-01,1709460250.0
2018-07-01,1936420601.0
2018-08-01,1590437725.0
2018-09-01,1740032493.0
2018-10-01,1785952395.0
2018-11-01,1875868775.0
2018-12-01,1859442177.0
2019-01-01,1754542931.0
2019-02-01,1451607868.0
2019-03-01,1243441293.0
2019-04-01,1378027340.0
2019-05-01,1206410883.0
2019-06-01,1230535535.0
2019-07-01,1144108533.0
2019-08-01,1053450542.0
2019-09-01,1013853618.0
2019-10-01,932510336.0
2019-11-01,972211712.0
2019-12-01,789953383.0
2020-01-01,578766414.0
2020-02-01,563464150.0
2020-03-01,679216522.0
2020-04-01,665136070.0
2020-05-01,423961790.0
2020-06-01,504239852.0
2020-07-01,366222286.0
2020-08-01,357975949.0
2020-09-01,411241647.0
2020-10-01,383401668.0
2020-11-01,469244232.0
2020-12-01,597425641.0
2021-01-01,429027887.0
2021-02-01,463695330.0
2021-03-01,455168835.0
2021-04-01,412943405.0
2021-05-01,466342710.0
2021-06-01,532061861.0
2021-07-01,542731828.0
2021-08-01,294518265.0
2021-09-01,326006193.0
2021-10-01,310156055.0
2021-11-01,351084149.0
2021-12-01,424696121.0
2022-01-01,223225979.0
2022-02-01,236927054.0
2022-03-01,255404071.0
2022-04-01,286628194.0
2022-05-01,338292671.0
2022-06-01,343810683.0
2022-07-01,368505152.0
2022-08-01,328659169.0
2022-09-01,411449291.0
2022-10-01,440574421.0
2022-11-01,457456932.0
2022-12-01,556982491.0
2023-01-01,584906541.0
2023-02-01,698940563.0
2023-03-01,757098393.0
2023-04-01,829044407.0
2023-05-01,933468122.0
2023-06-01,915762160.0
2023-07-01,938971348.0
2023-08-01,911930093.0
2023-09-01,905554401.0
2023-10-01,803798269.0
2023-11-01,800862405.0
2023-12-01,939022615.0
2024-01-01,1163077246.0
2024-02-01,776709203.0
2024-03-01,854654064.0
2024-04-01,1013081617.0
2024-05-01,1066561334.0
2024-06-01,1237040233.0
2024-07-01,1140701796.0
2024-08-01,1348260606.0
2024-09-01,1670692371.0
2024-10-01,1811440751.0
2024-11-01,1949016284.0
2024-12-01,1738454349.0
2025-01-01,2158568641.0
2025-02-01,2106213300.0
2025-03-01,2204360161.0
2025-04-01,1922699187.0
2025-05-01,2475104232.0
2025-06-01,2512720927.0
2025-07-01,2633349788.0
2025-08-01,2635496807.0
