Tarih,TP_OSKVAG02
2015-06-01,35952979.0
2015-07-01,37016856.0
2015-08-01,38189418.0
2015-09-01,37039774.0
2015-10-01,43743326.0
2015-11-01,41958563.0
2015-12-01,34314178.0
2016-01-01,35947689.0
2016-02-01,69656423.0
2016-03-01,80606721.0
2016-04-01,71202760.0
2016-05-01,70945140.0
2016-06-01,78107250.0
2016-07-01,77024236.0
2016-08-01,62103981.0
2016-09-01,76294092.0
2016-10-01,198447081.0
2016-11-01,241567415.0
2016-12-01,210367315.0
2017-01-01,353781564.0
2017-02-01,254874202.0
2017-03-01,253541201.0
2017-04-01,253846521.0
2017-05-01,254166695.0
2017-06-01,256904631.0
2017-07-01,258534266.0
2017-08-01,413656800.0
2017-09-01,413232633.0
2017-10-01,209347738.0
2017-11-01,37877396.0
2017-12-01,65182192.0
2018-01-01,50072976.0
2018-02-01,24563783.0
2018-03-01,23913123.0
2018-04-01,46648107.0
2018-05-01,76633325.0
2018-06-01,74591910.0
2018-07-01,74009438.0
2018-08-01,70692073.0
2018-09-01,70990450.0
2018-10-01,77167612.0
2018-11-01,75022354.0
2018-12-01,77477166.0
2019-01-01,77356828.0
2019-02-01,77218150.0
2019-03-01,64140536.0
2019-04-01,42209213.0
2019-05-01,9461733.0
2019-06-01,10472391.0
2019-07-01,12255096.0
2019-08-01,12006855.0
2019-09-01,150665743.0
2019-10-01,145001910.0
2019-11-01,144977300.0
2019-12-01,5020080.0
2020-01-01,4978680.0
2020-02-01,4959820.0
2020-03-01,4991790.0
2020-04-01,4941880.0
2020-05-01,4976840.0
2020-06-01,5036180.0
2020-07-01,52811580.0
2020-08-01,53015000.0
2020-09-01,52967850.0
2020-10-01,58906060.0
2020-11-01,59384170.0
2020-12-01,74622835.0
2021-01-01,77146954.0
2021-02-01,77666124.0
2021-03-01,71258959.0
2021-04-01,60211493.0
2021-05-01,55530359.0
2021-06-01,55527609.0
2021-07-01,5409329.0
2021-08-01,7711784.0
2021-09-01,8182763.0
2021-10-01,8168273.0
2021-11-01,7694673.0
2021-12-01,23194674.0
2022-01-01,22470451.0
2022-02-01,22047877.0
2022-03-01,17929077.0
2022-04-01,17016258.0
2022-05-01,14793869.0
2022-06-01,14515248.0
2022-07-01,14636257.0
2022-08-01,25478269.0
2022-09-01,14986736.0
2022-10-01,14986736.0
2022-11-01,14802411.0
2022-12-01,30401755.0
2023-01-01,30329281.0
2023-02-01,31972859.0
2023-03-01,17192752.0
2023-04-01,238806085.0
2023-05-01,232205461.0
2023-06-01,235963045.0
2023-07-01,236656233.0
2023-08-01,220636322.0
2023-09-01,215830361.0
2023-10-01,213007786.0
2023-11-01,322865942.0
2023-12-01,326067301.0
2024-01-01,317523011.0
2024-02-01,315369372.0
2024-03-01,33691852.0
2024-04-01,33613559.0
2024-05-01,75872182.0
2024-06-01,44863372.0
2024-07-01,75138512.0
2024-08-01,45785118.0
2024-09-01,45785118.0
2024-10-01,45785118.0
2024-11-01,119810098.0
2024-12-01,97871802.0
2025-01-01,97857732.0
2025-02-01,97903292.0
2025-03-01,98102952.0
2025-04-01,104204652.0
2025-05-01,66075952.0
2025-06-01,66588412.0
2025-07-01,66394192.0
2025-08-01,65814894.0
