Tarih,TP_OSKVAG18
2015-05-01,564808166.0
2015-06-01,544099014.0
2015-07-01,576486063.0
2015-08-01,493346281.0
2015-09-01,461747648.0
2015-10-01,380812714.0
2015-11-01,459758827.0
2015-12-01,393864667.0
2016-01-01,499954829.0
2016-02-01,457860475.0
2016-03-01,746196531.0
2016-04-01,816834924.0
2016-05-01,843971413.0
2016-06-01,835403838.0
2016-07-01,803403080.0
2016-08-01,802923754.0
2016-09-01,850487812.0
2016-10-01,827793474.0
2016-11-01,803943397.0
2016-12-01,715978575.0
2017-01-01,676942523.0
2017-02-01,712080203.0
2017-03-01,707467813.0
2017-04-01,729607683.0
2017-05-01,697116697.0
2017-06-01,744816026.0
2017-07-01,749135023.0
2017-08-01,856623088.0
2017-09-01,950133596.0
2017-10-01,718367347.0
2017-11-01,718831659.0
2017-12-01,780425104.0
2018-01-01,809399694.0
2018-02-01,724538522.0
2018-03-01,759164248.0
2018-04-01,996699372.0
2018-05-01,951178404.0
2018-06-01,1063887085.0
2018-07-01,927224685.0
2018-08-01,789733814.0
2018-09-01,785443427.0
2018-10-01,898991732.0
2018-11-01,869430885.0
2018-12-01,757787907.0
2019-01-01,724430448.0
2019-02-01,661931840.0
2019-03-01,477160379.0
2019-04-01,498361168.0
2019-05-01,521996469.0
2019-06-01,520829243.0
2019-07-01,541636547.0
2019-08-01,512204727.0
2019-09-01,361175700.0
2019-10-01,326477354.0
2019-11-01,292474764.0
2019-12-01,291840439.0
2020-01-01,273705921.0
2020-02-01,223571608.0
2020-03-01,118784398.0
2020-04-01,198720025.0
2020-05-01,145709411.0
2020-06-01,108935974.0
2020-07-01,52878528.0
2020-08-01,49968071.0
2020-09-01,52085855.0
2020-10-01,51705110.0
2020-11-01,168405512.0
2020-12-01,247723006.0
2021-01-01,325040903.0
2021-02-01,297020994.0
2021-03-01,214289277.0
2021-04-01,228481346.0
2021-05-01,258635721.0
2021-06-01,199159823.0
2021-07-01,248275122.0
2021-08-01,232636549.0
2021-09-01,151063561.0
2021-10-01,136112817.0
2021-11-01,85141381.0
2021-12-01,149067576.0
2022-01-01,146821216.0
2022-02-01,124258591.0
2022-03-01,167438980.0
2022-04-01,135177234.0
2022-05-01,130141246.0
2022-06-01,158145425.0
2022-07-01,193305493.0
2022-08-01,201551903.0
2022-09-01,231876346.0
2022-10-01,281265487.0
2022-11-01,385412901.0
2022-12-01,433490866.0
2023-01-01,369497796.0
2023-02-01,382830861.0
2023-03-01,404344110.0
2023-04-01,419368295.0
2023-05-01,393884022.0
2023-06-01,334250978.0
2023-07-01,342444229.0
2023-08-01,337564158.0
2023-09-01,347309383.0
2023-10-01,305707090.0
2023-11-01,412158595.0
2023-12-01,513827377.0
2024-01-01,475047346.0
2024-02-01,445774410.0
2024-03-01,329127600.0
2024-04-01,546721936.0
2024-05-01,599308364.0
2024-06-01,894810135.0
2024-07-01,1153890853.0
2024-08-01,1188624060.0
2024-09-01,1319592812.0
2024-10-01,936865500.0
2024-11-01,658480932.0
2024-12-01,682227194.0
2025-01-01,670496772.0
2025-02-01,807670402.0
2025-03-01,960150163.0
2025-04-01,535587247.0
2025-05-01,627878577.0
2025-06-01,908134666.0
2025-07-01,956331435.0
2025-08-01,755379259.0
