Tarih,TP_OSKVAG19
2015-05-01,194095793.0
2015-06-01,193852050.0
2015-07-01,173006223.0
2015-08-01,188398331.0
2015-09-01,154580140.0
2015-10-01,227901193.0
2015-11-01,160785558.0
2015-12-01,311735359.0
2016-01-01,177773559.0
2016-02-01,248204366.0
2016-03-01,160937195.0
2016-04-01,217334376.0
2016-05-01,169717614.0
2016-06-01,151469132.0
2016-07-01,145102896.0
2016-08-01,174805186.0
2016-09-01,140937337.0
2016-10-01,152035358.0
2016-11-01,142986878.0
2016-12-01,133349406.0
2017-01-01,128375904.0
2017-02-01,146802133.0
2017-03-01,141146316.0
2017-04-01,163694907.0
2017-05-01,201144749.0
2017-06-01,91899221.0
2017-07-01,191468691.0
2017-08-01,218634204.0
2017-09-01,100137860.0
2017-10-01,145568627.0
2017-11-01,152403055.0
2017-12-01,153506976.0
2018-01-01,173894093.0
2018-02-01,179724021.0
2018-03-01,159251897.0
2018-04-01,146234477.0
2018-05-01,102573744.0
2018-06-01,167934643.0
2018-07-01,172940320.0
2018-08-01,146920521.0
2018-09-01,193888918.0
2018-10-01,277753539.0
2018-11-01,312616680.0
2018-12-01,353201451.0
2019-01-01,339675369.0
2019-02-01,283928950.0
2019-03-01,338587800.0
2019-04-01,316052589.0
2019-05-01,320197536.0
2019-06-01,328732940.0
2019-07-01,293179268.0
2019-08-01,289690281.0
2019-09-01,264012844.0
2019-10-01,250736755.0
2019-11-01,249357914.0
2019-12-01,176026226.0
2020-01-01,167166256.0
2020-02-01,168873941.0
2020-03-01,190983544.0
2020-04-01,189035929.0
2020-05-01,191141258.0
2020-06-01,203604652.0
2020-07-01,185241241.0
2020-08-01,167477353.0
2020-09-01,118308973.0
2020-10-01,147609266.0
2020-11-01,188868980.0
2020-12-01,271838069.0
2021-01-01,227030917.0
2021-02-01,239853572.0
2021-03-01,233278076.0
2021-04-01,226710565.0
2021-05-01,225022977.0
2021-06-01,232563826.0
2021-07-01,238271601.0
2021-08-01,249848453.0
2021-09-01,250139313.0
2021-10-01,203989358.0
2021-11-01,152032972.0
2021-12-01,160132161.0
2022-01-01,118379738.0
2022-02-01,155945024.0
2022-03-01,141560661.0
2022-04-01,241811001.0
2022-05-01,219642682.0
2022-06-01,268477544.0
2022-07-01,247620935.0
2022-08-01,342136883.0
2022-09-01,370710556.0
2022-10-01,528933161.0
2022-11-01,542559185.0
2022-12-01,596452812.0
2023-01-01,616742654.0
2023-02-01,726768772.0
2023-03-01,750144978.0
2023-04-01,533114415.0
2023-05-01,453822826.0
2023-06-01,355458890.0
2023-07-01,382945358.0
2023-08-01,398972241.0
2023-09-01,399401119.0
2023-10-01,731294168.0
2023-11-01,1033105564.0
2023-12-01,981473220.0
2024-01-01,1103334382.0
2024-02-01,1026550401.0
2024-03-01,916808295.0
2024-04-01,1084383421.0
2024-05-01,1069610963.0
2024-06-01,1087842826.0
2024-07-01,933693441.0
2024-08-01,971440374.0
2024-09-01,1225273722.0
2024-10-01,1187998620.0
2024-11-01,1269467482.0
2024-12-01,1151353892.0
2025-01-01,1270007112.0
2025-02-01,1276344403.0
2025-03-01,1092178925.0
2025-04-01,1104586215.0
2025-05-01,1318066494.0
2025-06-01,1258572754.0
2025-07-01,1224880741.0
2025-08-01,1233551875.0
