Tarih,TP_OSKVAG03
2015-07-01,9501970.0
2015-08-01,9837625.0
2015-09-01,8870920.0
2015-10-01,6328861.0
2015-11-01,5601139.0
2015-12-01,3404230.0
2016-01-01,3632730.0
2016-02-01,37831749.0
2016-03-01,45581273.0
2016-04-01,45296113.0
2016-05-01,45296113.0
2016-06-01,45360713.0
2016-07-01,45189713.0
2016-08-01,45210634.0
2016-09-01,61639000.0
2016-10-01,181079597.0
2016-11-01,224569835.0
2016-12-01,204106611.0
2017-01-01,347274700.0
2017-02-01,248162608.0
2017-03-01,226003521.0
2017-04-01,225914521.0
2017-05-01,225914521.0
2017-06-01,225344921.0
2017-07-01,225344921.0
2017-08-01,375000000.0
2017-09-01,375000000.0
2017-10-01,175000000.0
2017-11-01,0.0
2017-12-01,0.0
2018-01-01,0.0
2018-02-01,0.0
2018-03-01,0.0
2018-04-01,23112246.0
2018-05-01,54964114.0
2018-06-01,54878010.0
2018-07-01,55082746.0
2018-08-01,55065525.0
2018-09-01,55145889.0
2018-10-01,54487671.0
2018-11-01,54502978.0
2018-12-01,57302873.0
2019-01-01,57247144.0
2019-02-01,57157120.0
2019-03-01,56850610.0
2019-04-01,35310093.0
2019-05-01,2561280.0
2019-06-01,3392930.0
2019-07-01,5008350.0
2019-08-01,4995700.0
2019-09-01,144958210.0
2019-10-01,145001910.0
2019-11-01,144977300.0
2019-12-01,5020080.0
2020-01-01,4978680.0
2020-02-01,4959820.0
2020-03-01,4991790.0
2020-04-01,4941880.0
2020-05-01,4976840.0
2020-06-01,5036180.0
2020-07-01,2811580.0
2020-08-01,3015000.0
2020-09-01,2967850.0
2020-10-01,2997060.0
2020-11-01,3421670.0
2020-12-01,3501480.0
2021-01-01,3462380.0
2021-02-01,3486990.0
2021-03-01,3378890.0
2021-04-01,4150993.0
2021-05-01,5530359.0
2021-06-01,5527609.0
2021-07-01,5409329.0
2021-08-01,7711784.0
2021-09-01,8182763.0
2021-10-01,8168273.0
2021-11-01,7694673.0
2021-12-01,8411193.0
2022-01-01,8370483.0
2022-02-01,8382673.0
2022-03-01,8370023.0
2022-04-01,7543870.0
2022-05-01,6234424.0
2022-06-01,6116424.0
2022-07-01,6816950.0
2022-08-01,4271055.0
2022-09-01,1486736.0
2022-10-01,1486736.0
2022-11-01,1302411.0
2022-12-01,1939141.0
2023-01-01,1939141.0
2023-02-01,1939141.0
2023-03-01,1939141.0
2023-04-01,1939141.0
2023-05-01,1939141.0
2023-06-01,1939141.0
2023-07-01,1161105.0
2023-08-01,1941507.0
2023-09-01,1941507.0
2023-10-01,1941507.0
2023-11-01,1598802.0
2023-12-01,863372.0
2024-01-01,863372.0
2024-02-01,863372.0
2024-03-01,863372.0
2024-04-01,863372.0
2024-05-01,863372.0
2024-06-01,863372.0
2024-07-01,863372.0
2024-08-01,1785118.0
2024-09-01,1785118.0
2024-10-01,1785118.0
2024-11-01,4883032.0
2024-12-01,11871802.0
2025-01-01,11857732.0
2025-02-01,11903292.0
2025-03-01,12102952.0
2025-04-01,12511652.0
2025-05-01,18437952.0
2025-06-01,18731412.0
2025-07-01,18620192.0
2025-08-01,17988394.0
