Tarih,TP_OSKVAG04
2015-07-01,27514886.0
2015-08-01,28351793.0
2015-09-01,28168854.0
2015-10-01,37414465.0
2015-11-01,36357424.0
2015-12-01,30909948.0
2016-01-01,32314959.0
2016-02-01,31824674.0
2016-03-01,35025448.0
2016-04-01,25906647.0
2016-05-01,25649027.0
2016-06-01,32746537.0
2016-07-01,31834523.0
2016-08-01,16893347.0
2016-09-01,14655092.0
2016-10-01,17367485.0
2016-11-01,16997580.0
2016-12-01,6260704.0
2017-01-01,6506864.0
2017-02-01,6711594.0
2017-03-01,27537680.0
2017-04-01,27932000.0
2017-05-01,28252174.0
2017-06-01,31559710.0
2017-07-01,33189345.0
2017-08-01,38656800.0
2017-09-01,38232633.0
2017-10-01,34347738.0
2017-11-01,37877396.0
2017-12-01,65182192.0
2018-01-01,50072976.0
2018-02-01,24563783.0
2018-03-01,23913123.0
2018-04-01,23535861.0
2018-05-01,21669211.0
2018-06-01,19713901.0
2018-07-01,18926692.0
2018-08-01,15626548.0
2018-09-01,15844561.0
2018-10-01,22679941.0
2018-11-01,20519376.0
2018-12-01,20174293.0
2019-01-01,20109684.0
2019-02-01,20061030.0
2019-03-01,7289925.0
2019-04-01,6899120.0
2019-05-01,6900453.0
2019-06-01,7079461.0
2019-07-01,7246746.0
2019-08-01,7011155.0
2019-09-01,5707533.0
2019-10-01,0.0
2019-11-01,0.0
2019-12-01,0.0
2020-01-01,0.0
2020-02-01,0.0
2020-03-01,0.0
2020-04-01,0.0
2020-05-01,0.0
2020-06-01,0.0
2020-07-01,50000000.0
2020-08-01,50000000.0
2020-09-01,50000000.0
2020-10-01,55909000.0
2020-11-01,55962500.0
2020-12-01,71121355.0
2021-01-01,73684574.0
2021-02-01,74179134.0
2021-03-01,67880069.0
2021-04-01,56060500.0
2021-05-01,50000000.0
2021-06-01,50000000.0
2021-07-01,0.0
2021-08-01,0.0
2021-09-01,0.0
2021-10-01,0.0
2021-11-01,0.0
2021-12-01,14783481.0
2022-01-01,14099968.0
2022-02-01,13665204.0
2022-03-01,9559054.0
2022-04-01,9472388.0
2022-05-01,8559445.0
2022-06-01,8398824.0
2022-07-01,7819307.0
2022-08-01,21207214.0
2022-09-01,13500000.0
2022-10-01,13500000.0
2022-11-01,13500000.0
2022-12-01,28462614.0
2023-01-01,28390140.0
2023-02-01,30033718.0
2023-03-01,15253611.0
2023-04-01,236866944.0
2023-05-01,230266320.0
2023-06-01,234023904.0
2023-07-01,235495128.0
2023-08-01,218694815.0
2023-09-01,213888854.0
2023-10-01,211066279.0
2023-11-01,321267140.0
2023-12-01,325203929.0
2024-01-01,316659639.0
2024-02-01,314506000.0
2024-03-01,32828480.0
2024-04-01,32750187.0
2024-05-01,75008810.0
2024-06-01,44000000.0
2024-07-01,74275140.0
2024-08-01,44000000.0
2024-09-01,44000000.0
2024-10-01,44000000.0
2024-11-01,114927066.0
2024-12-01,86000000.0
2025-01-01,86000000.0
2025-02-01,86000000.0
2025-03-01,86000000.0
2025-04-01,91693000.0
2025-05-01,47638000.0
2025-06-01,47857000.0
2025-07-01,47774000.0
2025-08-01,47826500.0
