Tarih,TP_OSKVAG01
2014-12-01,43915074644.0
2015-01-01,44506485045.0
2015-02-01,41929867402.0
2015-03-01,39230490623.0
2015-04-01,36623207732.0
2015-05-01,33084460346.0
2015-06-01,32888999462.0
2015-07-01,32112289338.0
2015-08-01,30291883794.0
2015-09-01,25849013558.0
2015-10-01,24013598044.0
2015-11-01,21241705098.0
2015-12-01,20136109361.0
2016-01-01,20035187964.0
2016-02-01,19117057250.0
2016-03-01,18200622154.0
2016-04-01,18767858780.0
2016-05-01,18931886998.0
2016-06-01,18738907727.0
2016-07-01,18105105522.0
2016-08-01,17598225197.0
2016-09-01,16355833860.0
2016-10-01,16350529067.0
2016-11-01,15983863344.0
2016-12-01,13884097041.0
2017-01-01,14556143019.0
2017-02-01,14818810012.0
2017-03-01,14674032607.0
2017-04-01,15073911961.0
2017-05-01,14996883177.0
2017-06-01,15810881265.0
2017-07-01,16348915743.0
2017-08-01,16565960930.0
2017-09-01,16123362906.0
2017-10-01,17376551023.0
2017-11-01,17956397703.0
2017-12-01,17833342333.0
2018-01-01,18880885793.0
2018-02-01,19072364600.0
2018-03-01,17927574536.0
2018-04-01,19311232296.0
2018-05-01,18793099820.0
2018-06-01,17955730653.0
2018-07-01,17865688057.0
2018-08-01,16037819380.0
2018-09-01,15585808397.0
2018-10-01,14925224327.0
2018-11-01,14473987932.0
2018-12-01,14135776005.0
2019-01-01,12605182571.0
2019-02-01,11877380996.0
2019-03-01,10741361674.0
2019-04-01,10590208511.0
2019-05-01,10853341489.0
2019-06-01,11181490521.0
2019-07-01,11641718532.0
2019-08-01,10405586176.0
2019-09-01,10356809950.0
2019-10-01,9807381936.0
2019-11-01,8747250784.0
2019-12-01,7492059201.0
2020-01-01,6549894002.0
2020-02-01,6142707227.0
2020-03-01,6320508259.0
2020-04-01,6622691956.0
2020-05-01,6058772990.0
2020-06-01,6924994415.0
2020-07-01,7098732483.0
2020-08-01,6844912062.0
2020-09-01,7151917165.0
2020-10-01,6229445372.0
2020-11-01,6683018096.0
2020-12-01,7934672271.0
2021-01-01,7887037513.0
2021-02-01,7920040972.0
2021-03-01,7219042523.0
2021-04-01,7652610074.0
2021-05-01,7462117092.0
2021-06-01,7380654043.0
2021-07-01,7270260362.0
2021-08-01,6579965726.0
2021-09-01,6091122115.0
2021-10-01,5967996049.0
2021-11-01,5931695699.0
2021-12-01,5767775689.0
2022-01-01,5652586498.0
2022-02-01,5900948146.0
2022-03-01,6170957796.0
2022-04-01,5995424318.0
2022-05-01,6557795792.0
2022-06-01,6064024171.0
2022-07-01,5925210849.0
2022-08-01,5975175940.0
2022-09-01,5906739302.0
2022-10-01,6588049775.0
2022-11-01,6838685468.0
2022-12-01,7492757121.0
2023-01-01,7580188812.0
2023-02-01,7796099138.0
2023-03-01,7976673123.0
2023-04-01,8185795175.0
2023-05-01,8339485836.0
2023-06-01,8116136052.0
2023-07-01,8285646182.0
2023-08-01,8058805993.0
2023-09-01,7756958525.0
2023-10-01,8101197541.0
2023-11-01,8648078564.0
2023-12-01,8751885822.0
2024-01-01,8920886832.0
2024-02-01,9222074754.0
2024-03-01,9492101370.0
2024-04-01,10252440675.0
2024-05-01,10910934995.0
2024-06-01,11859093301.0
2024-07-01,11737290818.0
2024-08-01,11124652862.0
2024-09-01,12578199737.0
2024-10-01,14195591582.0
2024-11-01,14946574661.0
2024-12-01,15397769170.0
2025-01-01,18122226357.0
2025-02-01,16492105012.0
2025-03-01,15511890860.0
2025-04-01,12446337678.0
2025-05-01,12868829503.0
2025-06-01,10354246545.0
2025-07-01,10772720711.0
2025-08-01,10145618251.0
