Tarih,TP_KM_E114
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,1044013.0
2003-01-01,976670.0
2003-02-01,905528.0
2003-03-01,941667.0
2003-04-01,753132.0
2003-05-01,754462.0
2003-06-01,746697.0
2003-07-01,788625.0
2003-08-01,752662.0
2003-09-01,787981.0
2003-10-01,915170.0
2003-11-01,906485.0
2003-12-01,744291.0
2004-01-01,703780.0
2004-02-01,809655.0
2004-03-01,822673.0
2004-04-01,991513.0
2004-05-01,836011.0
2004-06-01,810308.0
2004-07-01,762613.0
2004-08-01,839873.0
2004-09-01,981558.0
2004-10-01,1030517.0
2004-11-01,786936.0
2004-12-01,498648.0
2005-01-01,417550.0
2005-02-01,510346.0
2005-03-01,345721.0
2005-04-01,350838.0
2005-05-01,336529.0
2005-06-01,321070.0
2005-07-01,285177.0
2005-08-01,381908.0
2005-09-01,575908.0
2005-10-01,553571.0
2005-11-01,543207.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,46.0
2006-06-01,11.0
2006-07-01,12.0
2006-08-01,2.0
2006-09-01,6.0
2006-10-01,6.0
2006-11-01,6.0
2006-12-01,24796.0
2007-01-01,61232.0
2007-02-01,71510.0
2007-03-01,68894.0
2007-04-01,82227.0
2007-05-01,74258.0
2007-06-01,65434.0
2007-07-01,56622.0
2007-08-01,56851.0
2007-09-01,60422.0
2007-10-01,45083.0
2007-11-01,69739.0
2007-12-01,35131.0
2008-01-01,40914.0
2008-02-01,45313.0
2008-03-01,159184.0
2008-04-01,97166.0
2008-05-01,95555.0
2008-06-01,94846.0
2008-07-01,79743.0
2008-08-01,54907.0
2008-09-01,66781.0
2008-10-01,86184.0
2008-11-01,56973.0
2008-12-01,77005.0
2009-01-01,120490.0
2009-02-01,313230.0
2009-03-01,373178.0
2009-04-01,243373.0
2009-05-01,139098.0
2009-06-01,161895.0
2009-07-01,151680.0
2009-08-01,141629.0
2009-09-01,145216.0
2009-10-01,132142.0
2009-11-01,137446.0
2009-12-01,149366.0
2010-01-01,132383.0
2010-02-01,112839.0
2010-03-01,154286.0
2010-04-01,145107.0
2010-05-01,147342.0
2010-06-01,147248.0
2010-07-01,375250.0
2010-08-01,461211.0
2010-09-01,672570.0
2010-10-01,901656.0
2010-11-01,870743.0
2010-12-01,360794.0
2011-01-01,432228.0
2011-02-01,913195.0
2011-03-01,1354614.0
2011-04-01,1355114.0
2011-05-01,1505742.0
2011-06-01,1295600.0
2011-07-01,1947219.0
2011-08-01,2092428.0
2011-09-01,2181120.0
2011-10-01,1813482.0
2011-11-01,2215398.0
2011-12-01,2313865.0
2012-01-01,2617976.0
2012-02-01,2578717.0
2012-03-01,2628050.0
2012-04-01,2166937.0
2012-05-01,2516507.0
2012-06-01,2082650.0
2012-07-01,1731294.0
2012-08-01,1851983.0
2012-09-01,897349.0
2012-10-01,1048286.0
2012-11-01,823556.0
2012-12-01,116681.0
2013-01-01,707917.0
2013-02-01,559608.0
2013-03-01,1855945.0
2013-04-01,1212650.0
