Tarih,TP_KM_E094
2000-01-01,586295.0
2000-02-01,624778.0
2000-03-01,917060.0
2000-04-01,895223.0
2000-05-01,1045530.0
2000-06-01,1293261.0
2000-07-01,989476.0
2000-08-01,1106533.0
2000-09-01,1419861.0
2000-10-01,1428428.0
2000-11-01,999576.0
2000-12-01,881757.0
2001-01-01,1002784.0
2001-02-01,1090270.0
2001-03-01,797489.0
2001-04-01,1163462.0
2001-05-01,1058744.0
2001-06-01,1916897.0
2001-07-01,1080264.0
2001-08-01,1287345.0
2001-09-01,1500480.0
2001-10-01,1912652.0
2001-11-01,1751265.0
2001-12-01,1602367.0
2002-01-01,1507717.0
2002-02-01,819177.0
2002-03-01,624464.0
2002-04-01,548826.0
2002-05-01,574023.0
2002-06-01,865792.0
2002-07-01,1057381.0
2002-08-01,1422967.0
2002-09-01,1424444.0
2002-10-01,1192367.0
2002-11-01,1266098.0
2002-12-01,1180294.0
2003-01-01,1253702.0
2003-02-01,801661.0
2003-03-01,764026.0
2003-04-01,838329.0
2003-05-01,633847.0
2003-06-01,937884.0
2003-07-01,673102.0
2003-08-01,636896.0
2003-09-01,710304.0
2003-10-01,603291.0
2003-11-01,609441.0
2003-12-01,1176143.0
2004-01-01,915007.0
2004-02-01,923472.0
2004-03-01,1045658.0
2004-04-01,1015837.0
2004-05-01,1156204.0
2004-06-01,966788.0
2004-07-01,1203232.0
2004-08-01,959600.0
2004-09-01,1011902.0
2004-10-01,616845.0
2004-11-01,707988.0
2004-12-01,815263.0
2005-01-01,436935.0
2005-02-01,558560.0
2005-03-01,770659.0
2005-04-01,524614.0
2005-05-01,484598.0
2005-06-01,1413440.0
2005-07-01,860919.0
2005-08-01,689193.0
2005-09-01,1481497.0
2005-10-01,970460.0
2005-11-01,1087645.0
2005-12-01,2441003.0
2006-01-01,1099159.0
2006-02-01,1303689.0
2006-03-01,2626994.0
2006-04-01,1583092.0
2006-05-01,1683450.0
2006-06-01,1865616.0
2006-07-01,1506157.0
2006-08-01,668791.0
2006-09-01,1361319.0
2006-10-01,1017738.0
2006-11-01,683366.0
2006-12-01,2024006.0
2007-01-01,1146663.0
2007-02-01,995141.0
2007-03-01,2004702.0
2007-04-01,1151469.0
2007-05-01,866233.0
2007-06-01,1617070.0
2007-07-01,927766.0
2007-08-01,933637.0
2007-09-01,1227870.0
2007-10-01,1423025.0
2007-11-01,1790154.0
2007-12-01,2213272.0
2008-01-01,1075806.0
2008-02-01,1415171.0
2008-03-01,2447836.0
2008-04-01,1570059.0
2008-05-01,1837480.0
2008-06-01,2887261.0
2008-07-01,1363366.0
2008-08-01,2356966.0
2008-09-01,1671936.0
2008-10-01,1213380.0
2008-11-01,1820391.0
2008-12-01,3202643.0
2009-01-01,1493908.0
2009-02-01,982148.0
2009-03-01,1644164.0
2009-04-01,1535174.0
2009-05-01,1375969.0
2009-06-01,3718337.0
2009-07-01,1402403.0
2009-08-01,1304083.0
2009-09-01,2483159.0
2009-10-01,1458315.0
2009-11-01,1654279.0
2009-12-01,2590004.0
2010-01-01,1247967.0
2010-02-01,1888076.0
2010-03-01,2448062.0
2010-04-01,2630457.0
2010-05-01,2556597.0
2010-06-01,2792789.0
2010-07-01,2137106.0
2010-08-01,2284503.0
2010-09-01,3231849.0
2010-10-01,2599945.0
2010-11-01,2894428.0
2010-12-01,4397751.0
2011-01-01,2383504.0
2011-02-01,2879910.0
2011-03-01,3027572.0
2011-04-01,4330887.0
2011-05-01,3482155.0
2011-06-01,3857728.0
2011-07-01,2738252.0
2011-08-01,2348199.0
2011-09-01,3726995.0
2011-10-01,3907807.0
2011-11-01,3447011.0
2011-12-01,4933708.0
2012-01-01,3374678.0
2012-02-01,3550550.0
2012-03-01,3307131.0
2012-04-01,5923521.0
2012-05-01,5415985.0
2012-06-01,6271705.0
2012-07-01,4679286.0
2012-08-01,5431649.0
2012-09-01,5629154.0
2012-10-01,4178794.0
2012-11-01,4442620.0
2012-12-01,4540499.0
2013-01-01,6584612.0
2013-02-01,4615961.0
2013-03-01,6345737.0
2013-04-01,5447032.0
2013-05-01,6554232.0
2013-06-01,5204849.0
2013-07-01,8568705.0
2013-08-01,7195781.0
2013-09-01,7313287.0
2013-10-01,7725329.0
2013-11-01,8314402.0
2013-12-01,7164339.0
2014-01-01,9183223.0
2014-02-01,10062206.0
2014-03-01,8932200.0
2014-04-01,8201246.0
2014-05-01,8645838.0
2014-06-01,7504227.0
2014-07-01,9309638.0
2014-08-01,9319691.0
2014-09-01,10710593.0
2014-10-01,12131514.0
2014-11-01,8627539.0
2014-12-01,10380872.0
2015-01-01,9731730.0
2015-02-01,8497075.0
2015-03-01,8510033.0
2015-04-01,8899225.0
2015-05-01,9341801.0
2015-06-01,12646113.0
2015-07-01,12450752.0
2015-08-01,11779773.0
2015-09-01,14706024.0
2015-10-01,13753092.0
2015-11-01,12354479.0
2015-12-01,13093908.0
2016-01-01,12715209.0
2016-02-01,12648574.0
2016-03-01,15587088.0
2016-04-01,10769146.0
2016-05-01,11434803.0
2016-06-01,10840818.0
2016-07-01,9929567.0
2016-08-01,10314800.0
2016-09-01,11585409.0
2016-10-01,10655702.0
2016-11-01,15016579.0
2016-12-01,15148691.0
2017-01-01,13493689.0
2017-02-01,15921115.0
2017-03-01,17895055.0
2017-04-01,20993453.0
2017-05-01,14233271.0
2017-06-01,14464747.0
2017-07-01,16335572.0
2017-08-01,11127486.0
2017-09-01,17206902.0
2017-10-01,13523549.0
2017-11-01,12502908.0
2017-12-01,20102322.0
2018-01-01,18297195.0
2018-02-01,16466913.0
2018-03-01,18447136.0
2018-04-01,17422500.0
2018-05-01,18099471.0
2018-06-01,21078512.0
2018-07-01,19424253.0
2018-08-01,20519011.0
2018-09-01,21306474.0
2018-10-01,21143044.0
2018-11-01,19981516.0
2018-12-01,21711209.0
2019-01-01,20629585.0
2019-02-01,24177729.0
2019-03-01,30862417.0
2019-04-01,22527878.0
2019-05-01,23456668.0
2019-06-01,17720107.0
2019-07-01,20133434.0
2019-08-01,19806776.0
2019-09-01,17154848.0
2019-10-01,17734011.0
2019-11-01,19741099.0
2019-12-01,19944060.0
2020-01-01,17359649.0
2020-02-01,23248095.0
2020-03-01,17518467.0
2020-04-01,14553819.0
2020-05-01,13869996.0
2020-06-01,14215477.0
2020-07-01,21019720.0
2020-08-01,17077722.0
2020-09-01,12800340.0
2020-10-01,19858280.0
2020-11-01,15928089.0
2020-12-01,19309954.0
2021-01-01,22843345.0
2021-02-01,23145528.0
2021-03-01,21143083.0
2021-04-01,22761870.0
2021-05-01,23092740.0
2021-06-01,15879533.0
2021-07-01,23094996.0
2021-08-01,24385963.0
