Tarih,TP_KM_E103
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,40351.0
2003-01-01,28108.0
2003-02-01,32403.0
2003-03-01,29238.0
2003-04-01,1323.0
2003-05-01,4874.0
2003-06-01,3415.0
2003-07-01,3936.0
2003-08-01,2969.0
2003-09-01,3191.0
2003-10-01,3513.0
2003-11-01,2927.0
2003-12-01,2732.0
2004-01-01,2642.0
2004-02-01,2636.0
2004-03-01,2689.0
2004-04-01,3574.0
2004-05-01,3085.0
2004-06-01,690.0
2004-07-01,739.0
2004-08-01,1961.0
2004-09-01,17760.0
2004-10-01,21148.0
2004-11-01,18095.0
2004-12-01,14201.0
2005-01-01,12181.0
2005-02-01,23025.0
2005-03-01,113299.0
2005-04-01,115973.0
2005-05-01,127143.0
2005-06-01,117194.0
2005-07-01,127934.0
2005-08-01,80283.0
2005-09-01,79015.0
2005-10-01,11399.0
2005-11-01,73914.0
2005-12-01,73993.0
2006-01-01,18494.0
2006-02-01,18916.0
2006-03-01,98277.0
2006-04-01,106394.0
2006-05-01,122036.0
2006-06-01,150500.0
2006-07-01,99966.0
2006-08-01,100412.0
2006-09-01,95223.0
2006-10-01,87300.0
2006-11-01,96312.0
2006-12-01,59768.0
2007-01-01,469745.0
2007-02-01,202697.0
2007-03-01,210028.0
2007-04-01,212968.0
2007-05-01,230381.0
2007-06-01,198569.0
2007-07-01,178655.0
2007-08-01,193359.0
2007-09-01,182321.0
2007-10-01,165234.0
2007-11-01,171879.0
2007-12-01,189357.0
2008-01-01,198097.0
2008-02-01,169217.0
2008-03-01,233655.0
2008-04-01,180808.0
2008-05-01,202802.0
2008-06-01,203624.0
2008-07-01,196728.0
2008-08-01,161984.0
2008-09-01,202565.0
2008-10-01,201750.0
2008-11-01,197968.0
2008-12-01,176201.0
2009-01-01,208690.0
2009-02-01,210307.0
2009-03-01,200694.0
2009-04-01,217945.0
2009-05-01,204424.0
2009-06-01,213328.0
2009-07-01,213072.0
2009-08-01,185831.0
2009-09-01,202266.0
2009-10-01,224494.0
2009-11-01,191154.0
2009-12-01,156945.0
2010-01-01,187661.0
2010-02-01,176122.0
2010-03-01,1395882.0
2010-04-01,1211650.0
2010-05-01,348305.0
2010-06-01,107264.0
2010-07-01,172981.0
2010-08-01,267023.0
2010-09-01,285617.0
2010-10-01,261291.0
2010-11-01,276831.0
2010-12-01,232589.0
2011-01-01,193317.0
2011-02-01,187726.0
2011-03-01,247550.0
2011-04-01,275321.0
2011-05-01,219355.0
2011-06-01,200357.0
2011-07-01,266314.0
2011-08-01,191864.0
2011-09-01,202369.0
2011-10-01,193778.0
2011-11-01,251030.0
2011-12-01,249460.0
2012-01-01,266877.0
2012-02-01,222207.0
2012-03-01,243671.0
2012-04-01,235609.0
2012-05-01,268327.0
2012-06-01,246627.0
2012-07-01,253655.0
2012-08-01,239328.0
2012-09-01,244494.0
2012-10-01,243671.0
2012-11-01,295338.0
2012-12-01,330444.0
2013-01-01,306012.0
2013-02-01,294574.0
2013-03-01,332408.0
2013-04-01,319229.0
2013-05-01,324473.0
