Tarih,TP_KM_E036
2000-01-01,210544.0
2000-02-01,238543.0
2000-03-01,249855.0
2000-04-01,233732.0
2000-05-01,264135.0
2000-06-01,267631.0
2000-07-01,282074.0
2000-08-01,300075.0
2000-09-01,279370.0
2000-10-01,287284.0
2000-11-01,303198.0
2000-12-01,274734.0
2001-01-01,328416.0
2001-02-01,294408.0
2001-03-01,297503.0
2001-04-01,335390.0
2001-05-01,322997.0
2001-06-01,305651.0
2001-07-01,280259.0
2001-08-01,210049.0
2001-09-01,277489.0
2001-10-01,279427.0
2001-11-01,301062.0
2001-12-01,347576.0
2002-01-01,361852.0
2002-02-01,378331.0
2002-03-01,371321.0
2002-04-01,389721.0
2002-05-01,347981.0
2002-06-01,358010.0
2002-07-01,280462.0
2002-08-01,296179.0
2002-09-01,299827.0
2002-10-01,296333.0
2002-11-01,305578.0
2002-12-01,300912.0
2003-01-01,354752.0
2003-02-01,361578.0
2003-03-01,353495.0
2003-04-01,341495.0
2003-05-01,328871.0
2003-06-01,360986.0
2003-07-01,406480.0
2003-08-01,446003.0
2003-09-01,494851.0
2003-10-01,558639.0
2003-11-01,565948.0
2003-12-01,687940.0
2004-01-01,677246.0
2004-02-01,671776.0
2004-03-01,649751.0
2004-04-01,593218.0
2004-05-01,605015.0
2004-06-01,552468.0
2004-07-01,591640.0
2004-08-01,628490.0
2004-09-01,641657.0
2004-10-01,638366.0
2004-11-01,910343.0
2004-12-01,1090057.0
2005-01-01,949937.0
2005-02-01,951367.0
2005-03-01,718846.0
2005-04-01,783804.0
2005-05-01,722748.0
2005-06-01,871627.0
2005-07-01,732838.0
2005-08-01,844824.0
2005-09-01,803380.0
2005-10-01,864549.0
2005-11-01,815237.0
2005-12-01,806026.0
2006-01-01,746546.0
2006-02-01,815124.0
2006-03-01,959184.0
2006-04-01,1101087.0
2006-05-01,1047183.0
2006-06-01,992711.0
2006-07-01,1130065.0
2006-08-01,1174199.0
2006-09-01,1062061.0
2006-10-01,1212985.0
2006-11-01,1338254.0
2006-12-01,1564466.0
2007-01-01,1561805.0
2007-02-01,1562534.0
2007-03-01,1939826.0
2007-04-01,1662991.0
2007-05-01,1824098.0
2007-06-01,2170096.0
2007-07-01,2542012.0
2007-08-01,2886851.0
2007-09-01,1403258.0
2007-10-01,1448873.0
2007-11-01,1544868.0
2007-12-01,1617703.0
2008-01-01,1740359.0
2008-02-01,1722514.0
2008-03-01,1856381.0
2008-04-01,2061074.0
2008-05-01,1850860.0
2008-06-01,1569471.0
2008-07-01,1836330.0
2008-08-01,1832744.0
2008-09-01,1881379.0
2008-10-01,2386279.0
2008-11-01,3054985.0
2008-12-01,3085830.0
2009-01-01,3233661.0
2009-02-01,2960662.0
2009-03-01,2804388.0
2009-04-01,2797729.0
2009-05-01,3098817.0
2009-06-01,2840220.0
2009-07-01,3118900.0
2009-08-01,2724542.0
2009-09-01,2624163.0
2009-10-01,2720040.0
2009-11-01,2613214.0
2009-12-01,2623041.0
2010-01-01,1951610.0
2010-02-01,2014912.0
2010-03-01,1952121.0
2010-04-01,2499577.0
