Tarih,TP_KM_E062
2000-01-01,227114.0
2000-02-01,232594.0
2000-03-01,218158.0
2000-04-01,231462.0
2000-05-01,253047.0
2000-06-01,253031.0
2000-07-01,378911.0
2000-08-01,385367.0
2000-09-01,330576.0
2000-10-01,274177.0
2000-11-01,254377.0
2000-12-01,228241.0
2001-01-01,218998.0
2001-02-01,281556.0
2001-03-01,349531.0
2001-04-01,400986.0
2001-05-01,323724.0
2001-06-01,534207.0
2001-07-01,505695.0
2001-08-01,493471.0
2001-09-01,584783.0
2001-10-01,600462.0
2001-11-01,547908.0
2001-12-01,595512.0
2002-01-01,540495.0
2002-02-01,541017.0
2002-03-01,564677.0
2002-04-01,540398.0
2002-05-01,564609.0
2002-06-01,656887.0
2002-07-01,685010.0
2002-08-01,720450.0
2002-09-01,809288.0
2002-10-01,836517.0
2002-11-01,689769.0
2002-12-01,797071.0
2003-01-01,769737.0
2003-02-01,772092.0
2003-03-01,753362.0
2003-04-01,792152.0
2003-05-01,707654.0
2003-06-01,702847.0
2003-07-01,692336.0
2003-08-01,676531.0
2003-09-01,722542.0
2003-10-01,825485.0
2003-11-01,802080.0
2003-12-01,802426.0
2004-01-01,705676.0
2004-02-01,714076.0
2004-03-01,736585.0
2004-04-01,811098.0
2004-05-01,931979.0
2004-06-01,1248846.0
2004-07-01,727304.0
2004-08-01,1267643.0
2004-09-01,1337782.0
2004-10-01,1361522.0
2004-11-01,1366638.0
2004-12-01,919616.0
2005-01-01,762735.0
2005-02-01,819737.0
2005-03-01,758481.0
2005-04-01,921856.0
2005-05-01,961458.0
2005-06-01,981286.0
2005-07-01,952396.0
2005-08-01,894699.0
2005-09-01,923348.0
2005-10-01,990272.0
2005-11-01,978080.0
2005-12-01,1440271.0
2006-01-01,920393.0
2006-02-01,896184.0
2006-03-01,900857.0
2006-04-01,902616.0
2006-05-01,1072239.0
2006-06-01,1082692.0
2006-07-01,1018092.0
2006-08-01,1211579.0
2006-09-01,1267868.0
2006-10-01,1241409.0
2006-11-01,1226094.0
2006-12-01,1232395.0
2007-01-01,1165744.0
2007-02-01,1195139.0
2007-03-01,1293631.0
2007-04-01,1336079.0
2007-05-01,1175396.0
2007-06-01,1177311.0
2007-07-01,1194551.0
2007-08-01,1308961.0
2007-09-01,1134212.0
2007-10-01,1113993.0
2007-11-01,1144206.0
2007-12-01,1138414.0
2008-01-01,1134444.0
2008-02-01,1165475.0
2008-03-01,1235950.0
2008-04-01,1158054.0
2008-05-01,1138305.0
2008-06-01,1178522.0
2008-07-01,1196261.0
2008-08-01,994328.0
2008-09-01,1095136.0
2008-10-01,1377043.0
2008-11-01,1335792.0
2008-12-01,3332592.0
2009-01-01,3518563.0
2009-02-01,3400832.0
2009-03-01,3532961.0
2009-04-01,3248196.0
2009-05-01,2746567.0
2009-06-01,2785847.0
2009-07-01,2735340.0
2009-08-01,3082490.0
2009-09-01,3214453.0
2009-10-01,3521675.0
2009-11-01,3687238.0
2009-12-01,3565465.0
2010-01-01,4095469.0
2010-02-01,4167110.0
2010-03-01,4181722.0
2010-04-01,3924807.0
2010-05-01,3784208.0
2010-06-01,3829427.0
2010-07-01,3594949.0
2010-08-01,3361862.0
2010-09-01,2982734.0
2010-10-01,1962928.0
2010-11-01,3003876.0
2010-12-01,2095869.0
2011-01-01,2266034.0
2011-02-01,2498880.0
2011-03-01,2618739.0
2011-04-01,2937375.0
2011-05-01,3100455.0
2011-06-01,3969528.0
2011-07-01,4248631.0
2011-08-01,5214603.0
2011-09-01,6294313.0
2011-10-01,4749129.0
2011-11-01,4750162.0
2011-12-01,5027330.0
2012-01-01,5135568.0
2012-02-01,6753156.0
2012-03-01,6542919.0
2012-04-01,6046098.0
2012-05-01,7055536.0
2012-06-01,6729173.0
2012-07-01,3241791.0
2012-08-01,3218436.0
2012-09-01,3276730.0
2012-10-01,2656637.0
2012-11-01,2582336.0
2012-12-01,2732804.0
2013-01-01,2525895.0
2013-02-01,2921853.0
2013-03-01,3150554.0
2013-04-01,3696500.0
2013-05-01,4122752.0
2013-06-01,4494902.0
2013-07-01,4427108.0
2013-08-01,4734948.0
2013-09-01,5061060.0
2013-10-01,4939365.0
2013-11-01,5143551.0
2013-12-01,5592831.0
2014-01-01,5307960.0
2014-02-01,5621608.0
2014-03-01,5227592.0
2014-04-01,5927914.0
2014-05-01,5039222.0
2014-06-01,5404062.0
2014-07-01,5888746.0
2014-08-01,5734863.0
2014-09-01,6353072.0
2014-10-01,6231847.0
2014-11-01,7283895.0
2014-12-01,7864760.0
2015-01-01,7615372.0
2015-02-01,7971148.0
2015-03-01,9792937.0
2015-04-01,9334675.0
2015-05-01,9498622.0
2015-06-01,11191356.0
2015-07-01,12788112.0
2015-08-01,13519250.0
2015-09-01,13394291.0
2015-10-01,13273327.0
2015-11-01,12647195.0
2015-12-01,12514222.0
2016-01-01,11939492.0
2016-02-01,11050485.0
2016-03-01,11091122.0
2016-04-01,11579217.0
2016-05-01,13061768.0
2016-06-01,13767767.0
2016-07-01,13570896.0
2016-08-01,12383383.0
2016-09-01,12031712.0
2016-10-01,11611801.0
2016-11-01,11462449.0
2016-12-01,10508898.0
2017-01-01,9393152.0
2017-02-01,8995753.0
2017-03-01,8900903.0
2017-04-01,9083296.0
2017-05-01,10426097.0
2017-06-01,10275608.0
2017-07-01,10610632.0
2017-08-01,10202960.0
2017-09-01,10067267.0
2017-10-01,11516319.0
2017-11-01,12410085.0
2017-12-01,12063747.0
2018-01-01,12639896.0
2018-02-01,12473398.0
2018-03-01,13767418.0
2018-04-01,13892087.0
2018-05-01,14990276.0
2018-06-01,11855403.0
2018-07-01,13222795.0
2018-08-01,17011311.0
2018-09-01,15353276.0
2018-10-01,13673791.0
2018-11-01,11769425.0
2018-12-01,13693905.0
2019-01-01,13742224.0
2019-02-01,14160771.0
2019-03-01,15832599.0
