Tarih,TP_KM_E074
2000-01-01,0.0
2000-02-01,0.0
2000-03-01,0.0
2000-04-01,0.0
2000-05-01,0.0
2000-06-01,0.0
2000-07-01,0.0
2000-08-01,0.0
2000-09-01,0.0
2000-10-01,0.0
2000-11-01,0.0
2000-12-01,0.0
2001-01-01,0.0
2001-02-01,0.0
2001-03-01,0.0
2001-04-01,0.0
2001-05-01,0.0
2001-06-01,0.0
2001-07-01,0.0
2001-08-01,0.0
2001-09-01,0.0
2001-10-01,0.0
2001-11-01,0.0
2001-12-01,0.0
2002-01-01,0.0
2002-02-01,0.0
2002-03-01,0.0
2002-04-01,0.0
2002-05-01,0.0
2002-06-01,0.0
2002-07-01,0.0
2002-08-01,0.0
2002-09-01,0.0
2002-10-01,0.0
2002-11-01,0.0
2002-12-01,10661.0
2003-01-01,5988.0
2003-02-01,15396.0
2003-03-01,42111.0
2003-04-01,31064.0
2003-05-01,11192.0
2003-06-01,22560.0
2003-07-01,35158.0
2003-08-01,24361.0
2003-09-01,60996.0
2003-10-01,58372.0
2003-11-01,76915.0
2003-12-01,59930.0
2004-01-01,38590.0
2004-02-01,48684.0
2004-03-01,60266.0
2004-04-01,96380.0
2004-05-01,74909.0
2004-06-01,63946.0
2004-07-01,38056.0
2004-08-01,74641.0
2004-09-01,64264.0
2004-10-01,37123.0
2004-11-01,64313.0
2004-12-01,57430.0
2005-01-01,48274.0
2005-02-01,85030.0
2005-03-01,50410.0
2005-04-01,47844.0
2005-05-01,62095.0
2005-06-01,50140.0
2005-07-01,22165.0
2005-08-01,90053.0
2005-09-01,62976.0
2005-10-01,86595.0
2005-11-01,79437.0
2005-12-01,100814.0
2006-01-01,93187.0
2006-02-01,152539.0
2006-03-01,178022.0
2006-04-01,133955.0
2006-05-01,200644.0
2006-06-01,98224.0
2006-07-01,77795.0
2006-08-01,91551.0
2006-09-01,129635.0
2006-10-01,91693.0
2006-11-01,145197.0
2006-12-01,62770.0
2007-01-01,88160.0
2007-02-01,149420.0
2007-03-01,139523.0
2007-04-01,139104.0
2007-05-01,104935.0
2007-06-01,119738.0
2007-07-01,128390.0
2007-08-01,158398.0
2007-09-01,350529.0
2007-10-01,107238.0
2007-11-01,108653.0
2007-12-01,149018.0
2008-01-01,256947.0
2008-02-01,117146.0
2008-03-01,91935.0
2008-04-01,117545.0
2008-05-01,68206.0
2008-06-01,133720.0
2008-07-01,78426.0
2008-08-01,138231.0
2008-09-01,129689.0
2008-10-01,110183.0
2008-11-01,56144.0
2008-12-01,231355.0
2009-01-01,191071.0
2009-02-01,207716.0
2009-03-01,213909.0
2009-04-01,263362.0
2009-05-01,142304.0
2009-06-01,257839.0
2009-07-01,162031.0
2009-08-01,290744.0
2009-09-01,309770.0
2009-10-01,252749.0
2009-11-01,207095.0
2009-12-01,124773.0
2010-01-01,280251.0
2010-02-01,254548.0
2010-03-01,133854.0
2010-04-01,225059.0
2010-05-01,228608.0
2010-06-01,196137.0
2010-07-01,275179.0
2010-08-01,334553.0
2010-09-01,258925.0
2010-10-01,300230.0
2010-11-01,366001.0
2010-12-01,376546.0
2011-01-01,481052.0
2011-02-01,283796.0
2011-03-01,190437.0
2011-04-01,109002.0
2011-05-01,254828.0
2011-06-01,135404.0
2011-07-01,114991.0
2011-08-01,153911.0
2011-09-01,189327.0
2011-10-01,170604.0
2011-11-01,206870.0
2011-12-01,204436.0
2012-01-01,130347.0
2012-02-01,280670.0
2012-03-01,177023.0
2012-04-01,288108.0
2012-05-01,314758.0
2012-06-01,178987.0
2012-07-01,329314.0
2012-08-01,267936.0
2012-09-01,448600.0
2012-10-01,439050.0
2012-11-01,282923.0
2012-12-01,492664.0
2013-01-01,442502.0
2013-02-01,553874.0
2013-03-01,463734.0
2013-04-01,365148.0
2013-05-01,313409.0
2013-06-01,348491.0
2013-07-01,136967.0
2013-08-01,155710.0
2013-09-01,167455.0
2013-10-01,143646.0
2013-11-01,127469.0
2013-12-01,426196.0
2014-01-01,116446.0
2014-02-01,184755.0
2014-03-01,156413.0
2014-04-01,139716.0
2014-05-01,127911.0
2014-06-01,177628.0
2014-07-01,219567.0
2014-08-01,149162.0
2014-09-01,495125.0
2014-10-01,127147.0
2014-11-01,128567.0
2014-12-01,157610.0
2015-01-01,128639.0
2015-02-01,120978.0
2015-03-01,150174.0
2015-04-01,138498.0
2015-05-01,148665.0
2015-06-01,158181.0
2015-07-01,128233.0
2015-08-01,132443.0
2015-09-01,219429.0
2015-10-01,147401.0
2015-11-01,151169.0
2015-12-01,110024.0
2016-01-01,156256.0
2016-02-01,171146.0
2016-03-01,132847.0
2016-04-01,239221.0
2016-05-01,149393.0
2016-06-01,240196.0
2016-07-01,120217.0
2016-08-01,47413.0
2016-09-01,95723.0
2016-10-01,108075.0
2016-11-01,68868.0
2016-12-01,245003.0
2017-01-01,40919.0
2017-02-01,122027.0
2017-03-01,358989.0
2017-04-01,267053.0
2017-05-01,242607.0
2017-06-01,560077.0
2017-07-01,184169.0
2017-08-01,266007.0
2017-09-01,375299.0
2017-10-01,218111.0
2017-11-01,588428.0
2017-12-01,731736.0
2018-01-01,617219.0
2018-02-01,678957.0
2018-03-01,969892.0
