Tarih,TP_KM_E048
2000-01-01,258481.0
2000-02-01,270644.0
2000-03-01,282219.0
2000-04-01,308365.0
2000-05-01,334414.0
2000-06-01,334510.0
2000-07-01,424696.0
2000-08-01,409928.0
2000-09-01,429047.0
2000-10-01,455626.0
2000-11-01,447553.0
2000-12-01,603765.0
2001-01-01,521068.0
2001-02-01,552006.0
2001-03-01,554904.0
2001-04-01,621821.0
2001-05-01,630145.0
2001-06-01,616786.0
2001-07-01,632016.0
2001-08-01,550668.0
2001-09-01,635401.0
2001-10-01,707714.0
2001-11-01,652820.0
2001-12-01,571889.0
2002-01-01,644203.0
2002-02-01,797085.0
2002-03-01,696020.0
2002-04-01,809014.0
2002-05-01,880410.0
2002-06-01,687076.0
2002-07-01,1066619.0
2002-08-01,859096.0
2002-09-01,745577.0
2002-10-01,812636.0
2002-11-01,1058074.0
2002-12-01,907516.0
2003-01-01,1060380.0
2003-02-01,1200294.0
2003-03-01,1065906.0
2003-04-01,1161035.0
2003-05-01,1159834.0
2003-06-01,1086306.0
2003-07-01,1127234.0
2003-08-01,1013850.0
2003-09-01,1051615.0
2003-10-01,1166043.0
2003-11-01,1398727.0
2003-12-01,1264451.0
2004-01-01,1340849.0
2004-02-01,1544139.0
2004-03-01,1438602.0
2004-04-01,1474435.0
2004-05-01,1460293.0
2004-06-01,1807525.0
2004-07-01,1494435.0
2004-08-01,1495895.0
2004-09-01,1677216.0
2004-10-01,2351143.0
2004-11-01,2104806.0
2004-12-01,2637215.0
2005-01-01,2627133.0
2005-02-01,2971378.0
2005-03-01,3003206.0
2005-04-01,2872637.0
2005-05-01,3326542.0
2005-06-01,3463903.0
2005-07-01,3542740.0
2005-08-01,3614052.0
2005-09-01,3717128.0
2005-10-01,3365163.0
2005-11-01,3822924.0
2005-12-01,3435038.0
2006-01-01,3387419.0
2006-02-01,3716027.0
2006-03-01,3577926.0
2006-04-01,3426937.0
2006-05-01,3350271.0
2006-06-01,3546350.0
2006-07-01,3618827.0
2006-08-01,3744770.0
2006-09-01,3955864.0
2006-10-01,3837892.0
2006-11-01,4015528.0
2006-12-01,3639466.0
2007-01-01,3989687.0
2007-02-01,4247010.0
2007-03-01,3668750.0
2007-04-01,3942228.0
2007-05-01,3896046.0
2007-06-01,3796535.0
2007-07-01,3559804.0
2007-08-01,3735548.0
