Tarih,TP_KM_E075
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,884187.0
2006-01-01,126993.0
2006-02-01,354268.0
2006-03-01,749998.0
2006-04-01,294085.0
2006-05-01,189092.0
2006-06-01,987365.0
2006-07-01,586578.0
2006-08-01,577189.0
2006-09-01,1020686.0
2006-10-01,257722.0
2006-11-01,214138.0
2006-12-01,1048883.0
2007-01-01,131244.0
2007-02-01,364426.0
2007-03-01,759549.0
2007-04-01,201112.0
2007-05-01,300604.0
2007-06-01,331379.0
2007-07-01,230870.0
2007-08-01,326690.0
2007-09-01,1246866.0
2007-10-01,226683.0
2007-11-01,169744.0
2007-12-01,1711679.0
2008-01-01,221546.0
2008-02-01,1026528.0
2008-03-01,1604723.0
2008-04-01,275667.0
2008-05-01,1694838.0
2008-06-01,1955210.0
2008-07-01,1338917.0
2008-08-01,1400799.0
2008-09-01,1674891.0
2008-10-01,1351474.0
2008-11-01,1075486.0
2008-12-01,1710742.0
2009-01-01,365493.0
2009-02-01,1161746.0
2009-03-01,1582309.0
2009-04-01,1312505.0
2009-05-01,1589259.0
2009-06-01,1928499.0
2009-07-01,877264.0
2009-08-01,1635190.0
2009-09-01,1979953.0
2009-10-01,1632280.0
2009-11-01,1943921.0
2009-12-01,2081732.0
2010-01-01,1676349.0
2010-02-01,1349859.0
2010-03-01,2507285.0
2010-04-01,2381939.0
2010-05-01,1694618.0
2010-06-01,2727913.0
2010-07-01,769844.0
2010-08-01,1495813.0
2010-09-01,3058337.0
2010-10-01,1829007.0
2010-11-01,2771669.0
2010-12-01,4107218.0
2011-01-01,4871328.0
2011-02-01,5173229.0
2011-03-01,5065478.0
2011-04-01,4711371.0
2011-05-01,4796370.0
2011-06-01,4921707.0
2011-07-01,5265483.0
2011-08-01,4563186.0
2011-09-01,5487571.0
2011-10-01,4836109.0
2011-11-01,5219781.0
2011-12-01,5774241.0
2012-01-01,5443424.0
2012-02-01,5857298.0
2012-03-01,5865648.0
2012-04-01,6054603.0
2012-05-01,5819546.0
2012-06-01,6350351.0
2012-07-01,5714060.0
2012-08-01,6160869.0
2012-09-01,6055251.0
2012-10-01,5279227.0
2012-11-01,5441206.0
2012-12-01,5657259.0
2013-01-01,4620119.0
2013-02-01,4981516.0
2013-03-01,5674828.0
2013-04-01,5296075.0
2013-05-01,5316037.0
2013-06-01,5708588.0
2013-07-01,5772049.0
2013-08-01,6187437.0
2013-09-01,5374883.0
2013-10-01,5006708.0
2013-11-01,4888528.0
