Tarih,TP_KM_E044
2000-01-01,2347658.0
2000-02-01,2394907.0
2000-03-01,2258832.0
2000-04-01,2373921.0
2000-05-01,2224004.0
2000-06-01,2292455.0
2000-07-01,2598047.0
2000-08-01,2531422.0
2000-09-01,2683881.0
2000-10-01,2740071.0
2000-11-01,2858234.0
2000-12-01,2952556.0
2001-01-01,3015353.0
2001-02-01,2994876.0
2001-03-01,3211811.0
2001-04-01,3219980.0
2001-05-01,3242201.0
2001-06-01,3295001.0
2001-07-01,2942150.0
2001-08-01,3355374.0
2001-09-01,3316111.0
2001-10-01,3494849.0
2001-11-01,3679582.0
2001-12-01,3793544.0
2002-01-01,3610948.0
2002-02-01,3957446.0
2002-03-01,3964837.0
2002-04-01,4022324.0
2002-05-01,3794815.0
2002-06-01,3890088.0
2002-07-01,3721154.0
2002-08-01,3853434.0
2002-09-01,3831261.0
2002-10-01,4205154.0
2002-11-01,4501253.0
2002-12-01,4247547.0
2003-01-01,4345696.0
2003-02-01,4396089.0
2003-03-01,4275461.0
2003-04-01,4393368.0
2003-05-01,4708618.0
2003-06-01,4730943.0
2003-07-01,4776030.0
2003-08-01,4990986.0
2003-09-01,5492872.0
2003-10-01,5622886.0
2003-11-01,5993922.0
2003-12-01,6403773.0
2004-01-01,6065815.0
2004-02-01,6310425.0
2004-03-01,6248933.0
2004-04-01,6206113.0
2004-05-01,5776563.0
2004-06-01,5581100.0
2004-07-01,5496320.0
2004-08-01,5788175.0
2004-09-01,6047295.0
2004-10-01,6381052.0
2004-11-01,6253301.0
2004-12-01,6058442.0
2005-01-01,6159519.0
2005-02-01,6330433.0
2005-03-01,6769256.0
2005-04-01,7018714.0
2005-05-01,7253496.0
2005-06-01,7395609.0
2005-07-01,7490440.0
2005-08-01,7621809.0
2005-09-01,8350047.0
2005-10-01,8498929.0
2005-11-01,8943601.0
2005-12-01,8081290.0
2006-01-01,8358356.0
2006-02-01,8239662.0
2006-03-01,8393341.0
2006-04-01,8737977.0
2006-05-01,8625563.0
2006-06-01,8323708.0
2006-07-01,8155241.0
2006-08-01,8309781.0
2006-09-01,8640939.0
2006-10-01,8792041.0
2006-11-01,8831140.0
2006-12-01,8879307.0
2007-01-01,9627600.0
2007-02-01,9804810.0
2007-03-01,9308518.0
2007-04-01,9253245.0
2007-05-01,9229082.0
2007-06-01,9439268.0
2007-07-01,9004372.0
2007-08-01,8695278.0
2007-09-01,9744645.0
2007-10-01,9597311.0
2007-11-01,9497142.0
2007-12-01,9577851.0
2008-01-01,9512179.0
2008-02-01,9240228.0
2008-03-01,8786674.0
2008-04-01,9295961.0
2008-05-01,9590465.0
2008-06-01,9472281.0
2008-07-01,9635315.0
2008-08-01,9977029.0
2008-09-01,10074595.0
2008-10-01,10080335.0
2008-11-01,10764339.0
2008-12-01,10979252.0
2009-01-01,10706046.0
2009-02-01,10438621.0
2009-03-01,10313658.0
2009-04-01,10160978.0
2009-05-01,10267742.0
2009-06-01,10774025.0
2009-07-01,10629388.0
2009-08-01,10977791.0
2009-09-01,10951147.0
2009-10-01,11373535.0
2009-11-01,11881992.0
2009-12-01,12241040.0
2010-01-01,13014409.0
2010-02-01,13837506.0
2010-03-01,14215318.0
2010-04-01,14685055.0
2010-05-01,14340096.0
2010-06-01,14679779.0
2010-07-01,14517901.0
2010-08-01,15159651.0
2010-09-01,15276257.0
2010-10-01,15291455.0
2010-11-01,15783926.0
2010-12-01,15324327.0
2011-01-01,15198237.0
2011-02-01,15633424.0
2011-03-01,16470701.0
2011-04-01,16778499.0
2011-05-01,17510215.0
2011-06-01,17810299.0
2011-07-01,17622068.0
2011-08-01,17563627.0
2011-09-01,17658774.0
2011-10-01,17614512.0
2011-11-01,17786932.0
2011-12-01,18310732.0
2012-01-01,15878362.0
2012-02-01,16048968.0
2012-03-01,15598510.0
