Tarih,TP_KM_E014
2000-01-01,476764.0
2000-02-01,364656.0
2000-03-01,434711.0
2000-04-01,526309.0
2000-05-01,651867.0
2000-06-01,449279.0
2000-07-01,413216.0
2000-08-01,420250.0
2000-09-01,492882.0
2000-10-01,517776.0
2000-11-01,681485.0
2000-12-01,898536.0
2001-01-01,1069449.0
2001-02-01,716413.0
2001-03-01,406491.0
2001-04-01,410177.0
2001-05-01,418317.0
2001-06-01,408582.0
2001-07-01,444399.0
2001-08-01,529049.0
2001-09-01,517547.0
2001-10-01,547390.0
2001-11-01,590787.0
2001-12-01,710218.0
2002-01-01,1022354.0
2002-02-01,557517.0
2002-03-01,915320.0
2002-04-01,788922.0
2002-05-01,804383.0
2002-06-01,701839.0
2002-07-01,673343.0
2002-08-01,818682.0
2002-09-01,992321.0
2002-10-01,1149371.0
2002-11-01,1263837.0
2002-12-01,1856776.0
2003-01-01,1841516.0
2003-02-01,1650153.0
2003-03-01,1537488.0
2003-04-01,2160061.0
2003-05-01,2075836.0
2003-06-01,1942401.0
2003-07-01,2025042.0
2003-08-01,2044467.0
2003-09-01,2596915.0
2003-10-01,2738933.0
2003-11-01,2252366.0
2003-12-01,3292095.0
2004-01-01,2110879.0
2004-02-01,2450015.0
2004-03-01,2614005.0
2004-04-01,2240642.0
2004-05-01,2341407.0
2004-06-01,2500862.0
2004-07-01,2437340.0
2004-08-01,2473277.0
2004-09-01,2606080.0
2004-10-01,2898121.0
2004-11-01,2928887.0
2004-12-01,3538255.0
2005-01-01,3432606.0
2005-02-01,3257266.0
2005-03-01,3800652.0
2005-04-01,3355721.0
2005-05-01,3074466.0
2005-06-01,2874838.0
2005-07-01,2920257.0
2005-08-01,2741723.0
2005-09-01,2299135.0
2005-10-01,2656525.0
2005-11-01,2547660.0
2005-12-01,532310.0
2006-01-01,1199306.0
2006-02-01,835086.0
2006-03-01,1290180.0
2006-04-01,1231966.0
2006-05-01,1844279.0
2006-06-01,1322639.0
2006-07-01,904596.0
2006-08-01,806293.0
2006-09-01,676382.0
2006-10-01,618680.0
2006-11-01,726592.0
2006-12-01,850870.0
2007-01-01,1251779.0
2007-02-01,1130764.0
2007-03-01,962134.0
2007-04-01,1165883.0
2007-05-01,3029784.0
2007-06-01,2931791.0
2007-07-01,3298881.0
2007-08-01,2722701.0
2007-09-01,3263514.0
2007-10-01,3330064.0
2007-11-01,3437058.0
2007-12-01,2649026.0
2008-01-01,2596111.0
2008-02-01,2699745.0
2008-03-01,2952604.0
2008-04-01,2974483.0
2008-05-01,3609768.0
2008-06-01,3561133.0
2008-07-01,3291280.0
2008-08-01,2210305.0
2008-09-01,1724923.0
2008-10-01,1624776.0
2008-11-01,1371467.0
2008-12-01,729576.0
2009-01-01,725860.0
2009-02-01,674709.0
2009-03-01,691722.0
2009-04-01,747289.0
2009-05-01,624910.0
2009-06-01,649575.0
2009-07-01,718351.0
2009-08-01,492761.0
2009-09-01,700995.0
2009-10-01,759760.0
2009-11-01,495094.0
2009-12-01,574542.0
2010-01-01,955499.0
2010-02-01,512641.0
2010-03-01,626549.0
2010-04-01,608857.0
2010-05-01,1454180.0
2010-06-01,1798345.0
2010-07-01,1096119.0
2010-08-01,1123570.0
2010-09-01,873902.0
2010-10-01,877827.0
2010-11-01,870165.0
2010-12-01,833818.0
2011-01-01,703366.0
2011-02-01,489523.0
2011-03-01,391442.0
2011-04-01,332451.0
2011-05-01,476845.0
2011-06-01,571787.0
2011-07-01,570915.0
2011-08-01,483941.0
2011-09-01,515985.0
2011-10-01,862151.0
2011-11-01,1113725.0
2011-12-01,445845.0
2012-01-01,561643.0
2012-02-01,658786.0
2012-03-01,517308.0
2012-04-01,356300.0
2012-05-01,492985.0
2012-06-01,517746.0
2012-07-01,583572.0
2012-08-01,425149.0
2012-09-01,393317.0
2012-10-01,454820.0
2012-11-01,4450476.0
2012-12-01,5148561.0
2013-01-01,1145291.0
2013-02-01,802156.0
2013-03-01,715268.0
2013-04-01,539111.0
2013-05-01,562618.0
2013-06-01,802161.0
2013-07-01,794543.0
2013-08-01,747359.0
2013-09-01,860273.0
2013-10-01,921395.0
2013-11-01,851317.0
2013-12-01,728222.0
2014-01-01,832765.0
2014-02-01,957476.0
2014-03-01,984318.0
2014-04-01,813476.0
2014-05-01,2102859.0
2014-06-01,863526.0
2014-07-01,1572284.0
2014-08-01,1619760.0
2014-09-01,1783192.0
2014-10-01,3474002.0
2014-11-01,4705167.0
2014-12-01,4908106.0
2015-01-01,4979753.0
2015-02-01,3808423.0
2015-03-01,3945859.0
2015-04-01,3877380.0
2015-05-01,3622999.0
2015-06-01,3447781.0
2015-07-01,3890748.0
2015-08-01,3915889.0
2015-09-01,4598154.0
2015-10-01,4730064.0
2015-11-01,4434119.0
2015-12-01,4876936.0
2016-01-01,3272046.0
2016-02-01,3549684.0
2016-03-01,3855215.0
2016-04-01,4002221.0
2016-05-01,3476341.0
2016-06-01,3530978.0
2016-07-01,3442266.0
2016-08-01,3947215.0
2016-09-01,5283423.0
2016-10-01,5235443.0
2016-11-01,5072877.0
2016-12-01,5466735.0
2017-01-01,3241360.0
2017-02-01,3504257.0
2017-03-01,4322925.0
2017-04-01,5434189.0
2017-05-01,6632036.0
2017-06-01,5890196.0
2017-07-01,5946740.0
2017-08-01,5874126.0
2017-09-01,5913666.0
2017-10-01,6626115.0
2017-11-01,6375826.0
2017-12-01,6695142.0
2018-01-01,7086776.0
2018-02-01,8264730.0
2018-03-01,8849579.0
2018-04-01,9043174.0
2018-05-01,6865364.0
2018-06-01,6082428.0
2018-07-01,5650759.0
2018-08-01,5459774.0
2018-09-01,5292582.0
2018-10-01,6675480.0
2018-11-01,6393531.0
2018-12-01,5813907.0
2019-01-01,4222303.0
2019-02-01,7056713.0
2019-03-01,4927063.0
2019-04-01,4801873.0
2019-05-01,3670709.0
2019-06-01,3519440.0
2019-07-01,4194756.0
2019-08-01,3820529.0
2019-09-01,4008902.0
2019-10-01,4205487.0
2019-11-01,4439658.0
2019-12-01,4286117.0
2020-01-01,4465234.0
2020-02-01,5901491.0
2020-03-01,5687957.0
2020-04-01,6184195.0
2020-05-01,5509813.0
2020-06-01,6934514.0
2020-07-01,6220696.0
2020-08-01,6904872.0
2020-09-01,7700958.0
2020-10-01,8868695.0
2020-11-01,8348845.0
2020-12-01,9581752.0
2021-01-01,6935077.0
2021-02-01,6155129.0
2021-03-01,5937815.0
2021-04-01,5162290.0
2021-05-01,5293122.0
2021-06-01,6450554.0
2021-07-01,6048570.0
2021-08-01,5858443.0
2021-09-01,9263891.0
2021-10-01,7157671.0
2021-11-01,7178892.0
2021-12-01,10077447.0
2022-01-01,7694666.0
2022-02-01,9491486.0
2022-03-01,9188218.0
2022-04-01,7872273.0
2022-05-01,8312510.0
2022-06-01,7340890.0
2022-07-01,8060045.0
2022-08-01,10325366.0
2022-09-01,11661409.0
2022-10-01,10794890.0
2022-11-01,11659118.0
2022-12-01,10980135.0
2023-01-01,10094512.0
2023-02-01,13180725.0
2023-03-01,13191146.0
2023-04-01,12801565.0
2023-05-01,12978648.0
2023-06-01,13429195.0
2023-07-01,14362229.0
2023-08-01,15670029.0
2023-09-01,16842897.0
2023-10-01,20667413.0
2023-11-01,23545025.0
2023-12-01,21645961.0
2024-01-01,22714909.0
2024-02-01,24432511.0
2024-03-01,19845685.0
2024-04-01,20517655.0
2024-05-01,20681868.0
2024-06-01,23814898.0
2024-07-01,27192284.0
2024-08-01,24160611.0
2024-09-01,32466237.0
2024-10-01,39604943.0
2024-11-01,45151339.0
2024-12-01,47007878.0
2025-01-01,43674750.0
2025-02-01,50499966.0
2025-03-01,46101369.0
2025-04-01,49680103.0
2025-05-01,57095403.0
2025-06-01,58493933.0
2025-07-01,110803887.0
2025-08-01,117016645.0
