Tarih,TP_KM_E004
2000-01-01,630182.0
2000-02-01,716304.0
2000-03-01,619022.0
2000-04-01,568978.0
2000-05-01,614863.0
2000-06-01,845867.0
2000-07-01,786160.0
2000-08-01,657946.0
2000-09-01,676402.0
2000-10-01,882504.0
2000-11-01,891308.0
2000-12-01,999491.0
2001-01-01,759513.0
2001-02-01,989236.0
2001-03-01,898829.0
2001-04-01,1138369.0
2001-05-01,972152.0
2001-06-01,953476.0
2001-07-01,1408715.0
2001-08-01,949289.0
2001-09-01,984306.0
2001-10-01,1397205.0
2001-11-01,1117840.0
2001-12-01,970340.0
2002-01-01,1719660.0
2002-02-01,1994543.0
2002-03-01,1590008.0
2002-04-01,1772207.0
2002-05-01,1627687.0
2002-06-01,1604500.0
2002-07-01,2174989.0
2002-08-01,1882182.0
2002-09-01,2200318.0
2002-10-01,2460114.0
2002-11-01,2361102.0
2002-12-01,1729073.0
2003-01-01,2585361.0
2003-02-01,2714476.0
2003-03-01,2648389.0
2003-04-01,3305146.0
2003-05-01,3270316.0
2003-06-01,2921060.0
2003-07-01,3706810.0
2003-08-01,3448881.0
2003-09-01,3657474.0
2003-10-01,3806221.0
2003-11-01,4296775.0
2003-12-01,2842795.0
2004-01-01,2725628.0
2004-02-01,5556732.0
2004-03-01,4387625.0
2004-04-01,4448322.0
2004-05-01,3896717.0
2004-06-01,5057686.0
2004-07-01,3417198.0
2004-08-01,3716270.0
2004-09-01,3736533.0
2004-10-01,5168414.0
2004-11-01,3778707.0
2004-12-01,4051761.0
2005-01-01,4512702.0
2005-02-01,6949221.0
2005-03-01,4897235.0
2005-04-01,4973222.0
2005-05-01,5570289.0
2005-06-01,5155660.0
2005-07-01,5341877.0
2005-08-01,6334319.0
2005-09-01,5473356.0
2005-10-01,5085843.0
2005-11-01,7219166.0
2005-12-01,7552518.0
2006-01-01,6172212.0
2006-02-01,8081381.0
2006-03-01,6877418.0
2006-04-01,6074931.0
2006-05-01,8045592.0
2006-06-01,7502903.0
2006-07-01,6262850.0
2006-08-01,5889998.0
2006-09-01,6869964.0
2006-10-01,5974046.0
2006-11-01,5236756.0
2006-12-01,6554594.0
2007-01-01,5444182.0
2007-02-01,7915287.0
2007-03-01,7029664.0
2007-04-01,8533721.0
2007-05-01,5775109.0
2007-06-01,7348600.0
2007-07-01,9504911.0
2007-08-01,5897863.0
2007-09-01,6628136.0
2007-10-01,6574932.0
2007-11-01,5969983.0
2007-12-01,6685974.0
2008-01-01,7039164.0
2008-02-01,7106759.0
2008-03-01,7709905.0
2008-04-01,10495120.0
2008-05-01,7343168.0
2008-06-01,11021414.0
2008-07-01,11634166.0
2008-08-01,7109147.0
