Tarih,TP_KM_A18
2000-01-01,501204.0
2000-02-01,528081.0
2000-03-01,597282.0
2000-04-01,599240.0
2000-05-01,643920.0
2000-06-01,656824.0
2000-07-01,664704.0
2000-08-01,635857.0
2000-09-01,655220.0
2000-10-01,680822.0
2000-11-01,740662.0
2000-12-01,774529.0
2001-01-01,783666.0
2001-02-01,952627.0
2001-03-01,985010.0
2001-04-01,1069295.0
2001-05-01,1019219.0
2001-06-01,1109959.0
2001-07-01,1207644.0
2001-08-01,1315578.0
2001-09-01,1467102.0
2001-10-01,1486925.0
2001-11-01,1418025.0
2001-12-01,1403874.0
2002-01-01,1221917.0
2002-02-01,1194600.0
2002-03-01,1093526.0
2002-04-01,1064353.0
2002-05-01,1126252.0
2002-06-01,1220043.0
2002-07-01,1313112.0
2002-08-01,1273979.0
2002-09-01,1294826.0
2002-10-01,1404871.0
2002-11-01,1391957.0
2002-12-01,1428031.0
2003-01-01,1437453.0
2003-02-01,1380950.0
2003-03-01,1453603.0
2003-04-01,1464550.0
2003-05-01,1484661.0
2003-06-01,1527432.0
2003-07-01,1640122.0
2003-08-01,1644363.0
2003-09-01,1678965.0
2003-10-01,1802150.0
2003-11-01,1739076.0
2003-12-01,1678449.0
2004-01-01,1621164.0
2004-02-01,1513842.0
2004-03-01,1550469.0
2004-04-01,1661812.0
2004-05-01,1854879.0
2004-06-01,1864122.0
2004-07-01,1970477.0
2004-08-01,2002743.0
2004-09-01,2072939.0
2004-10-01,2091756.0
2004-11-01,2051398.0
2004-12-01,1959359.0
2005-01-01,1895259.0
2005-02-01,1811526.0
2005-03-01,1871892.0
2005-04-01,1872811.0
2005-05-01,1807810.0
2005-06-01,1853147.0
2005-07-01,1855704.0
2005-08-01,1796875.0
2005-09-01,1805255.0
2005-10-01,1763854.0
2005-11-01,1790320.0
2005-12-01,1791830.0
2006-01-01,1921687.0
2006-02-01,1930951.0
2006-03-01,2146223.0
2006-04-01,2161940.0
2006-05-01,2376878.0
2006-06-01,2424966.0
2006-07-01,2386911.0
2006-08-01,2531206.0
2006-09-01,2651499.0
2006-10-01,2647137.0
2006-11-01,2729655.0
2006-12-01,2870959.0
2007-01-01,2812107.0
2007-02-01,2837626.0
2007-03-01,2838113.0
2007-04-01,2867351.0
2007-05-01,2874180.0
2007-06-01,2883546.0
2007-07-01,2888665.0
2007-08-01,2884388.0
2007-09-01,2858379.0
2007-10-01,2844363.0
2007-11-01,2854401.0
2007-12-01,2763472.0
2008-01-01,2754389.0
2008-02-01,2800330.0
2008-03-01,2896410.0
2008-04-01,3038608.0
2008-05-01,3000934.0
2008-06-01,3040715.0
2008-07-01,2948578.0
2008-08-01,3026881.0
2008-09-01,3068899.0
2008-10-01,3223787.0
2008-11-01,3232378.0
2008-12-01,3329650.0
2009-01-01,3228087.0
2009-02-01,3272767.0
2009-03-01,3294420.0
2009-04-01,3263311.0
2009-05-01,3292633.0
2009-06-01,3313261.0
2009-07-01,3173908.0
2009-08-01,3149801.0
2009-09-01,3062193.0
2009-10-01,2960298.0
2009-11-01,2946273.0
2009-12-01,2792627.0
2010-01-01,2571847.0
2010-02-01,2545443.0
2010-03-01,2630103.0
2010-04-01,2522647.0
2010-05-01,2619928.0
2010-06-01,2925454.0
2010-07-01,2925900.0
2010-08-01,2887498.0
2010-09-01,2882684.0
2010-10-01,2968139.0
2010-11-01,3026082.0
2010-12-01,3177554.0
2011-01-01,3094666.0
2011-02-01,3339590.0
2011-03-01,3500916.0
2011-04-01,3638280.0
2011-05-01,3690868.0
2011-06-01,3860611.0
2011-07-01,3822787.0
2011-08-01,4052077.0
2011-09-01,4073284.0
2011-10-01,4027898.0
2011-11-01,4335114.0
2011-12-01,4538758.0
2012-01-01,4472004.0
2012-02-01,4409064.0
2012-03-01,4667582.0
2012-04-01,4851818.0
2012-05-01,5336021.0
2012-06-01,5308373.0
2012-07-01,5199020.0
2012-08-01,5307703.0
2012-09-01,5241353.0
2012-10-01,5124883.0
2012-11-01,4949822.0
2012-12-01,5085356.0
2013-01-01,5370959.0
2013-02-01,5350007.0
2013-03-01,5221404.0
2013-04-01,5229374.0
2013-05-01,5243726.0
2013-06-01,5553472.0
2013-07-01,5984627.0
2013-08-01,6320309.0
2013-09-01,6656104.0
2013-10-01,6606607.0
2013-11-01,6561235.0
2013-12-01,6918675.0
2014-01-01,6758682.0
2014-02-01,6730099.0
2014-03-01,6671341.0
2014-04-01,6436663.0
2014-05-01,6441201.0
2014-06-01,6522009.0
2014-07-01,6244589.0
2014-08-01,6188319.0
2014-09-01,6304786.0
2014-10-01,5852778.0
2014-11-01,5983531.0
2014-12-01,6325344.0
2015-01-01,5940101.0
2015-02-01,5969182.0
2015-03-01,6185376.0
2015-04-01,6312185.0
2015-05-01,6153788.0
2015-06-01,6770717.0
2015-07-01,7035800.0
2015-08-01,7180395.0
2015-09-01,7621107.0
2015-10-01,7448376.0
2015-11-01,7483396.0
2015-12-01,7792933.0
2016-01-01,7753118.0
2016-02-01,8010930.0
2016-03-01,8304665.0
2016-04-01,8634280.0
2016-05-01,8766315.0
2016-06-01,9054743.0
2016-07-01,9028764.0
2016-08-01,9138227.0
2016-09-01,9528325.0
2016-10-01,9774591.0
2016-11-01,10210131.0
2016-12-01,9742585.0
2017-01-01,10839541.0
2017-02-01,10718124.0
2017-03-01,10430397.0
2017-04-01,11027018.0
2017-05-01,11436421.0
2017-06-01,10669997.0
2017-07-01,11346816.0
2017-08-01,11667144.0
2017-09-01,11141167.0
2017-10-01,11808826.0
2017-11-01,12176345.0
2017-12-01,12631162.0
2018-01-01,13925075.0
2018-02-01,13590073.0
2018-03-01,13752189.0
2018-04-01,14439076.0
2018-05-01,15539081.0
2018-06-01,15713944.0
2018-07-01,19156661.0
2018-08-01,22728278.0
2018-09-01,19569019.0
2018-10-01,17683236.0
2018-11-01,17981562.0
2018-12-01,18229483.0
2019-01-01,18378971.0
2019-02-01,18235641.0
2019-03-01,18629710.0
2019-04-01,18784795.0
2019-05-01,19115670.0
2019-06-01,19369713.0
2019-07-01,19046511.0
2019-08-01,19570129.0
2019-09-01,19930602.0
2019-10-01,19851868.0
2019-11-01,19531785.0
2019-12-01,21345793.0
2020-01-01,20826566.0
2020-02-01,21207592.0
2020-03-01,21434860.0
2020-04-01,22032294.0
2020-05-01,21345583.0
2020-06-01,21959854.0
2020-07-01,21652925.0
2020-08-01,23031706.0
2020-09-01,24084495.0
2020-10-01,24941338.0
2020-11-01,24275939.0
2020-12-01,23867766.0
2021-01-01,24107836.0
2021-02-01,24200389.0
2021-03-01,26053348.0
2021-04-01,25910546.0
2021-05-01,27190289.0
2021-06-01,28452500.0
2021-07-01,27029984.0
2021-08-01,26691485.0
2021-09-01,28846653.0
2021-10-01,30603631.0
2021-11-01,36777402.0
2021-12-01,37718143.0
2022-01-01,35375092.0
2022-02-01,36444137.0
2022-03-01,36967885.0
2022-04-01,36139986.0
2022-05-01,37583214.0
2022-06-01,38279648.0
2022-07-01,39574406.0
2022-08-01,41283443.0
2022-09-01,44081209.0
2022-10-01,40510476.0
2022-11-01,43988307.0
2022-12-01,43979318.0
2023-01-01,45584460.0
2023-02-01,41869419.0
2023-03-01,44593334.0
2023-04-01,47418107.0
2023-05-01,50308452.0
2023-06-01,56690188.0
2023-07-01,46787408.0
2023-08-01,46389192.0
2023-09-01,47828615.0
2023-10-01,48373918.0
2023-11-01,50581185.0
2023-12-01,53216514.0
2024-01-01,56840821.0
2024-02-01,57908285.0
2024-03-01,63812949.0
2024-04-01,62401965.0
2024-05-01,61760152.0
2024-06-01,66070979.0
2024-07-01,64762416.0
2024-08-01,68770094.0
2024-09-01,75019832.0
2024-10-01,75604648.0
2024-11-01,80045041.0
2024-12-01,86156025.0
2025-01-01,91386246.0
2025-02-01,94724618.0
2025-03-01,100490370.0
2025-04-01,106023740.0
2025-05-01,114010423.0
2025-06-01,122373763.0
2025-07-01,123559901.0
2025-08-01,129040501.0
