Tarih,TP_KM_A19
2013-10-01,5756819.0
2013-11-01,5657146.0
2013-12-01,5687618.0
2014-01-01,5823002.0
2014-02-01,5745165.0
2014-03-01,5679654.0
2014-04-01,5600767.0
2014-05-01,5481733.0
2014-06-01,5350390.0
2014-07-01,5150813.0
2014-08-01,5197605.0
2014-09-01,5073576.0
2014-10-01,4788729.0
2014-11-01,4693351.0
2014-12-01,4866489.0
2015-01-01,4688603.0
2015-02-01,4702134.0
2015-03-01,4669366.0
2015-04-01,4925544.0
2015-05-01,4874919.0
2015-06-01,5130656.0
2015-07-01,5416276.0
2015-08-01,5585603.0
2015-09-01,5845768.0
2015-10-01,5678601.0
2015-11-01,5552842.0
2015-12-01,5887584.0
2016-01-01,5721643.0
2016-02-01,5936336.0
2016-03-01,6175508.0
2016-04-01,6346671.0
2016-05-01,6405184.0
2016-06-01,6509550.0
2016-07-01,6632134.0
2016-08-01,6575559.0
2016-09-01,6769399.0
2016-10-01,6966448.0
2016-11-01,7465315.0
2016-12-01,7453175.0
2017-01-01,7949264.0
2017-02-01,7576409.0
2017-03-01,7721117.0
2017-04-01,7770687.0
2017-05-01,7864092.0
2017-06-01,7663912.0
2017-07-01,7723557.0
2017-08-01,7729964.0
2017-09-01,7897889.0
2017-10-01,8189726.0
2017-11-01,8608685.0
2017-12-01,8932210.0
2018-01-01,8848441.0
2018-02-01,8782914.0
2018-03-01,9036881.0
2018-04-01,9411653.0
2018-05-01,10288949.0
2018-06-01,10527268.0
2018-07-01,12999910.0
2018-08-01,15960401.0
2018-09-01,13826615.0
2018-10-01,12790870.0
2018-11-01,12977678.0
2018-12-01,13373686.0
2019-01-01,13360094.0
2019-02-01,13499852.0
2019-03-01,13607702.0
2019-04-01,13331964.0
2019-05-01,13686828.0
2019-06-01,13750801.0
2019-07-01,13987029.0
2019-08-01,14515990.0
2019-09-01,14153448.0
2019-10-01,14560843.0
2019-11-01,14485697.0
2019-12-01,14906530.0
2020-01-01,14887171.0
2020-02-01,14857554.0
2020-03-01,15582210.0
2020-04-01,16013942.0
2020-05-01,15485424.0
2020-06-01,14981476.0
2020-07-01,15003270.0
2020-08-01,15847122.0
2020-09-01,16433203.0
2020-10-01,17165529.0
2020-11-01,16567842.0
2020-12-01,15764619.0
2021-01-01,15614582.0
2021-02-01,15799056.0
2021-03-01,17214982.0
2021-04-01,17108216.0
2021-05-01,18272604.0
2021-06-01,18519543.0
2021-07-01,18433784.0
2021-08-01,18224176.0
2021-09-01,19677253.0
2021-10-01,20640360.0
2021-11-01,24693389.0
2021-12-01,24763137.0
2022-01-01,24179353.0
2022-02-01,25079343.0
2022-03-01,25594472.0
2022-04-01,24754001.0
2022-05-01,24984951.0
2022-06-01,25717549.0
2022-07-01,27373915.0
2022-08-01,28050637.0
2022-09-01,27656211.0
2022-10-01,26998888.0
2022-11-01,27850149.0
2022-12-01,26737818.0
2023-01-01,26909729.0
2023-02-01,25343897.0
2023-03-01,24470104.0
2023-04-01,25708401.0
2023-05-01,26122918.0
2023-06-01,30794038.0
2023-07-01,22099788.0
2023-08-01,21304713.0
2023-09-01,21795659.0
2023-10-01,20995470.0
2023-11-01,21778939.0
2023-12-01,22015946.0
2024-01-01,22178141.0
2024-02-01,22172137.0
2024-03-01,26697898.0
2024-04-01,25319010.0
2024-05-01,23141187.0
2024-06-01,25796102.0
2024-07-01,24431897.0
2024-08-01,25870729.0
2024-09-01,28599254.0
2024-10-01,29030825.0
2024-11-01,32139966.0
2024-12-01,33933793.0
2025-01-01,34972518.0
2025-02-01,37847090.0
2025-03-01,40448582.0
2025-04-01,43191568.0
2025-05-01,46340702.0
2025-06-01,50184068.0
2025-07-01,49867521.0
2025-08-01,52567106.0
