Tarih,TP_KM_A12
2015-01-01,38.0
2015-02-01,36.0
2015-03-01,31.0
2015-04-01,29.0
2015-05-01,26.0
2015-06-01,23.0
2015-07-01,20.0
2015-08-01,17.0
2015-09-01,14.0
2015-10-01,11.0
2015-11-01,7.0
2015-12-01,2.0
2016-01-01,29.0
2016-02-01,262.0
2016-03-01,355.0
2016-04-01,682.0
2016-05-01,1515.0
2016-06-01,4755.0
2016-07-01,7825.0
2016-08-01,17832.0
2016-09-01,27401.0
2016-10-01,34938.0
2016-11-01,43079.0
2016-12-01,49818.0
2017-01-01,57371.0
2017-02-01,66248.0
2017-03-01,77426.0
2017-04-01,89263.0
2017-05-01,102125.0
2017-06-01,115805.0
2017-07-01,128308.0
2017-08-01,147871.0
2017-09-01,160834.0
2017-10-01,179969.0
2017-11-01,201733.0
2017-12-01,213287.0
2018-01-01,223064.0
2018-02-01,244236.0
2018-03-01,270142.0
2018-04-01,293949.0
2018-05-01,330769.0
2018-06-01,344849.0
2018-07-01,361834.0
2018-08-01,362139.0
2018-09-01,305713.0
2018-10-01,159146.0
2018-11-01,153262.0
2018-12-01,150557.0
2019-01-01,148404.0
2019-02-01,152790.0
2019-03-01,161942.0
2019-04-01,168681.0
2019-05-01,186710.0
2019-06-01,195412.0
2019-07-01,207512.0
2019-08-01,215421.0
2019-09-01,211578.0
2019-10-01,209701.0
2019-11-01,207023.0
2019-12-01,203997.0
2020-01-01,206634.0
2020-02-01,204746.0
2020-03-01,208630.0
2020-04-01,218256.0
2020-05-01,239737.0
2020-06-01,258581.0
2020-07-01,278580.0
2020-08-01,294982.0
2020-09-01,312756.0
2020-10-01,348182.0
2020-11-01,389832.0
2020-12-01,412918.0
2021-01-01,437035.0
2021-02-01,479473.0
2021-03-01,578342.0
2021-04-01,666207.0
2021-05-01,722344.0
2021-06-01,831208.0
2021-07-01,877832.0
2021-08-01,896961.0
2021-09-01,910091.0
2021-10-01,905035.0
2021-11-01,873337.0
2021-12-01,828541.0
2022-01-01,818560.0
2022-02-01,818759.0
2022-03-01,950933.0
2022-04-01,1107460.0
2022-05-01,1201295.0
2022-06-01,1273284.0
2022-07-01,1299543.0
2022-08-01,1331654.0
2022-09-01,1344639.0
2022-10-01,1343980.0
2022-11-01,1344890.0
2022-12-01,1399900.0
2023-01-01,1401791.0
2023-02-01,1396756.0
2023-03-01,1399967.0
2023-04-01,1434735.0
2023-05-01,1470093.0
2023-06-01,1518579.0
2023-07-01,1493103.0
2023-08-01,1526267.0
2023-09-01,1498043.0
2023-10-01,1498036.0
2023-11-01,1509840.0
2023-12-01,1574966.0
2024-01-01,1550062.0
2024-02-01,1530319.0
2024-03-01,1564113.0
2024-04-01,1522392.0
2024-05-01,1460387.0
2024-06-01,1448238.0
2024-07-01,1439170.0
2024-08-01,1399199.0
2024-09-01,1365493.0
2024-10-01,1339761.0
2024-11-01,1312700.0
2024-12-01,1272884.0
2025-01-01,1204759.0
2025-02-01,1144910.0
2025-03-01,1104990.0
2025-04-01,1071966.0
2025-05-01,1051158.0
2025-06-01,1024168.0
2025-07-01,991586.0
2025-08-01,946701.0
