Tarih,TP_KM_A32
2000-01-01,2215783.0
2000-02-01,2337532.0
2000-03-01,2488771.0
2000-04-01,2518747.0
2000-05-01,2611083.0
2000-06-01,2676165.0
2000-07-01,2729709.0
2000-08-01,2752796.0
2000-09-01,2796605.0
2000-10-01,2853220.0
2000-11-01,2958153.0
2000-12-01,3157849.0
2001-01-01,3151074.0
2001-02-01,3579439.0
2001-03-01,4060706.0
2001-04-01,4456136.0
2001-05-01,4366902.0
2001-06-01,4732613.0
2001-07-01,4913817.0
2001-08-01,5184509.0
2001-09-01,5633541.0
2001-10-01,5697775.0
2001-11-01,5454858.0
2001-12-01,5328866.0
2002-01-01,4818951.0
2002-02-01,4878977.0
2002-03-01,4674467.0
2002-04-01,4625786.0
2002-05-01,4883099.0
2002-06-01,5308281.0
2002-07-01,5629770.0
2002-08-01,5529807.0
2002-09-01,5596137.0
2002-10-01,5738960.0
2002-11-01,5506703.0
2002-12-01,6002217.0
2003-01-01,6033288.0
2003-02-01,5902583.0
2003-03-01,6103926.0
2003-04-01,5974893.0
2003-05-01,5860152.0
2003-06-01,5882712.0
2003-07-01,5953448.0
2003-08-01,6007819.0
2003-09-01,6108334.0
2003-10-01,6449498.0
2003-11-01,6362742.0
2003-12-01,6589287.0
2004-01-01,6390130.0
2004-02-01,6230174.0
2004-03-01,6214896.0
2004-04-01,6553399.0
2004-05-01,6983810.0
2004-06-01,7006464.0
2004-07-01,6945807.0
2004-08-01,7085071.0
2004-09-01,7236063.0
2004-10-01,7235337.0
2004-11-01,7194564.0
2004-12-01,7242250.0
2005-01-01,7098050.0
2005-02-01,7011274.0
2005-03-01,7183741.0
2005-04-01,7298866.0
2005-05-01,7193256.0
2005-06-01,7335128.0
2005-07-01,7319745.0
2005-08-01,7299036.0
2005-09-01,7425184.0
2005-10-01,7426472.0
2005-11-01,7519507.0
2005-12-01,7654049.0
2006-01-01,7517468.0
2006-02-01,7598290.0
2006-03-01,8010942.0
2006-04-01,8067058.0
2006-05-01,8705950.0
2006-06-01,8786102.0
2006-07-01,8684994.0
2006-08-01,8780425.0
2006-09-01,9032287.0
2006-10-01,9047608.0
2006-11-01,9283971.0
2006-12-01,9538729.0
2007-01-01,9489158.0
2007-02-01,9613540.0
2007-03-01,9630347.0
2007-04-01,9796127.0
2007-05-01,9865811.0
2007-06-01,10070003.0
2007-07-01,10269392.0
2007-08-01,10502646.0
2007-09-01,10532119.0
2007-10-01,10527307.0
2007-11-01,10824850.0
2007-12-01,10876935.0
2008-01-01,11040205.0
2008-02-01,11278751.0
2008-03-01,11813027.0
2008-04-01,12046091.0
2008-05-01,11990386.0
2008-06-01,12189370.0
2008-07-01,12142551.0
2008-08-01,12392370.0
2008-09-01,12750112.0
2008-10-01,13399984.0
2008-11-01,13707704.0
2008-12-01,14134705.0
2009-01-01,14452588.0
2009-02-01,15077378.0
2009-03-01,15395284.0
2009-04-01,15510689.0
2009-05-01,15651359.0
2009-06-01,15581670.0
2009-07-01,15574776.0
2009-08-01,15811244.0
2009-09-01,15774398.0
2009-10-01,15721403.0
2009-11-01,15802205.0
2009-12-01,15828173.0
2010-01-01,15423313.0
2010-02-01,15399062.0
2010-03-01,15772203.0
2010-04-01,15637716.0
2010-05-01,15875027.0
2010-06-01,16422110.0
2010-07-01,16588826.0
2010-08-01,16811768.0
2010-09-01,16878494.0
2010-10-01,17298178.0
2010-11-01,17708218.0
2010-12-01,18520768.0
2011-01-01,18959798.0
2011-02-01,19623708.0
2011-03-01,20053675.0
2011-04-01,20645881.0
2011-05-01,21434904.0
2011-06-01,21809020.0
2011-07-01,22390272.0
2011-08-01,23449584.0
2011-09-01,24096255.0
2011-10-01,23871530.0
2011-11-01,25200551.0
2011-12-01,26854072.0
2012-01-01,27061358.0
2012-02-01,27789891.0
2012-03-01,29409603.0
2012-04-01,30089967.0
2012-05-01,32025372.0
2012-06-01,32497730.0
2012-07-01,32938574.0
2012-08-01,33871641.0
2012-09-01,33684675.0
2012-10-01,33447388.0
2012-11-01,33861854.0
2012-12-01,34932278.0
2013-01-01,35354065.0
2013-02-01,35704726.0
2013-03-01,35939141.0
2013-04-01,36536410.0
2013-05-01,39072570.0
2013-06-01,40512230.0
2013-07-01,42520954.0
2013-08-01,44189632.0
2013-09-01,46856110.0
2013-10-01,47541355.0
2013-11-01,48143368.0
2013-12-01,51301299.0
2014-01-01,54087646.0
2014-02-01,56102417.0
2014-03-01,56897833.0
2014-04-01,57585051.0
2014-05-01,57726111.0
2014-06-01,58725349.0
2014-07-01,58672633.0
2014-08-01,59999654.0
2014-09-01,61459481.0
2014-10-01,59788537.0
2014-11-01,60643351.0
2014-12-01,62642752.0
2015-01-01,62363506.0
2015-02-01,64047587.0
2015-03-01,65822305.0
2015-04-01,68759467.0
2015-05-01,69152301.0
2015-06-01,72797570.0
2015-07-01,75371622.0
2015-08-01,79568051.0
2015-09-01,81116556.0
2015-10-01,79082200.0
2015-11-01,78664198.0
2015-12-01,79591759.0
2016-01-01,80570437.0
2016-02-01,81468301.0
2016-03-01,82710931.0
2016-04-01,84823336.0
2016-05-01,89032860.0
2016-06-01,88774641.0
2016-07-01,91183312.0
2016-08-01,92306694.0
2016-09-01,95193001.0
2016-10-01,100424615.0
2016-11-01,105576035.0
2016-12-01,107890208.0
2017-01-01,114003887.0
2017-02-01,108701455.0
2017-03-01,110031699.0
2017-04-01,111146648.0
2017-05-01,114684537.0
2017-06-01,117856263.0
2017-07-01,124245757.0
2017-08-01,127362516.0
2017-09-01,131401832.0
2017-10-01,138687124.0
2017-11-01,143220502.0
2017-12-01,140157597.0
2018-01-01,143361062.0
2018-02-01,144229599.0
2018-03-01,148538924.0
2018-04-01,151646866.0
2018-05-01,162116838.0
2018-06-01,164712292.0
2018-07-01,181785038.0
2018-08-01,230393631.0
2018-09-01,215469281.0
2018-10-01,202067870.0
2018-11-01,196229007.0
2018-12-01,206841663.0
2019-01-01,206056411.0
2019-02-01,210046259.0
2019-03-01,216630399.0
2019-04-01,226100155.0
2019-05-01,223068210.0
2019-06-01,223431354.0
2019-07-01,214380920.0
2019-08-01,221231080.0
2019-09-01,216576285.0
2019-10-01,218410835.0
2019-11-01,218253873.0
2019-12-01,226157752.0
2020-01-01,221359070.0
2020-02-01,223679056.0
2020-03-01,235123265.0
2020-04-01,254262087.0
2020-05-01,253952860.0
2020-06-01,260355866.0
2020-07-01,261118252.0
2020-08-01,271950762.0
2020-09-01,281103045.0
2020-10-01,297130013.0
2020-11-01,286630514.0
2020-12-01,279025926.0
2021-01-01,281300318.0
2021-02-01,290632332.0
2021-03-01,321073211.0
2021-04-01,321371253.0
2021-05-01,328949118.0
2021-06-01,332225398.0
2021-07-01,321884747.0
2021-08-01,320217804.0
2021-09-01,339556513.0
2021-10-01,353190377.0
2021-11-01,433425018.0
2021-12-01,437731763.0
2022-01-01,428259607.0
2022-02-01,445132485.0
2022-03-01,465831564.0
2022-04-01,446172110.0
2022-05-01,482368183.0
2022-06-01,483803104.0
2022-07-01,502786334.0
2022-08-01,499430675.0
2022-09-01,490677178.0
2022-10-01,492117912.0
2022-11-01,493132396.0
2022-12-01,511640977.0
2023-01-01,536475452.0
2023-02-01,540296228.0
2023-03-01,571364445.0
2023-04-01,587131882.0
2023-05-01,601713895.0
2023-06-01,695229769.0
2023-07-01,710350627.0
2023-08-01,714106448.0
2023-09-01,734067494.0
2023-10-01,762460763.0
2023-11-01,802889651.0
2023-12-01,832917308.0
2024-01-01,852992958.0
2024-02-01,877726877.0
2024-03-01,929619755.0
2024-04-01,944072940.0
2024-05-01,972805005.0
2024-06-01,1001472700.0
2024-07-01,1052171811.0
2024-08-01,1112794873.0
2024-09-01,1128443455.0
2024-10-01,1119741462.0
2024-11-01,1131503533.0
2024-12-01,1176433704.0
2025-01-01,1188514697.0
2025-02-01,1233506610.0
2025-03-01,1308973597.0
2025-04-01,1373948890.0
2025-05-01,1406627026.0
2025-06-01,1483276439.0
2025-07-01,1521049560.0
2025-08-01,1585828435.0
