Tarih,TP_KM_A30
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,7801.0
2003-01-01,4886.0
2003-02-01,9943.0
2003-03-01,2840.0
2003-04-01,10283.0
2003-05-01,6487.0
2003-06-01,5645.0
2003-07-01,4807.0
2003-08-01,8377.0
2003-09-01,7620.0
2003-10-01,6560.0
2003-11-01,7252.0
2003-12-01,6368.0
2004-01-01,7644.0
2004-02-01,7736.0
2004-03-01,13120.0
2004-04-01,7513.0
2004-05-01,11290.0
2004-06-01,7470.0
2004-07-01,10832.0
2004-08-01,8894.0
2004-09-01,16320.0
2004-10-01,15062.0
2004-11-01,17301.0
2004-12-01,12051.0
2005-01-01,16182.0
2005-02-01,15309.0
2005-03-01,15769.0
2005-04-01,14541.0
2005-05-01,13085.0
2005-06-01,27238.0
2005-07-01,18492.0
2005-08-01,16313.0
2005-09-01,16754.0
2005-10-01,20302.0
2005-11-01,19110.0
2005-12-01,18848.0
2006-01-01,27787.0
2006-02-01,31896.0
2006-03-01,27320.0
2006-04-01,25698.0
2006-05-01,16384.0
2006-06-01,24407.0
2006-07-01,8669.0
2006-08-01,10293.0
2006-09-01,13685.0
2006-10-01,23285.0
2006-11-01,17906.0
2006-12-01,20335.0
2007-01-01,26048.0
2007-02-01,26825.0
2007-03-01,22528.0
2007-04-01,24237.0
2007-05-01,27641.0
2007-06-01,21988.0
2007-07-01,28763.0
2007-08-01,19782.0
2007-09-01,19504.0
2007-10-01,24567.0
2007-11-01,27851.0
2007-12-01,24828.0
2008-01-01,18093.0
2008-02-01,18065.0
2008-03-01,14814.0
2008-04-01,19493.0
2008-05-01,20172.0
2008-06-01,19494.0
2008-07-01,12214.0
2008-08-01,17081.0
2008-09-01,13678.0
2008-10-01,8277.0
2008-11-01,5589.0
2008-12-01,15405.0
2009-01-01,2793.0
2009-02-01,3998.0
2009-03-01,5504.0
2009-04-01,3429.0
2009-05-01,3162.0
2009-06-01,1327.0
2009-07-01,1392.0
2009-08-01,4466.0
2009-09-01,8642.0
2009-10-01,11401.0
2009-11-01,23700.0
2009-12-01,35136.0
2010-01-01,49073.0
2010-02-01,48727.0
2010-03-01,51163.0
2010-04-01,53112.0
2010-05-01,43809.0
2010-06-01,49089.0
2010-07-01,50221.0
2010-08-01,49791.0
2010-09-01,54747.0
2010-10-01,52314.0
2010-11-01,55002.0
2010-12-01,80848.0
2011-01-01,55624.0
2011-02-01,61716.0
2011-03-01,74276.0
2011-04-01,23300.0
2011-05-01,24580.0
2011-06-01,36579.0
2011-07-01,26613.0
2011-08-01,4576.0
2011-09-01,6702.0
2011-10-01,13724.0
2011-11-01,27106.0
2011-12-01,81352.0
2012-01-01,190648.0
2012-02-01,146267.0
2012-03-01,213083.0
2012-04-01,191433.0
2012-05-01,194732.0
2012-06-01,189606.0
2012-07-01,165334.0
2012-08-01,159709.0
2012-09-01,163264.0
2012-10-01,209704.0
2012-11-01,89219.0
2012-12-01,107288.0
2013-01-01,247795.0
2013-02-01,214694.0
2013-03-01,155379.0
2013-04-01,271801.0
2013-05-01,422645.0
