Tarih,TP_KM_A25
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,7295.0
2003-01-01,350.0
2003-02-01,1500.0
2003-03-01,3479.0
2003-04-01,24243.0
2003-05-01,24614.0
2003-06-01,25876.0
2003-07-01,20272.0
2003-08-01,19511.0
2003-09-01,23966.0
2003-10-01,27364.0
2003-11-01,25140.0
2003-12-01,23064.0
2004-01-01,24373.0
2004-02-01,27996.0
2004-03-01,29718.0
2004-04-01,28957.0
2004-05-01,30968.0
2004-06-01,32648.0
2004-07-01,34611.0
2004-08-01,34404.0
2004-09-01,34541.0
2004-10-01,35769.0
2004-11-01,36630.0
2004-12-01,36201.0
2005-01-01,33897.0
2005-02-01,33672.0
2005-03-01,39886.0
2005-04-01,39515.0
2005-05-01,35164.0
2005-06-01,39175.0
2005-07-01,37358.0
2005-08-01,38203.0
2005-09-01,40676.0
2005-10-01,39844.0
2005-11-01,32174.0
2005-12-01,40251.0
2006-01-01,219405.0
2006-02-01,234817.0
2006-03-01,248490.0
2006-04-01,257498.0
2006-05-01,264562.0
2006-06-01,279269.0
2006-07-01,266620.0
2006-08-01,289136.0
2006-09-01,314328.0
2006-10-01,313164.0
2006-11-01,325911.0
2006-12-01,389733.0
2007-01-01,389632.0
2007-02-01,408839.0
2007-03-01,417649.0
2007-04-01,428217.0
2007-05-01,448011.0
2007-06-01,464943.0
2007-07-01,465510.0
2007-08-01,461059.0
2007-09-01,456361.0
2007-10-01,452635.0
2007-11-01,470097.0
2007-12-01,497522.0
2008-01-01,481519.0
2008-02-01,498193.0
2008-03-01,500607.0
2008-04-01,515332.0
2008-05-01,520311.0
2008-06-01,523128.0
2008-07-01,467450.0
2008-08-01,474712.0
2008-09-01,452102.0
2008-10-01,480563.0
2008-11-01,482032.0
2008-12-01,523822.0
2009-01-01,475674.0
2009-02-01,485059.0
2009-03-01,474856.0
2009-04-01,475604.0
2009-05-01,517943.0
2009-06-01,530461.0
2009-07-01,449004.0
2009-08-01,474015.0
2009-09-01,443068.0
2009-10-01,446309.0
2009-11-01,449224.0
2009-12-01,476174.0
2010-01-01,424511.0
2010-02-01,421049.0
2010-03-01,399032.0
2010-04-01,387660.0
2010-05-01,411467.0
2010-06-01,465301.0
2010-07-01,425904.0
2010-08-01,422897.0
2010-09-01,430074.0
2010-10-01,453400.0
2010-11-01,473103.0
2010-12-01,500933.0
2011-01-01,480040.0
2011-02-01,460530.0
2011-03-01,437637.0
2011-04-01,445760.0
2011-05-01,451539.0
2011-06-01,453758.0
2011-07-01,433242.0
2011-08-01,458587.0
2011-09-01,489960.0
2011-10-01,472040.0
2011-11-01,475309.0
2011-12-01,522058.0
2012-01-01,478836.0
2012-02-01,469858.0
2012-03-01,498990.0
2012-04-01,530346.0
2012-05-01,557926.0
2012-06-01,594188.0
2012-07-01,559134.0
2012-08-01,533821.0
2012-09-01,521450.0
2012-10-01,541249.0
2012-11-01,512792.0
2012-12-01,533964.0
2013-01-01,519458.0
2013-02-01,524222.0
2013-03-01,539783.0
2013-04-01,525095.0
2013-05-01,485537.0
