Tarih,TP_KM_A26
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,0.0
2003-01-01,0.0
2003-02-01,0.0
2003-03-01,0.0
2003-04-01,0.0
2003-05-01,0.0
2003-06-01,1719.0
2003-07-01,336.0
2003-08-01,341.0
2003-09-01,295.0
2003-10-01,320.0
2003-11-01,317.0
2003-12-01,1007.0
2004-01-01,978.0
2004-02-01,948.0
2004-03-01,895.0
2004-04-01,966.0
2004-05-01,1002.0
2004-06-01,1002.0
2004-07-01,980.0
2004-08-01,1011.0
2004-09-01,749.0
2004-10-01,735.0
2004-11-01,709.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,180223.0
2006-02-01,197269.0
2006-03-01,207224.0
2006-04-01,214324.0
2006-05-01,217611.0
2006-06-01,223280.0
2006-07-01,218449.0
2006-08-01,239248.0
2006-09-01,260260.0
2006-10-01,258574.0
2006-11-01,268310.0
2006-12-01,322285.0
2007-01-01,318483.0
2007-02-01,328663.0
2007-03-01,333940.0
2007-04-01,335331.0
2007-05-01,346226.0
2007-06-01,351848.0
2007-07-01,360671.0
2007-08-01,371141.0
2007-09-01,355297.0
2007-10-01,356240.0
2007-11-01,371121.0
2007-12-01,387731.0
2008-01-01,388940.0
2008-02-01,406960.0
2008-03-01,407462.0
2008-04-01,417427.0
2008-05-01,416309.0
2008-06-01,430368.0
2008-07-01,379456.0
2008-08-01,385541.0
2008-09-01,377929.0
2008-10-01,437276.0
2008-11-01,464998.0
2008-12-01,518122.0
2009-01-01,468723.0
2009-02-01,480143.0
2009-03-01,469467.0
2009-04-01,471652.0
2009-05-01,489027.0
2009-06-01,502054.0
2009-07-01,433002.0
2009-08-01,448938.0
2009-09-01,417647.0
2009-10-01,417742.0
2009-11-01,421535.0
2009-12-01,416133.0
2010-01-01,374639.0
2010-02-01,377864.0
2010-03-01,352668.0
2010-04-01,346028.0
2010-05-01,358338.0
2010-06-01,383431.0
2010-07-01,348324.0
2010-08-01,353412.0
2010-09-01,346679.0
2010-10-01,349178.0
2010-11-01,369226.0
2010-12-01,383854.0
2011-01-01,344573.0
2011-02-01,344494.0
2011-03-01,319595.0
2011-04-01,320809.0
2011-05-01,323366.0
2011-06-01,333529.0
2011-07-01,295882.0
2011-08-01,309425.0
2011-09-01,324477.0
2011-10-01,324450.0
2011-11-01,358117.0
2011-12-01,380998.0
2012-01-01,347677.0
2012-02-01,363698.0
2012-03-01,370301.0
2012-04-01,395430.0
2012-05-01,409029.0
2012-06-01,423738.0
2012-07-01,381958.0
2012-08-01,394517.0
2012-09-01,396617.0
2012-10-01,395075.0
2012-11-01,378854.0
2012-12-01,396500.0
2013-01-01,379171.0
2013-02-01,380911.0
2013-03-01,388246.0
2013-04-01,388981.0
2013-05-01,370517.0
2013-06-01,373167.0
2013-07-01,356919.0
2013-08-01,368620.0
