Tarih,TP_KM_A03
2000-01-01,368807.0
2000-02-01,401815.0
2000-03-01,413683.0
2000-04-01,411308.0
2000-05-01,436719.0
2000-06-01,475629.0
2000-07-01,459425.0
2000-08-01,473082.0
2000-09-01,511729.0
2000-10-01,532529.0
2000-11-01,551645.0
2000-12-01,714830.0
2001-01-01,711217.0
2001-02-01,532529.0
2001-03-01,798252.0
2001-04-01,808819.0
2001-05-01,835791.0
2001-06-01,893390.0
2001-07-01,865219.0
2001-08-01,880575.0
2001-09-01,922073.0
2001-10-01,929740.0
2001-11-01,930734.0
2001-12-01,919600.0
2002-01-01,893703.0
2002-02-01,901606.0
2002-03-01,913686.0
2002-04-01,922588.0
2002-05-01,947983.0
2002-06-01,951218.0
2002-07-01,892761.0
2002-08-01,900078.0
2002-09-01,909661.0
2002-10-01,878692.0
2002-11-01,892561.0
2002-12-01,1204450.0
2003-01-01,1159525.0
2003-02-01,1145071.0
2003-03-01,1138137.0
2003-04-01,1173286.0
2003-05-01,1216573.0
2003-06-01,1240916.0
2003-07-01,1193029.0
2003-08-01,1224372.0
2003-09-01,1240946.0
2003-10-01,1245716.0
2003-11-01,1284795.0
2003-12-01,1641320.0
2004-01-01,1607923.0
2004-02-01,1576473.0
2004-03-01,1586909.0
2004-04-01,1594927.0
2004-05-01,1639908.0
2004-06-01,1655588.0
2004-07-01,1671075.0
2004-08-01,1689013.0
2004-09-01,1743752.0
2004-10-01,1791938.0
2004-11-01,1835982.0
2004-12-01,2136171.0
2005-01-01,2096079.0
2005-02-01,2116859.0
2005-03-01,2127445.0
2005-04-01,2149684.0
2005-05-01,2195770.0
2005-06-01,2281383.0
2005-07-01,2357690.0
2005-08-01,2307292.0
2005-09-01,2449589.0
2005-10-01,2498112.0
2005-11-01,2589337.0
2005-12-01,2712067.0
2006-01-01,2687246.0
2006-02-01,2722755.0
2006-03-01,2769880.0
2006-04-01,2818627.0
2006-05-01,2896181.0
2006-06-01,2994873.0
2006-07-01,3080584.0
2006-08-01,3039454.0
2006-09-01,3126232.0
2006-10-01,3200815.0
2006-11-01,3290532.0
2006-12-01,3432130.0
2007-01-01,3438498.0
2007-02-01,3483072.0
2007-03-01,3476616.0
2007-04-01,3533081.0
2007-05-01,3604642.0
2007-06-01,3685659.0
2007-07-01,3761614.0
2007-08-01,3839972.0
2007-09-01,3949204.0
2007-10-01,3981305.0
2007-11-01,4072180.0
2007-12-01,4150050.0
2008-01-01,4140305.0
2008-02-01,4178023.0
2008-03-01,4218617.0
2008-04-01,4251851.0
2008-05-01,4339119.0
2008-06-01,4412558.0
2008-07-01,4524298.0
2008-08-01,4652604.0
2008-09-01,4784660.0
2008-10-01,4878219.0
2008-11-01,5074488.0
2008-12-01,5337634.0
2009-01-01,4464736.0
2009-02-01,4580665.0
2009-03-01,4635704.0
2009-04-01,4657021.0
2009-05-01,4708861.0
2009-06-01,4754447.0
2009-07-01,4825673.0
2009-08-01,4900468.0
2009-09-01,4990418.0
2009-10-01,5018335.0
2009-11-01,5046600.0
2009-12-01,5126138.0
2010-01-01,4987980.0
2010-02-01,4992306.0
2010-03-01,4981622.0
2010-04-01,4959301.0
2010-05-01,4946060.0
2010-06-01,5003226.0
2010-07-01,5060384.0
2010-08-01,5101986.0
2010-09-01,5137729.0
2010-10-01,5140391.0
2010-11-01,5191269.0
2010-12-01,5356427.0
2011-01-01,5374826.0
2011-02-01,5353603.0
2011-03-01,5353854.0
2011-04-01,5362765.0
2011-05-01,5664621.0
2011-06-01,5688924.0
2011-07-01,5799255.0
2011-08-01,5946261.0
2011-09-01,6070330.0
2011-10-01,6170549.0
2011-11-01,6256315.0
2011-12-01,6411339.0
2012-01-01,6434108.0
2012-02-01,6444726.0
2012-03-01,6442548.0
2012-04-01,6443651.0
2012-05-01,6491339.0
2012-06-01,6573159.0
2012-07-01,6685985.0
2012-08-01,6863836.0
2012-09-01,6966431.0
2012-10-01,7194614.0
2012-11-01,7354246.0
2012-12-01,7563889.0
2013-01-01,7652277.0
2013-02-01,7671914.0
2013-03-01,7692680.0
