Tarih,TP_KM_A13
2014-09-01,1533551.0
2014-10-01,1544019.0
2014-11-01,1390255.0
2014-12-01,1387815.0
2015-01-01,1383552.0
2015-02-01,1367169.0
2015-03-01,1339617.0
2015-04-01,1302936.0
2015-05-01,1273029.0
2015-06-01,1260288.0
2015-07-01,1286761.0
2015-08-01,1312151.0
2015-09-01,1327155.0
2015-10-01,1335249.0
2015-11-01,1336259.0
2015-12-01,1344722.0
2016-01-01,1381802.0
2016-02-01,1442812.0
2016-03-01,1502887.0
2016-04-01,1569402.0
2016-05-01,1628969.0
2016-06-01,1697190.0
2016-07-01,1736108.0
2016-08-01,1799852.0
2016-09-01,1859871.0
2016-10-01,1889729.0
2016-11-01,1888285.0
2016-12-01,1691779.0
2017-01-01,1736748.0
2017-02-01,1798146.0
2017-03-01,1874932.0
2017-04-01,1951411.0
2017-05-01,2028318.0
2017-06-01,2108333.0
2017-07-01,2207133.0
2017-08-01,2340805.0
2017-09-01,2188052.0
2017-10-01,2305369.0
2017-11-01,2380901.0
2017-12-01,1827329.0
2018-01-01,1915996.0
2018-02-01,1986966.0
2018-03-01,1868364.0
2018-04-01,1919515.0
2018-05-01,2005495.0
2018-06-01,1988075.0
2018-07-01,1648614.0
2018-08-01,1712618.0
2018-09-01,1690933.0
2018-10-01,1673283.0
2018-11-01,1670923.0
2018-12-01,1680683.0
2019-01-01,1740558.0
2019-02-01,1793119.0
2019-03-01,1641223.0
2019-04-01,1722130.0
2019-05-01,1791801.0
2019-06-01,1852407.0
2019-07-01,1950405.0
2019-08-01,2038614.0
2019-09-01,2141941.0
2019-10-01,2032245.0
2019-11-01,2129328.0
2019-12-01,2250807.0
2020-01-01,2403626.0
2020-02-01,2525345.0
2020-03-01,2465980.0
2020-04-01,2530296.0
2020-05-01,2201371.0
2020-06-01,2633624.0
2020-07-01,3060408.0
2020-08-01,3405102.0
2020-09-01,3711005.0
2020-10-01,3960432.0
2020-11-01,4179476.0
2020-12-01,3960204.0
2021-01-01,4153626.0
2021-02-01,4349051.0
2021-03-01,4553924.0
2021-04-01,4640207.0
2021-05-01,4682157.0
2021-06-01,4783107.0
2021-07-01,4895873.0
2021-08-01,5039041.0
2021-09-01,5187036.0
2021-10-01,5280381.0
2021-11-01,5368120.0
2021-12-01,5437621.0
2022-01-01,5736578.0
2022-02-01,5889191.0
2022-03-01,5994856.0
2022-04-01,6090951.0
2022-05-01,6180295.0
2022-06-01,5410725.0
2022-07-01,5684861.0
2022-08-01,5813159.0
2022-09-01,5811043.0
2022-10-01,5785682.0
2022-11-01,5839301.0
2022-12-01,6016462.0
2023-01-01,6388788.0
2023-02-01,6534520.0
2023-03-01,6622207.0
2023-04-01,6867371.0
2023-05-01,7062942.0
2023-06-01,7180176.0
2023-07-01,7370636.0
2023-08-01,7456094.0
2023-09-01,7474837.0
2023-10-01,7504088.0
2023-11-01,7616863.0
2023-12-01,7892914.0
2024-01-01,8574164.0
2024-02-01,8896257.0
2024-03-01,9080627.0
2024-04-01,9318153.0
2024-05-01,9761724.0
2024-06-01,10033058.0
2024-07-01,10440696.0
2024-08-01,10828567.0
2024-09-01,11033671.0
2024-10-01,11189542.0
2024-11-01,11247298.0
2024-12-01,11314575.0
2025-01-01,11670315.0
2025-02-01,12011034.0
2025-03-01,12572833.0
2025-04-01,13698454.0
2025-05-01,14584504.0
2025-06-01,15341318.0
2025-07-01,16134953.0
2025-08-01,17899087.0
