Tarih,TP_KM_A10
2014-09-01,1539819.0
2014-10-01,1550091.0
2014-11-01,1396006.0
2014-12-01,1393367.0
2015-01-01,1388980.0
2015-02-01,1372461.0
2015-03-01,1344729.0
2015-04-01,1307745.0
2015-05-01,1277651.0
2015-06-01,1264633.0
2015-07-01,1290984.0
2015-08-01,1316232.0
2015-09-01,1331129.0
2015-10-01,1339260.0
2015-11-01,1340059.0
2015-12-01,1348285.0
2016-01-01,1385276.0
2016-02-01,1446310.0
2016-03-01,1506229.0
2016-04-01,1572865.0
2016-05-01,1633124.0
2016-06-01,1704496.0
2016-07-01,1746322.0
2016-08-01,1819957.0
2016-09-01,1889445.0
2016-10-01,1926741.0
2016-11-01,1933326.0
2016-12-01,1743487.0
2017-01-01,1795337.0
2017-02-01,1865534.0
2017-03-01,1953427.0
2017-04-01,2041385.0
2017-05-01,2131114.0
2017-06-01,2224753.0
2017-07-01,2335994.0
2017-08-01,2489178.0
2017-09-01,2349342.0
2017-10-01,2485758.0
2017-11-01,2583012.0
2017-12-01,2040965.0
2018-01-01,2139390.0
2018-02-01,2232517.0
2018-03-01,2139792.0
2018-04-01,2214722.0
2018-05-01,2337498.0
2018-06-01,2334142.0
2018-07-01,2011646.0
2018-08-01,2075939.0
2018-09-01,1997822.0
2018-10-01,1833573.0
2018-11-01,1825320.0
2018-12-01,1832364.0
2019-01-01,1890075.0
2019-02-01,1947012.0
2019-03-01,1804257.0
2019-04-01,1891893.0
2019-05-01,1979580.0
2019-06-01,2048878.0
2019-07-01,2158965.0
2019-08-01,2255072.0
2019-09-01,2354547.0
2019-10-01,2242963.0
2019-11-01,2337357.0
2019-12-01,2455798.0
2020-01-01,2611243.0
2020-02-01,2731063.0
2020-03-01,2675573.0
2020-04-01,2749501.0
2020-05-01,2442046.0
2020-06-01,2893132.0
2020-07-01,3339906.0
2020-08-01,3700991.0
2020-09-01,4024656.0
2020-10-01,4309499.0
2020-11-01,4570175.0
2020-12-01,4373957.0
2021-01-01,4591492.0
2021-02-01,4829341.0
2021-03-01,5133074.0
2021-04-01,5307204.0
2021-05-01,5405282.0
2021-06-01,5615095.0
2021-07-01,5774477.0
2021-08-01,5936763.0
2021-09-01,6097880.0
2021-10-01,6186160.0
2021-11-01,6242192.0
2021-12-01,6266889.0
2022-01-01,6555853.0
2022-02-01,6708657.0
2022-03-01,6946485.0
2022-04-01,7199095.0
2022-05-01,7382265.0
2022-06-01,6684676.0
2022-07-01,6985061.0
2022-08-01,7145462.0
2022-09-01,7156321.0
2022-10-01,7129728.0
2022-11-01,7185429.0
2022-12-01,7417869.0
2023-01-01,7792058.0
2023-02-01,7933324.0
2023-03-01,8024189.0
2023-04-01,8306084.0
2023-05-01,8539465.0
2023-06-01,8705143.0
2023-07-01,8870029.0
2023-08-01,8988580.0
2023-09-01,8979024.0
2023-10-01,9008194.0
2023-11-01,9132695.0
2023-12-01,9474395.0
2024-01-01,10130661.0
2024-02-01,10432933.0
2024-03-01,10651012.0
2024-04-01,10846734.0
2024-05-01,11228220.0
2024-06-01,11487311.0
2024-07-01,11885792.0
2024-08-01,12233602.0
2024-09-01,12404910.0
2024-10-01,12534953.0
2024-11-01,12564956.0
2024-12-01,12592320.0
2025-01-01,12879837.0
2025-02-01,13168909.0
2025-03-01,13690554.0
2025-04-01,14782910.0
2025-05-01,15647906.0
2025-06-01,16379474.0
2025-07-01,17140246.0
2025-08-01,18859206.0
