Tarih,TP_KM_A07
2000-01-01,764735.0
2000-02-01,806403.0
2000-03-01,852944.0
2000-04-01,872298.0
2000-05-01,890525.0
2000-06-01,894763.0
2000-07-01,938130.0
2000-08-01,951159.0
2000-09-01,944707.0
2000-10-01,957299.0
2000-11-01,1002616.0
2000-12-01,1017847.0
2001-01-01,1000556.0
2001-02-01,1228675.0
2001-03-01,1298107.0
2001-04-01,1473921.0
2001-05-01,1497740.0
2001-06-01,1629680.0
2001-07-01,1705650.0
2001-08-01,1812245.0
2001-09-01,1964081.0
2001-10-01,1952121.0
2001-11-01,1888189.0
2001-12-01,1822857.0
2002-01-01,1615986.0
2002-02-01,1633158.0
2002-03-01,1576599.0
2002-04-01,1559447.0
2002-05-01,1684701.0
2002-06-01,1888018.0
2002-07-01,2093334.0
2002-08-01,2078239.0
2002-09-01,2126826.0
2002-10-01,2186080.0
2002-11-01,2078064.0
2002-12-01,2209879.0
2003-01-01,2285140.0
2003-02-01,2248131.0
2003-03-01,2317084.0
2003-04-01,2235785.0
2003-05-01,2174546.0
2003-06-01,2152392.0
2003-07-01,2156764.0
2003-08-01,2198052.0
2003-09-01,2267129.0
2003-10-01,2436136.0
2003-11-01,2420471.0
2003-12-01,2430199.0
2004-01-01,2388128.0
2004-02-01,2379092.0
2004-03-01,2337219.0
2004-04-01,2510051.0
2004-05-01,2678196.0
2004-06-01,2665081.0
2004-07-01,2691697.0
2004-08-01,2769834.0
2004-09-01,2806364.0
2004-10-01,2762511.0
2004-11-01,2745280.0
2004-12-01,2649372.0
2005-01-01,2604934.0
2005-02-01,2598381.0
2005-03-01,2687277.0
2005-04-01,2796055.0
2005-05-01,2730737.0
2005-06-01,2772281.0
2005-07-01,2836366.0
2005-08-01,2911805.0
2005-09-01,2894949.0
2005-10-01,2892209.0
2005-11-01,2895528.0
2005-12-01,2896888.0
2006-01-01,2666824.0
2006-02-01,2737555.0
2006-03-01,2868388.0
2006-04-01,2872252.0
2006-05-01,3205230.0
2006-06-01,3211892.0
2006-07-01,3051687.0
2006-08-01,3024210.0
2006-09-01,3064600.0
2006-10-01,3006671.0
2006-11-01,3046239.0
2006-12-01,2994286.0
2007-01-01,3078251.0
2007-02-01,3124238.0
2007-03-01,3139332.0
2007-04-01,3207531.0
2007-05-01,3183860.0
2007-06-01,3288031.0
2007-07-01,3397371.0
2007-08-01,3553726.0
2007-09-01,3491384.0
2007-10-01,3455503.0
2007-11-01,3616737.0
2007-12-01,3666330.0
2008-01-01,3836624.0
2008-02-01,3982433.0
2008-03-01,4365425.0
2008-04-01,4414237.0
2008-05-01,4297844.0
2008-06-01,4372372.0
2008-07-01,4312561.0
2008-08-01,4356334.0
2008-09-01,4553118.0
2008-10-01,4956064.0
2008-11-01,5070329.0
2008-12-01,5146737.0
2009-01-01,5495477.0
2009-02-01,5949128.0
2009-03-01,6173530.0
2009-04-01,6298321.0
2009-05-01,6356445.0
2009-06-01,6167911.0
2009-07-01,6179967.0
2009-08-01,6299786.0
2009-09-01,6255185.0
2009-10-01,6244543.0
2009-11-01,6253313.0
2009-12-01,6378511.0
2010-01-01,6228096.0
2010-02-01,6217207.0
2010-03-01,6465777.0
2010-04-01,6440810.0
2010-05-01,6625791.0
2010-06-01,6792519.0
2010-07-01,6914200.0
2010-08-01,7124513.0
2010-09-01,7159168.0
2010-10-01,7461841.0
2010-11-01,7735365.0
2010-12-01,8176131.0
2011-01-01,8571581.0
2011-02-01,8963994.0
2011-03-01,9146332.0
2011-04-01,9493517.0
2011-05-01,9974974.0
2011-06-01,9830118.0
2011-07-01,10327433.0
2011-08-01,11009159.0
2011-09-01,11484485.0
2011-10-01,11338621.0
2011-11-01,12294837.0
2011-12-01,13544265.0
2012-01-01,13824680.0
2012-02-01,14701451.0
2012-03-01,15950834.0
2012-04-01,16417268.0
2012-05-01,17948431.0
2012-06-01,18325186.0
2012-07-01,18743628.0
2012-08-01,19334667.0
2012-09-01,19060130.0
2012-10-01,18876997.0
2012-11-01,19137525.0
2012-12-01,19635650.0
2013-01-01,19606308.0
2013-02-01,20026537.0
2013-03-01,20211359.0
2013-04-01,20643076.0
2013-05-01,22779505.0
2013-06-01,23590885.0
2013-07-01,24950770.0
2013-08-01,25983092.0
2013-09-01,27994147.0
2013-10-01,28357028.0
2013-11-01,28577396.0
2013-12-01,30834997.0
2014-01-01,33816511.0
2014-02-01,35746811.0
2014-03-01,36577677.0
2014-04-01,37605550.0
2014-05-01,37717108.0
2014-06-01,38607904.0
2014-07-01,38733135.0
2014-08-01,40076190.0
2014-09-01,41339079.0
2014-10-01,40205854.0
2014-11-01,41175862.0
2014-12-01,42736539.0
2015-01-01,42725609.0
2015-02-01,44369512.0
2015-03-01,45952330.0
2015-04-01,48699438.0
2015-05-01,49298885.0
2015-06-01,52189205.0
2015-07-01,54231701.0
2015-08-01,57944894.0
2015-09-01,58802629.0
2015-10-01,56885390.0
2015-11-01,56236493.0
2015-12-01,56410693.0
2016-01-01,57267567.0
2016-02-01,57653537.0
2016-03-01,58455481.0
2016-04-01,60003925.0
2016-05-01,63599414.0
2016-06-01,62546726.0
2016-07-01,64692181.0
2016-08-01,65276808.0
2016-09-01,67213700.0
2016-10-01,71678347.0
2016-11-01,75495187.0
2016-12-01,77870211.0
2017-01-01,82353255.0
2017-02-01,77124693.0
2017-03-01,78235756.0
2017-04-01,78173343.0
2017-05-01,80668151.0
2017-06-01,83894828.0
2017-07-01,89150453.0
2017-08-01,91080649.0
2017-09-01,95098014.0
2017-10-01,100603472.0
2017-11-01,103654151.0
2017-12-01,100089133.0
2018-01-01,101575990.0
2018-02-01,102498315.0
2018-03-01,105991264.0
2018-04-01,108039179.0
2018-05-01,116061091.0
2018-06-01,117749624.0
2018-07-01,130874787.0
2018-08-01,173112972.0
2018-09-01,161202365.0
2018-10-01,149922534.0
2018-11-01,143909370.0
2018-12-01,153243619.0
2019-01-01,152126184.0
2019-02-01,155876354.0
2019-03-01,161423548.0
2019-04-01,170674097.0
2019-05-01,167195907.0
2019-06-01,167254446.0
2019-07-01,159194832.0
2019-08-01,165020158.0
2019-09-01,160072044.0
2019-10-01,162299174.0
2019-11-01,162326098.0
2019-12-01,167756171.0
2020-01-01,163692759.0
2020-02-01,165410144.0
2020-03-01,176351625.0
2020-04-01,194462966.0
2020-05-01,195130296.0
2020-06-01,200226528.0
2020-07-01,200148554.0
2020-08-01,208734556.0
2020-09-01,215758095.0
2020-10-01,230019623.0
2020-11-01,220507489.0
2020-12-01,213731959.0
2021-01-01,215870445.0
2021-02-01,225177096.0
2021-03-01,252114293.0
2021-04-01,252582356.0
2021-05-01,258437226.0
2021-06-01,260351627.0
2021-07-01,251665409.0
2021-08-01,250343566.0
2021-09-01,266315868.0
2021-10-01,276888450.0
2021-11-01,346024503.0
2021-12-01,348436270.0
2022-01-01,340661742.0
2022-02-01,355769148.0
2022-03-01,375456244.0
2022-04-01,356782559.0
2022-05-01,388154620.0
2022-06-01,389262444.0
2022-07-01,404447624.0
2022-08-01,398162671.0
2022-09-01,385002334.0
2022-10-01,388611368.0
2022-11-01,384238213.0
2022-12-01,400244957.0
2023-01-01,421962146.0
2023-02-01,429042725.0
2023-03-01,455997488.0
2023-04-01,467010566.0
2023-05-01,476329311.0
2023-06-01,554662907.0
2023-07-01,577493295.0
2023-08-01,581432808.0
2023-09-01,598547021.0
2023-10-01,624320609.0
2023-11-01,658451393.0
2023-12-01,683743231.0
2024-01-01,698739397.0
2024-02-01,720881549.0
2024-03-01,764253530.0
2024-04-01,774818243.0
2024-05-01,803829440.0
2024-06-01,827246543.0
2024-07-01,875579695.0
2024-08-01,928835789.0
2024-09-01,935064078.0
2024-10-01,926013973.0
2024-11-01,931643275.0
2024-12-01,973173167.0
2025-01-01,977001630.0
2025-02-01,1016048216.0
2025-03-01,1079610608.0
2025-04-01,1135357741.0
2025-05-01,1155318106.0
2025-06-01,1166334518.0
2025-07-01,1206567304.0
2025-08-01,1244284383.0
