Tarih,TP_IYAW2_S27_X
2014-10-01,2013.0
2014-11-01,1984.0
2014-12-01,1997.0
2015-01-01,1971.0
2015-02-01,1977.0
2015-03-01,1985.0
2015-04-01,1970.0
2015-05-01,2001.0
2015-06-01,2050.0
2015-07-01,1981.0
2015-08-01,1991.0
2015-09-01,1990.0
2015-10-01,1979.0
2015-11-01,1974.0
2015-12-01,1979.0
2016-01-01,1911.0
2016-02-01,1923.0
2016-03-01,1931.0
2016-04-01,1935.0
2016-05-01,1918.0
2016-06-01,1924.0
2016-07-01,1915.0
2016-08-01,1923.0
2016-09-01,1897.0
2016-10-01,1903.0
2016-11-01,1911.0
2016-12-01,1904.0
2017-01-01,1913.0
2017-02-01,1912.0
2017-03-01,1916.0
2017-04-01,1861.0
2017-05-01,1944.0
2017-06-01,1951.0
2017-07-01,1944.0
2017-08-01,1915.0
2017-09-01,1934.0
2017-10-01,1930.0
2017-11-01,1916.0
2017-12-01,1921.0
2018-01-01,1920.0
2018-02-01,1930.0
2018-03-01,1926.0
2018-04-01,1935.0
2018-05-01,1967.0
2018-06-01,1919.0
2018-07-01,1923.0
2018-08-01,1900.0
2018-09-01,1932.0
2018-10-01,1927.0
2018-11-01,1926.0
2018-12-01,1921.0
2019-01-01,1619.0
2019-02-01,1633.0
2019-03-01,1611.0
2019-04-01,1632.0
2019-05-01,1598.0
2019-06-01,1601.0
2019-07-01,1599.0
2019-08-01,1658.0
2019-09-01,1656.0
2019-10-01,1669.0
2019-11-01,1662.0
2019-12-01,1656.0
2020-01-01,1655.0
2020-02-01,1668.0
2020-03-01,1675.0
2020-04-01,1545.0
2020-05-01,1589.0
2020-06-01,1586.0
2020-07-01,1583.0
2020-08-01,1611.0
2020-09-01,1595.0
2020-10-01,1594.0
2020-11-01,1564.0
2020-12-01,1581.0
2021-01-01,1575.0
2021-02-01,1628.0
2021-03-01,1645.0
2021-04-01,1606.0
2021-05-01,1597.0
2021-06-01,1601.0
2021-07-01,1549.0
2021-08-01,1588.0
2021-09-01,1619.0
2021-10-01,1593.0
2021-11-01,1597.0
2021-12-01,1595.0
2022-01-01,1586.0
2022-02-01,1569.0
2022-03-01,1607.0
2022-04-01,1565.0
2022-05-01,1574.0
2022-06-01,1613.0
2022-07-01,1573.0
2022-08-01,1608.0
2022-09-01,1585.0
2022-10-01,1578.0
2022-11-01,1577.0
2022-12-01,1575.0
2023-01-01,1591.0
2023-02-01,1532.0
2023-03-01,1571.0
2023-04-01,1568.0
2023-05-01,1599.0
2023-06-01,1617.0
2023-07-01,1619.0
2023-08-01,1590.0
2023-09-01,1617.0
2023-10-01,1600.0
2023-11-01,1634.0
2023-12-01,1610.0
2024-01-01,1611.0
2024-02-01,1589.0
2024-03-01,1593.0
2024-04-01,1594.0
2024-05-01,1655.0
2024-06-01,1614.0
2024-07-01,1656.0
2024-08-01,1638.0
2024-09-01,1639.0
2024-10-01,1660.0
2024-11-01,1646.0
2024-12-01,1634.0
2025-01-01,1627.0
2025-02-01,1638.0
2025-03-01,1618.0
2025-04-01,1606.0
2025-05-01,1700.0
2025-06-01,1710.0
2025-07-01,1710.0
2025-08-01,1708.0
2025-09-01,1697.0
