Tarih,TP_IYAW2_S11_X
2014-10-01,2114.0
2014-11-01,2113.0
2014-12-01,2135.0
2015-01-01,2104.0
2015-02-01,2106.0
2015-03-01,2141.0
2015-04-01,2094.0
2015-05-01,2155.0
2015-06-01,2195.0
2015-07-01,2126.0
2015-08-01,2124.0
2015-09-01,2127.0
2015-10-01,2125.0
2015-11-01,2114.0
2015-12-01,2128.0
2016-01-01,2062.0
2016-02-01,2071.0
2016-03-01,2083.0
2016-04-01,2076.0
2016-05-01,2067.0
2016-06-01,2075.0
2016-07-01,2069.0
2016-08-01,2071.0
2016-09-01,2050.0
2016-10-01,2040.0
2016-11-01,2048.0
2016-12-01,2064.0
2017-01-01,2039.0
2017-02-01,2059.0
2017-03-01,2077.0
2017-04-01,2002.0
2017-05-01,2103.0
2017-06-01,2093.0
2017-07-01,2080.0
2017-08-01,2081.0
2017-09-01,2082.0
2017-10-01,2072.0
2017-11-01,2064.0
2017-12-01,2066.0
2018-01-01,2059.0
2018-02-01,2071.0
2018-03-01,2078.0
2018-04-01,2076.0
2018-05-01,2108.0
2018-06-01,2065.0
2018-07-01,2040.0
2018-08-01,2034.0
2018-09-01,2060.0
2018-10-01,2060.0
2018-11-01,2051.0
2018-12-01,2044.0
2019-01-01,1714.0
2019-02-01,1723.0
2019-03-01,1713.0
2019-04-01,1709.0
2019-05-01,1686.0
2019-06-01,1685.0
2019-07-01,1685.0
2019-08-01,1756.0
2019-09-01,1762.0
2019-10-01,1753.0
2019-11-01,1746.0
2019-12-01,1760.0
2020-01-01,1740.0
2020-02-01,1757.0
2020-03-01,1773.0
2020-04-01,1683.0
2020-05-01,1700.0
2020-06-01,1696.0
2020-07-01,1709.0
2020-08-01,1726.0
2020-09-01,1710.0
2020-10-01,1691.0
2020-11-01,1675.0
2020-12-01,1701.0
2021-01-01,1674.0
2021-02-01,1728.0
2021-03-01,1746.0
2021-04-01,1704.0
2021-05-01,1699.0
2021-06-01,1711.0
2021-07-01,1660.0
2021-08-01,1684.0
2021-09-01,1731.0
2021-10-01,1702.0
2021-11-01,1689.0
2021-12-01,1725.0
2022-01-01,1693.0
2022-02-01,1686.0
2022-03-01,1738.0
2022-04-01,1687.0
2022-05-01,1710.0
2022-06-01,1735.0
2022-07-01,1688.0
2022-08-01,1715.0
2022-09-01,1716.0
2022-10-01,1699.0
2022-11-01,1702.0
2022-12-01,1706.0
2023-01-01,1711.0
2023-02-01,1644.0
2023-03-01,1683.0
2023-04-01,1676.0
2023-05-01,1709.0
2023-06-01,1720.0
2023-07-01,1697.0
2023-08-01,1697.0
2023-09-01,1698.0
2023-10-01,1684.0
2023-11-01,1709.0
2023-12-01,1695.0
2024-01-01,1693.0
2024-02-01,1683.0
2024-03-01,1691.0
2024-04-01,1667.0
2024-05-01,1728.0
2024-06-01,1697.0
2024-07-01,1730.0
2024-08-01,1725.0
2024-09-01,1719.0
2024-10-01,1742.0
2024-11-01,1716.0
2024-12-01,1714.0
2025-01-01,1701.0
2025-02-01,1719.0
2025-03-01,1695.0
2025-04-01,1693.0
2025-05-01,1809.0
2025-06-01,1799.0
2025-07-01,1797.0
2025-08-01,1796.0
2025-09-01,1775.0
