Tarih,TP_IYAW2_S25_X
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,938.0
2007-02-01,1018.0
2007-03-01,973.0
2007-04-01,1151.0
2007-05-01,1130.0
2007-06-01,1171.0
2007-07-01,1133.0
2007-08-01,1159.0
2007-09-01,1233.0
2007-10-01,1232.0
2007-11-01,1291.0
2007-12-01,1168.0
2008-01-01,1152.0
2008-02-01,1139.0
2008-03-01,1200.0
2008-04-01,1150.0
2008-05-01,1208.0
2008-06-01,1205.0
2008-07-01,1140.0
2008-08-01,1139.0
2008-09-01,1195.0
2008-10-01,1427.0
2008-11-01,1183.0
2008-12-01,1177.0
2009-01-01,1554.0
2009-02-01,1563.0
2009-03-01,1514.0
2009-04-01,1561.0
2009-05-01,1562.0
2009-06-01,1572.0
2009-07-01,1551.0
2009-08-01,1567.0
2009-09-01,1597.0
2009-10-01,1539.0
2009-11-01,1602.0
2009-12-01,1577.0
2010-01-01,1569.0
2010-02-01,1584.0
2010-03-01,1526.0
2010-04-01,1576.0
2010-05-01,1527.0
2010-06-01,1601.0
2010-07-01,1858.0
2010-08-01,1845.0
2010-09-01,1845.0
2010-10-01,1823.0
2010-11-01,1707.0
2010-12-01,1924.0
2011-01-01,1799.0
2011-02-01,1851.0
2011-03-01,1887.0
2011-04-01,1816.0
2011-05-01,1734.0
2011-06-01,1805.0
2011-07-01,2010.0
2011-08-01,2063.0
2011-09-01,2154.0
2011-10-01,2064.0
2011-11-01,2089.0
2011-12-01,2064.0
2012-01-01,2035.0
2012-02-01,2116.0
2012-03-01,2146.0
2012-04-01,2065.0
2012-05-01,2100.0
2012-06-01,2098.0
2012-07-01,2013.0
2012-08-01,2026.0
2012-09-01,2010.0
2012-10-01,2015.0
2012-11-01,2024.0
2012-12-01,1970.0
2013-01-01,1883.0
2013-02-01,1967.0
2013-03-01,1958.0
2013-04-01,1958.0
2013-05-01,1987.0
2013-06-01,2003.0
2013-07-01,2148.0
2013-08-01,2152.0
2013-09-01,2166.0
2013-10-01,2138.0
2013-11-01,2163.0
2013-12-01,2202.0
2014-01-01,2121.0
2014-02-01,2128.0
2014-03-01,2162.0
2014-04-01,2088.0
2014-05-01,2129.0
2014-06-01,2092.0
2014-07-01,2114.0
2014-08-01,2103.0
2014-09-01,2093.0
