Tarih,TP_KVDB18
2013-08-01,5128.0
2013-09-01,4270.0
2013-10-01,5177.0
2013-11-01,5533.0
2013-12-01,4767.0
2014-01-01,4648.0
2014-02-01,5391.0
2014-03-01,4677.0
2014-04-01,5185.0
2014-05-01,5486.0
2014-06-01,4624.0
2014-07-01,5406.0
2014-08-01,5134.0
2014-09-01,4359.0
2014-10-01,4684.0
2014-11-01,5692.0
2014-12-01,4478.0
2015-01-01,5000.0
2015-02-01,4867.0
2015-03-01,4246.0
2015-04-01,4012.0
2015-05-01,4253.0
2015-06-01,4018.0
2015-07-01,4121.0
2015-08-01,4376.0
2015-09-01,4172.0
2015-10-01,4706.0
2015-11-01,4350.0
2015-12-01,3827.0
2016-01-01,4570.0
2016-02-01,4518.0
2016-03-01,4550.0
2016-04-01,4952.0
2016-05-01,5299.0
2016-06-01,5074.0
2016-07-01,4845.0
2016-08-01,5088.0
2016-09-01,4515.0
2016-10-01,4837.0
2016-11-01,4598.0
2016-12-01,3482.0
2017-01-01,3774.0
2017-02-01,3915.0
2017-03-01,3588.0
2017-04-01,4556.0
2017-05-01,4634.0
2017-06-01,4533.0
2017-07-01,5258.0
2017-08-01,5157.0
2017-09-01,4390.0
2017-10-01,4733.0
2017-11-01,5168.0
2017-12-01,5163.0
2018-01-01,6032.0
2018-02-01,6183.0
2018-03-01,5486.0
2018-04-01,6324.0
2018-05-01,5940.0
2018-06-01,5034.0
2018-07-01,5305.0
2018-08-01,4339.0
2018-09-01,4553.0
2018-10-01,4926.0
2018-11-01,5010.0
2018-12-01,4754.0
2019-01-01,4637.0
2019-02-01,4017.0
2019-03-01,3455.0
2019-04-01,3541.0
2019-05-01,3422.0
2019-06-01,3586.0
2019-07-01,3491.0
2019-08-01,3234.0
2019-09-01,2901.0
2019-10-01,2752.0
2019-11-01,2663.0
2019-12-01,1919.0
2020-01-01,1647.0
2020-02-01,1539.0
2020-03-01,1632.0
2020-04-01,1560.0
2020-05-01,1118.0
2020-06-01,1190.0
2020-07-01,911.0
2020-08-01,851.0
2020-09-01,958.0
2020-10-01,966.0
2020-11-01,1278.0
2020-12-01,1694.0
2021-01-01,1654.0
2021-02-01,1595.0
2021-03-01,1376.0
2021-04-01,1411.0
2021-05-01,1449.0
2021-06-01,1456.0
2021-07-01,1496.0
2021-08-01,1216.0
2021-09-01,1086.0
2021-10-01,943.0
2021-11-01,902.0
2021-12-01,1137.0
2022-01-01,877.0
2022-02-01,958.0
2022-03-01,1090.0
2022-04-01,1077.0
2022-05-01,1133.0
2022-06-01,1177.0
2022-07-01,1192.0
2022-08-01,1332.0
2022-09-01,1319.0
2022-10-01,1514.0
2022-11-01,1662.0
2022-12-01,1788.0
2023-01-01,1902.0
2023-02-01,2109.0
2023-03-01,2213.0
2023-04-01,2189.0
2023-05-01,2254.0
2023-06-01,2169.0
2023-07-01,2366.0
2023-08-01,2362.0
2023-09-01,2565.0
2023-10-01,2704.0
2023-11-01,3117.0
2023-12-01,3332.0
2024-01-01,3142.0
2024-02-01,2970.0
2024-03-01,2576.0
2024-04-01,3257.0
2024-05-01,3467.0
2024-06-01,3493.0
2024-07-01,3276.0
2024-08-01,3082.0
2024-09-01,3579.0
2024-10-01,3769.0
2024-11-01,3954.0
2024-12-01,3661.0
2025-01-01,4371.0
2025-02-01,4374.0
2025-03-01,4071.0
2025-04-01,3719.0
2025-05-01,4697.0
2025-06-01,4873.0
2025-07-01,5137.0
2025-08-01,5185.0
