Tarih,TP_KVDB12
2013-08-01,40805.0
2013-09-01,41064.0
2013-10-01,40159.0
2013-11-01,41976.0
2013-12-01,41161.0
2014-01-01,40760.0
2014-02-01,40022.0
2014-03-01,38441.0
2014-04-01,39945.0
2014-05-01,41155.0
2014-06-01,39995.0
2014-07-01,40529.0
2014-08-01,40079.0
2014-09-01,39612.0
2014-10-01,39629.0
2014-11-01,40421.0
2014-12-01,39183.0
2015-01-01,38310.0
2015-02-01,36877.0
2015-03-01,34789.0
2015-04-01,35033.0
2015-05-01,35333.0
2015-06-01,35560.0
2015-07-01,35701.0
2015-08-01,34892.0
2015-09-01,33294.0
2015-10-01,33006.0
2015-11-01,32784.0
2015-12-01,33634.0
2016-01-01,32738.0
2016-02-01,32715.0
2016-03-01,32410.0
2016-04-01,34167.0
2016-05-01,35408.0
2016-06-01,36125.0
2016-07-01,35530.0
2016-08-01,35110.0
2016-09-01,32368.0
2016-10-01,32965.0
2016-11-01,32758.0
2016-12-01,32729.0
2017-01-01,32821.0
2017-02-01,32386.0
2017-03-01,32356.0
2017-04-01,33929.0
2017-05-01,36109.0
2017-06-01,36139.0
2017-07-01,38363.0
2017-08-01,38315.0
2017-09-01,39002.0
2017-10-01,40997.0
2017-11-01,41948.0
2017-12-01,42737.0
2018-01-01,41653.0
2018-02-01,40896.0
2018-03-01,39479.0
2018-04-01,40506.0
2018-05-01,41861.0
2018-06-01,40067.0
2018-07-01,40742.0
2018-08-01,36635.0
2018-09-01,35911.0
2018-10-01,34111.0
2018-11-01,34897.0
2018-12-01,34467.0
2019-01-01,33714.0
2019-02-01,33658.0
2019-03-01,33760.0
2019-04-01,34923.0
2019-05-01,35763.0
2019-06-01,35575.0
2019-07-01,36445.0
2019-08-01,34388.0
2019-09-01,34085.0
2019-10-01,33270.0
2019-11-01,34320.0
2019-12-01,34823.0
2020-01-01,34403.0
2020-02-01,33546.0
2020-03-01,32428.0
2020-04-01,29498.0
2020-05-01,26641.0
2020-06-01,26001.0
2020-07-01,27315.0
2020-08-01,29326.0
2020-09-01,31128.0
2020-10-01,31829.0
2020-11-01,33181.0
2020-12-01,34232.0
2021-01-01,33249.0
2021-02-01,32379.0
2021-03-01,33879.0
2021-04-01,35685.0
2021-05-01,36746.0
2021-06-01,38083.0
2021-07-01,39000.0
2021-08-01,39991.0
2021-09-01,40058.0
2021-10-01,39759.0
2021-11-01,41159.0
2021-12-01,42904.0
2022-01-01,43643.0
2022-02-01,44034.0
2022-03-01,45330.0
2022-04-01,47252.0
2022-05-01,48118.0
2022-06-01,49146.0
2022-07-01,49317.0
2022-08-01,50590.0
2022-09-01,50738.0
2022-10-01,51367.0
2022-11-01,52334.0
2022-12-01,53291.0
2023-01-01,55106.0
2023-02-01,55150.0
2023-03-01,55561.0
2023-04-01,55138.0
2023-05-01,56339.0
2023-06-01,54868.0
2023-07-01,56533.0
2023-08-01,58038.0
2023-09-01,58452.0
2023-10-01,59540.0
2023-11-01,59006.0
2023-12-01,60979.0
2024-01-01,58437.0
2024-02-01,56390.0
2024-03-01,55481.0
2024-04-01,56976.0
2024-05-01,58612.0
2024-06-01,58583.0
2024-07-01,60025.0
2024-08-01,60204.0
2024-09-01,60296.0
2024-10-01,60166.0
2024-11-01,60972.0
2024-12-01,63360.0
2025-01-01,62170.0
2025-02-01,61535.0
2025-03-01,60704.0
2025-04-01,62916.0
2025-05-01,65740.0
2025-06-01,66281.0
2025-07-01,67655.0
2025-08-01,67033.0
