Tarih,TP_KVDB19
2013-08-01,138030.0
2013-09-01,138017.0
2013-10-01,137978.0
2013-11-01,142779.0
2013-12-01,141838.0
2014-01-01,137508.0
2014-02-01,136181.0
2014-03-01,135779.0
2014-04-01,139923.0
2014-05-01,143250.0
2014-06-01,142127.0
2014-07-01,142109.0
2014-08-01,141809.0
2014-09-01,142843.0
2014-10-01,144473.0
2014-11-01,147830.0
2014-12-01,142585.0
2015-01-01,143106.0
2015-02-01,140242.0
2015-03-01,136860.0
2015-04-01,135823.0
2015-05-01,132076.0
2015-06-01,133249.0
2015-07-01,131850.0
2015-08-01,128437.0
2015-09-01,121551.0
2015-10-01,120534.0
2015-11-01,116438.0
2015-12-01,104559.0
2016-01-01,105338.0
2016-02-01,106557.0
2016-03-01,106585.0
2016-04-01,108057.0
2016-05-01,108946.0
2016-06-01,107537.0
2016-07-01,106044.0
2016-08-01,104979.0
2016-09-01,101164.0
2016-10-01,99203.0
2016-11-01,94389.0
2016-12-01,90238.0
2017-01-01,94181.0
2017-02-01,96639.0
2017-03-01,96776.0
2017-04-01,96912.0
2017-05-01,98678.0
2017-06-01,102800.0
2017-07-01,103358.0
2017-08-01,105270.0
2017-09-01,105706.0
2017-10-01,107964.0
2017-11-01,108434.0
2017-12-01,109561.0
2018-01-01,110848.0
2018-02-01,110348.0
2018-03-01,108245.0
2018-04-01,111598.0
2018-05-01,110457.0
2018-06-01,106878.0
2018-07-01,105825.0
2018-08-01,97184.0
2018-09-01,99396.0
2018-10-01,95253.0
2018-11-01,94868.0
2018-12-01,92722.0
2019-01-01,100571.0
2019-02-01,92935.0
2019-03-01,93072.0
2019-04-01,95092.0
2019-05-01,93194.0
2019-06-01,95552.0
2019-07-01,98407.0
2019-08-01,94308.0
2019-09-01,93720.0
2019-10-01,92652.0
2019-11-01,93040.0
2019-12-01,95532.0
2020-01-01,96163.0
2020-02-01,95835.0
2020-03-01,92291.0
2020-04-01,90362.0
2020-05-01,98871.0
2020-06-01,98937.0
2020-07-01,101887.0
2020-08-01,105572.0
2020-09-01,105848.0
2020-10-01,105244.0
2020-11-01,107623.0
2020-12-01,111562.0
2021-01-01,114601.0
2021-02-01,114472.0
2021-03-01,112532.0
2021-04-01,114477.0
2021-05-01,115639.0
2021-06-01,119689.0
2021-07-01,121525.0
2021-08-01,122927.0
2021-09-01,121496.0
2021-10-01,119960.0
2021-11-01,117991.0
2021-12-01,118178.0
2022-01-01,121478.0
2022-02-01,126514.0
2022-03-01,128243.0
2022-04-01,130343.0
2022-05-01,132093.0
2022-06-01,133213.0
2022-07-01,132966.0
2022-08-01,136450.0
2022-09-01,137966.0
2022-10-01,140848.0
2022-11-01,144493.0
2022-12-01,148419.0
2023-01-01,154149.0
2023-02-01,153950.0
2023-03-01,160854.0
2023-04-01,162313.0
2023-05-01,165746.0
2023-06-01,165089.0
2023-07-01,167664.0
2023-08-01,168926.0
2023-09-01,168268.0
2023-10-01,170929.0
2023-11-01,172032.0
2023-12-01,174976.0
2024-01-01,173080.0
2024-02-01,170132.0
2024-03-01,170594.0
2024-04-01,173242.0
2024-05-01,176808.0
2024-06-01,175484.0
2024-07-01,172470.0
2024-08-01,170652.0
2024-09-01,172879.0
2024-10-01,174096.0
2024-11-01,172601.0
2024-12-01,173411.0
2025-01-01,174152.0
2025-02-01,170483.0
2025-03-01,168786.0
2025-04-01,165788.0
2025-05-01,169041.0
2025-06-01,169227.0
2025-07-01,171104.0
2025-08-01,169835.0
