Tarih,TP_KVDB15
2000-01-01,
2000-02-01,
2000-03-01,2005.0
2000-04-01,
2000-05-01,
2000-06-01,2079.0
2000-07-01,
2000-08-01,
2000-09-01,2014.0
2000-10-01,
2000-11-01,
2000-12-01,2029.0
2001-01-01,
2001-02-01,
2001-03-01,2052.0
2001-04-01,
2001-05-01,
2001-06-01,2090.0
2001-07-01,
2001-08-01,
2001-09-01,2111.0
2001-10-01,
2001-11-01,
2001-12-01,1895.0
2002-01-01,
2002-02-01,
2002-03-01,1788.0
2002-04-01,
2002-05-01,
2002-06-01,1818.0
2002-07-01,
2002-08-01,
2002-09-01,1867.0
2002-10-01,
2002-11-01,
2002-12-01,2008.0
2003-01-01,
2003-02-01,
2003-03-01,2047.0
2003-04-01,
2003-05-01,
2003-06-01,2202.0
2003-07-01,
2003-08-01,
2003-09-01,2366.0
2003-10-01,
2003-11-01,
2003-12-01,2569.0
2004-01-01,
2004-02-01,
2004-03-01,2734.0
2004-04-01,
2004-05-01,
2004-06-01,3033.0
2004-07-01,
2004-08-01,
2004-09-01,3378.0
2004-10-01,
2004-11-01,
2004-12-01,3505.0
2005-01-01,3396.0
2005-02-01,3433.0
2005-03-01,3502.0
2005-04-01,3561.0
2005-05-01,3604.0
2005-06-01,3682.0
2005-07-01,3815.0
2005-08-01,3993.0
2005-09-01,4049.0
2005-10-01,4187.0
2005-11-01,4197.0
2005-12-01,4337.0
2006-01-01,4382.0
2006-02-01,4379.0
2006-03-01,4425.0
2006-04-01,4489.0
2006-05-01,4614.0
2006-06-01,4709.0
2006-07-01,4846.0
2006-08-01,4999.0
2006-09-01,5029.0
2006-10-01,5009.0
2006-11-01,4986.0
2006-12-01,5029.0
2007-01-01,4998.0
2007-02-01,5057.0
2007-03-01,5159.0
2007-04-01,5398.0
2007-05-01,5485.0
2007-06-01,5636.0
2007-07-01,5846.0
2007-08-01,6040.0
2007-09-01,6343.0
2007-10-01,6510.0
2007-11-01,6820.0
2007-12-01,6999.0
2008-01-01,7480.0
2008-02-01,7711.0
2008-03-01,7932.0
2008-04-01,7893.0
2008-05-01,7838.0
2008-06-01,7974.0
2008-07-01,8086.0
2008-08-01,7847.0
2008-09-01,7854.0
2008-10-01,7516.0
2008-11-01,7464.0
2008-12-01,7983.0
2009-01-01,7819.0
2009-02-01,8058.0
2009-03-01,7997.0
2009-04-01,7907.0
2009-05-01,7601.0
2009-06-01,7276.0
2009-07-01,6880.0
2009-08-01,6616.0
2009-09-01,6551.0
2009-10-01,6570.0
2009-11-01,6652.0
2009-12-01,6391.0
2010-01-01,6181.0
2010-02-01,5938.0
2010-03-01,5851.0
2010-04-01,5707.0
2010-05-01,5376.0
2010-06-01,5261.0
2010-07-01,5265.0
2010-08-01,5180.0
2010-09-01,5190.0
2010-10-01,5280.0
2010-11-01,5261.0
2010-12-01,5282.0
2011-01-01,5298.0
2011-02-01,5251.0
2011-03-01,5220.0
2011-04-01,5223.0
2011-05-01,5150.0
2011-06-01,5150.0
2011-07-01,5134.0
2011-08-01,5192.0
2011-09-01,5047.0
2011-10-01,5144.0
2011-11-01,5509.0
2011-12-01,5241.0
2012-01-01,5183.0
2012-02-01,5136.0
2012-03-01,5102.0
2012-04-01,4956.0
2012-05-01,4735.0
2012-06-01,4727.0
2012-07-01,4558.0
2012-08-01,4516.0
2012-09-01,4474.0
2012-10-01,4286.0
2012-11-01,4317.0
2012-12-01,4306.0
2013-01-01,4354.0
2013-02-01,4364.0
2013-03-01,4356.0
2013-04-01,4392.0
2013-05-01,4479.0
2013-06-01,4531.0
2013-07-01,4539.0
