Tarih,TP_KVDB13
2000-01-01,
2000-02-01,
2000-03-01,7379.0
2000-04-01,
2000-05-01,
2000-06-01,8796.0
2000-07-01,
2000-08-01,
2000-09-01,8753.0
2000-10-01,
2000-11-01,
2000-12-01,9064.0
2001-01-01,
2001-02-01,
2001-03-01,7165.0
2001-04-01,
2001-05-01,
2001-06-01,6786.0
2001-07-01,
2001-08-01,
2001-09-01,7029.0
2001-10-01,
2001-11-01,
2001-12-01,6813.0
2002-01-01,
2002-02-01,
2002-03-01,6728.0
2002-04-01,
2002-05-01,
2002-06-01,7728.0
2002-07-01,
2002-08-01,
2002-09-01,8287.0
2002-10-01,
2002-11-01,
2002-12-01,9203.0
2003-01-01,
2003-02-01,
2003-03-01,8866.0
2003-04-01,
2003-05-01,
2003-06-01,10018.0
2003-07-01,
2003-08-01,
2003-09-01,11121.0
2003-10-01,
2003-11-01,
2003-12-01,12086.0
2004-01-01,
2004-02-01,
2004-03-01,12662.0
2004-04-01,
2004-05-01,
2004-06-01,14608.0
2004-07-01,
2004-08-01,
2004-09-01,15289.0
2004-10-01,
2004-11-01,
2004-12-01,16380.0
2005-01-01,15859.0
2005-02-01,15780.0
2005-03-01,15717.0
2005-04-01,16903.0
2005-05-01,17653.0
2005-06-01,17612.0
2005-07-01,17746.0
2005-08-01,18142.0
2005-09-01,18397.0
2005-10-01,18769.0
2005-11-01,18495.0
2005-12-01,19260.0
2006-01-01,18382.0
2006-02-01,18438.0
2006-03-01,18447.0
2006-04-01,20144.0
2006-05-01,21644.0
2006-06-01,22148.0
2006-07-01,22343.0
2006-08-01,22297.0
2006-09-01,22179.0
2006-10-01,21917.0
2006-11-01,22189.0
2006-12-01,22657.0
2007-01-01,22337.0
2007-02-01,21678.0
2007-03-01,21868.0
2007-04-01,23211.0
2007-05-01,24984.0
2007-06-01,25625.0
2007-07-01,26924.0
2007-08-01,26998.0
2007-09-01,27392.0
2007-10-01,27755.0
2007-11-01,28991.0
2007-12-01,29958.0
2008-01-01,30777.0
2008-02-01,30721.0
2008-03-01,31270.0
2008-04-01,31967.0
2008-05-01,33468.0
2008-06-01,34869.0
2008-07-01,36247.0
2008-08-01,35982.0
2008-09-01,35233.0
2008-10-01,32230.0
2008-11-01,28773.0
2008-12-01,26216.0
2009-01-01,23366.0
2009-02-01,22182.0
2009-03-01,24825.0
2009-04-01,25795.0
2009-05-01,26760.0
2009-06-01,27076.0
2009-07-01,27973.0
2009-08-01,27392.0
2009-09-01,27429.0
2009-10-01,27221.0
2009-11-01,27284.0
2009-12-01,27964.0
2010-01-01,26896.0
2010-02-01,25846.0
2010-03-01,25972.0
2010-04-01,27710.0
2010-05-01,28810.0
2010-06-01,28465.0
2010-07-01,29147.0
2010-08-01,31006.0
2010-09-01,31278.0
2010-10-01,32513.0
2010-11-01,32827.0
2010-12-01,36985.0
2011-01-01,36064.0
2011-02-01,35037.0
2011-03-01,34408.0
2011-04-01,36472.0
2011-05-01,38818.0
2011-06-01,38756.0
2011-07-01,38886.0
2011-08-01,37967.0
2011-09-01,37982.0
2011-10-01,37120.0
2011-11-01,38498.0
2011-12-01,37215.0
2012-01-01,35999.0
2012-02-01,33819.0
2012-03-01,33998.0
2012-04-01,35255.0
2012-05-01,36654.0
2012-06-01,35733.0
2012-07-01,35396.0
2012-08-01,34589.0
2012-09-01,34485.0
2012-10-01,33826.0
2012-11-01,34917.0
2012-12-01,36454.0
2013-01-01,36476.0
2013-02-01,35985.0
2013-03-01,34433.0
2013-04-01,35771.0
2013-05-01,36759.0
2013-06-01,36855.0
2013-07-01,37562.0
