Tarih,TP_KVDB07
2013-08-01,96292.0
2013-09-01,96048.0
2013-10-01,96919.0
2013-11-01,99943.0
2013-12-01,99844.0
2014-01-01,95948.0
2014-02-01,95374.0
2014-03-01,96576.0
2014-04-01,99236.0
2014-05-01,101398.0
2014-06-01,101471.0
2014-07-01,100972.0
2014-08-01,101230.0
2014-09-01,102814.0
2014-10-01,104460.0
2014-11-01,107047.0
2014-12-01,103060.0
2015-01-01,104482.0
2015-02-01,103055.0
2015-03-01,101781.0
2015-04-01,100502.0
2015-05-01,96467.0
2015-06-01,97419.0
2015-07-01,95901.0
2015-08-01,93318.0
2015-09-01,88049.0
2015-10-01,87336.0
2015-11-01,83478.0
2015-12-01,70749.0
2016-01-01,72427.0
2016-02-01,73671.0
2016-03-01,74002.0
2016-04-01,73720.0
2016-05-01,73376.0
2016-06-01,71255.0
2016-07-01,70364.0
2016-08-01,69732.0
2016-09-01,68665.0
2016-10-01,66118.0
2016-11-01,61226.0
2016-12-01,57110.0
2017-01-01,60245.0
2017-02-01,63156.0
2017-03-01,63038.0
2017-04-01,61603.0
2017-05-01,61192.0
2017-06-01,65271.0
2017-07-01,63619.0
2017-08-01,65596.0
2017-09-01,65406.0
2017-10-01,65696.0
2017-11-01,65263.0
2017-12-01,65071.0
2018-01-01,67398.0
2018-02-01,67980.0
2018-03-01,67329.0
2018-04-01,69161.0
2018-05-01,66716.0
2018-06-01,64985.0
2018-07-01,63312.0
2018-08-01,57810.0
2018-09-01,56779.0
2018-10-01,54487.0
2018-11-01,53563.0
2018-12-01,52341.0
2019-01-01,60939.0
2019-02-01,53362.0
2019-03-01,53416.0
2019-04-01,54745.0
2019-05-01,52013.0
2019-06-01,53486.0
2019-07-01,55491.0
2019-08-01,53508.0
2019-09-01,53241.0
2019-10-01,52976.0
2019-11-01,52318.0
2019-12-01,52257.0
2020-01-01,53348.0
2020-02-01,53894.0
2020-03-01,51480.0
2020-04-01,51494.0
2020-05-01,52858.0
2020-06-01,53319.0
2020-07-01,54316.0
2020-08-01,55552.0
2020-09-01,53731.0
2020-10-01,52283.0
2020-11-01,53133.0
2020-12-01,55986.0
2021-01-01,58600.0
2021-02-01,59319.0
2021-03-01,56037.0
2021-04-01,56040.0
2021-05-01,56371.0
2021-06-01,55782.0
2021-07-01,56511.0
2021-08-01,56991.0
2021-09-01,55588.0
2021-10-01,54115.0
2021-11-01,50812.0
2021-12-01,49222.0
2022-01-01,50684.0
2022-02-01,52643.0
2022-03-01,53101.0
2022-04-01,53647.0
2022-05-01,54546.0
2022-06-01,54639.0
2022-07-01,53895.0
2022-08-01,54250.0
2022-09-01,55253.0
2022-10-01,57212.0
2022-11-01,59676.0
2022-12-01,62338.0
2023-01-01,65397.0
2023-02-01,65007.0
2023-03-01,65972.0
2023-04-01,66884.0
2023-05-01,64991.0
2023-06-01,63987.0
2023-07-01,64775.0
2023-08-01,64899.0
2023-09-01,64102.0
2023-10-01,65593.0
2023-11-01,66763.0
2023-12-01,67637.0
2024-01-01,68540.0
2024-02-01,67693.0
2024-03-01,68955.0
2024-04-01,70461.0
2024-05-01,73293.0
2024-06-01,72210.0
2024-07-01,73771.0
2024-08-01,72318.0
2024-09-01,74216.0
2024-10-01,76414.0
2024-11-01,75557.0
2024-12-01,75350.0
2025-01-01,80567.0
2025-02-01,77449.0
2025-03-01,77917.0
2025-04-01,73137.0
2025-05-01,73748.0
2025-06-01,73611.0
2025-07-01,74596.0
2025-08-01,75266.0
