Tarih,TP_KVDB10
2000-01-01,
2000-02-01,
2000-03-01,4235.0
2000-04-01,
2000-05-01,
2000-06-01,3549.0
2000-07-01,
2000-08-01,
2000-09-01,3592.0
2000-10-01,
2000-11-01,
2000-12-01,3346.0
2001-01-01,
2001-02-01,
2001-03-01,2657.0
2001-04-01,
2001-05-01,
2001-06-01,2511.0
2001-07-01,
2001-08-01,
2001-09-01,2320.0
2001-10-01,
2001-11-01,
2001-12-01,1773.0
2002-01-01,
2002-02-01,
2002-03-01,1358.0
2002-04-01,
2002-05-01,
2002-06-01,1063.0
2002-07-01,
2002-08-01,
2002-09-01,506.0
2002-10-01,
2002-11-01,
2002-12-01,696.0
2003-01-01,
2003-02-01,
2003-03-01,1280.0
2003-04-01,
2003-05-01,
2003-06-01,1432.0
2003-07-01,
2003-08-01,
2003-09-01,1828.0
2003-10-01,
2003-11-01,
2003-12-01,1334.0
2004-01-01,
2004-02-01,
2004-03-01,1162.0
2004-04-01,
2004-05-01,
2004-06-01,1358.0
2004-07-01,
2004-08-01,
2004-09-01,1507.0
2004-10-01,
2004-11-01,
2004-12-01,1694.0
2005-01-01,1713.0
2005-02-01,1702.0
2005-03-01,1801.0
2005-04-01,2245.0
2005-05-01,2638.0
2005-06-01,2973.0
2005-07-01,3065.0
2005-08-01,3831.0
2005-09-01,4081.0
2005-10-01,3904.0
2005-11-01,2579.0
2005-12-01,2581.0
2006-01-01,2325.0
2006-02-01,3016.0
2006-03-01,2876.0
2006-04-01,3023.0
2006-05-01,2638.0
2006-06-01,3749.0
2006-07-01,3030.0
2006-08-01,3307.0
2006-09-01,3296.0
2006-10-01,3920.0
2006-11-01,3744.0
2006-12-01,4354.0
2007-01-01,3583.0
2007-02-01,3732.0
2007-03-01,3863.0
2007-04-01,3396.0
2007-05-01,3317.0
2007-06-01,3371.0
2007-07-01,3475.0
2007-08-01,3471.0
2007-09-01,4359.0
2007-10-01,3701.0
2007-11-01,3612.0
2007-12-01,3724.0
2008-01-01,5121.0
2008-02-01,4637.0
2008-03-01,4788.0
2008-04-01,5622.0
2008-05-01,5543.0
2008-06-01,5675.0
2008-07-01,6044.0
2008-08-01,6171.0
2008-09-01,7030.0
2008-10-01,6741.0
2008-11-01,6567.0
2008-12-01,4793.0
2009-01-01,4761.0
2009-02-01,4820.0
2009-03-01,4820.0
2009-04-01,5397.0
2009-05-01,5826.0
2009-06-01,4592.0
2009-07-01,5260.0
2009-08-01,5584.0
2009-09-01,5270.0
2009-10-01,6209.0
2009-11-01,6151.0
2009-12-01,4577.0
2010-01-01,5414.0
2010-02-01,5841.0
2010-03-01,7759.0
2010-04-01,8043.0
2010-05-01,7464.0
2010-06-01,9176.0
2010-07-01,10630.0
2010-08-01,8678.0
2010-09-01,9681.0
2010-10-01,10856.0
2010-11-01,10478.0
2010-12-01,10363.0
2011-01-01,11189.0
2011-02-01,11521.0
2011-03-01,9529.0
2011-04-01,11898.0
2011-05-01,13519.0
2011-06-01,12539.0
2011-07-01,13827.0
2011-08-01,14793.0
2011-09-01,14507.0
2011-10-01,14589.0
2011-11-01,13784.0
2011-12-01,12681.0
2012-01-01,13388.0
2012-02-01,13762.0
2012-03-01,15947.0
2012-04-01,17917.0
2012-05-01,16466.0
2012-06-01,16633.0
2012-07-01,17994.0
2012-08-01,20096.0
2012-09-01,17286.0
2012-10-01,19418.0
2012-11-01,19166.0
2012-12-01,18588.0
2013-01-01,19766.0
2013-02-01,21930.0
2013-03-01,21621.0
2013-04-01,24163.0
2013-05-01,24921.0
2013-06-01,25699.0
2013-07-01,27086.0
